id,text,aspect,category,polarity,from,to
90,"UOP is NOT perfect - we had a couple professors that were not great ( most of our professors were very good , with relevant , current field experience ) , and my financial aid counselors DID change constantly .",UOP,general,negative,0,3
91,"Uop is not Harvard , and none of us think that , but we also work very , very hard for what were earning .",Uop,general,positive,0,3
92,"You can get a good list of detailed account activity ( and change whatsoever that happens in your account ) , and you can get a shot of your realized and unrealized profit and loss .",list,general,positive,19,23
93,"I have to admit , I have learned twice as much in this school , with this set up and schedule , than in any other college .",school,general,positive,55,61
94,"Three weeks later , they sent me a bill for almost $2,000.00",bill,general,negative,35,39
95,"The financial aid office was always messing things up though , and the amount of work involved in some of the classes was well above what i have experienced elsewhere , even in the regular classroom setting .",financial aid office,general,negative,4,24
96,"Great school , great education .",school,general,positive,6,12
97,"Everyone , do yourselves a favor and do not even entertain the thought of attending this apparent college .",college,general,negative,98,105
98,"Well , they generally get me at least close to where I have to be ( within a few streets ) , and I got a few wrong directions ( replacing "" left "" with "" right "" , for example ) .",directions,general,negative,115,125
99,I like the small classes and I have received good career advice from most of my professors .,professors,general,positive,80,90
100,The Cons : The weekly assignments require rigid discipline .,assignments,general,negative,22,33
101,"In a related incident in DE PSYCH 436 Introduction to Clinical Psychology upper-level undergraduate students learned from another teacher that their clinical psychology teacher , M . Sadler , had a degree in psychology but also that his license to practice had been revoked for unprofessional and unethical conduct .",teacher,general,negative,130,137
102,"At first , the services were great and the 19.95 a trade was a great feature since I was paying 50 at my old discount broker .",feature,general,positive,69,76
103,The messages are easy to read and it is easy to post .,messages,general,positive,4,12
104,"The only pet peeves I have is that citations should be taking more seriously , as some students have either not cited properly , but did have citations and group work is hard to manage .",group work,general,negative,156,166
105,I will never use their service again .,service,general,negative,23,30
106,"US News lists hundreds of big name schools accredited by the same organization as CTU , using the same virtual course software , charging the same or higher fees , with some lousey professors and some great ones , and that also have their share of pro's and con's wether it be in the education or business arena's .",education,general,neutral,284,293
107,Another major problem with E*Trade customer service is they don't record your calls .,E*Trade customer service,general,negative,27,51
108,That was until my last session with DeVry and they sent back my entire disbursement rather than use part of it to pay my balance thus leaving me in debt with them and no way to pay it .,DeVry,general,negative,36,41
109,But if you are looking for an MBA that focuses on applied research then I highly recommend Capella .,Capella,general,positive,91,98
110,E*Trade's divisions are not strategically divided .,divisions,general,negative,10,19
111,This school is terrible when it comes to honesty and intergrity .,honesty,general,negative,41,48
112,"I've tolerated your poor trading service for over a year ,",trading service,general,negative,25,40
113,"The group projects were unbelievable , the subject matter completely useless , and the instructor was less than helpful , not to mention 2yrs later I am still getting spam mail from UOP .",projects,general,negative,10,18
114,"At E-Groups I found just what I was looking for in a group titled "" ReadMyOnlineArticle "" .",E-Groups,general,positive,3,11
115,"Not only was I an online student with them for a little over a year , the continued turnover rates of these people in critical positions was a joke .",turnover rates,general,negative,84,98
116,I'm a graduate student at the school and the education I get is extremely relevent .,education,general,positive,45,54
117,"If you get adventurous enough to explore them , there are some other advanced features each list can take advantage of .",advanced features,general,positive,69,86
118,"that amount is less than the cost of my classes , so in the end i will end up paying close to $3,000 out of pocket for my education .",education,general,negative,122,131
119,Time was reasonable without any long waits .,Time,general,positive,0,4
120,This egroup is CHANGING my home to a more organized place !,egroup,general,positive,5,11
121,Using Yahoo Groups is fairly simple .,Yahoo Groups,general,positive,6,18
122,"Despite catalogue listings , diversity of courses offered is poor .",courses,general,negative,42,49
123,This is the other reason devry sounds appealing .,devry,general,positive,25,30
124,"I guess what I'm saying is that with all of the great things that Etrade offers , their customer service is just down right lousy .",Etrade,general,positive,66,72
125,"I think , as a student completing my masters in Information Technology , it is not a bad school at all .",school,general,neutral,89,95
126,"Now I find myself in the difficult situation of enjoying my school , but fearing a sub-par reputation may hamper my ambitions .",school,general,positive,60,66
127,"Egroups is , of course , more than a simple web version of a mailing list .",Egroups,general,positive,0,7
128,The University of Phoenix for me has been just great !,University of Phoenix,general,positive,4,25
129,"E*trade may be a reputable website and service for buying and trading stocks , but their mortgage and lending department is a joke with terrible customer service .",mortgage and lending department,general,negative,89,120
130,An online degree takes dedication and self motivation .,degree,general,neutral,10,16
131,"However , after reading all the E*trade fine print and comparing the services , I don't think I'll close my Waterhouse account any time soon .",E*trade,general,negative,32,39
132,"Both of these issues have improved to my satisfaction ( especially the customer service , although the online customer service is still a bit pathetic ) .",customer service,general,positive,71,87
133,"Even though the message delay can be quite irritating , I still love Yahoo Groups .",message delay,general,negative,16,29
134,The web site is very user friendly and contains a lot of great information,web site,general,positive,4,12
135,"All in all , Egroups/ONElist is still the best out there , but I would suggest that they put a few things back to the way that they used to be .",Egroups/ONElist,general,positive,13,28
136,"Sure , some people have their problems with egroups ... but personally , i have had VERY FEW problems .",egroups,general,neutral,44,51
137,I was absolutely thrilled to find an eGroup for AMC vehicle fans .,eGroup,general,positive,37,43
138,Capella did not fulfill a simple request that I had made to them .,Capella,general,negative,0,7
139,Do not attend this school if you havent already enrolled .,school,general,negative,19,25
140,"So , far I have been challenged and pleased with professionalism , content , and quality of the program so far .",program,general,positive,96,103
141,Its web site provides adequate information to help you make educated guess selecting stocks .,web site,general,positive,4,12
142,BAD/NO E-MAIL : You can't send them e-mail using your e-mail program .,E-MAIL,general,negative,7,13
143,I have enjoyed the people I have gone to class with and although I have taken some breaks due to my employment reimbursement program - I am still in touch with several of prior classmates from around the GLOBE !,people,general,positive,19,25
144,I had a programming class with no lectures which is always fun for beginners to try to learn concepts without any sort of interactivity .,class,general,positive,20,25
145,"Egroups was a good service , but the few changes that have taken place since Yahoo !",Yahoo,general,negative,77,82
146,"message indicated a problem with my browser cache , it was misleading since",message,general,negative,0,7
147,"On the plus side , E*Trade is getting into a number of side areas that might prove to be of benefit to its client base .",E*Trade,general,positive,19,26
148,Yahoo has there own version but I am very happy with e-groups and the realtionships I have formed so I will stay there .,e-groups,general,positive,53,61
149,I also really like the discussion feature .,discussion,general,positive,23,33
150,"I also feel the price to do trades , 14.99 per trade is very high , unless you are doing high volume trading with Power E*trade , and then the price goes down with 75 trades to 4.99 per trade .",price,general,neutral,16,21
151,I was really glad to learn about this site .,site,general,positive,38,42
152,"Onelist members , now also eGroups members , have more storage space for bigger communities , 20 MB of it to share files and pictures .",eGroups,general,positive,27,34
153,"Perhaps I am cynical , but I am uncomfortable what I see coming out of the institution .",institution,general,negative,75,86
154,It's a shame that a digital transaction can take a week or more...I could send a check in that time .,digital transaction,general,negative,20,39
155,I think eGroups could do a better job of moderating these lists .,eGroups,general,positive,8,15
156,"For those who have that mindset about Capella , you need to be put away for insanity ( or for frivolous motivations ) .",Capella,general,neutral,38,45
157,CTU will really push you to the limit turning in assignments .,CTU,general,positive,0,3
158,"Some people that would give you a blank stare if you said "" Topica "" or "" Smartgroups "" or even "" Mailing List "" would instantly recognize a Yahoogroup .",Yahoogroup,general,positive,141,151
159,I would recommend Etrade to anyone that is looking for an online broker .,Etrade,general,positive,18,24
160,"Even with the ability to get discounts because I have a relative in a full service firm , I still come out way ahead with E-Trade .",E-Trade,general,positive,122,129
161,"Good reporting tools , but nothing to write home about ( like Morningstar.com's Portfolio X-Ray ) .",tools,general,positive,15,20
162,"However , in some calendar programs I can say that the event occurs every week and therefore do not have to input the event every time . eCircles does not offer this , so it makes the calendar a little weaker of a utility .",eCircles,general,negative,137,145
163,"All in all , I have been very satisfied with my experiences with the email lists .",email lists,general,positive,69,80
164,I was appalled to find that E*Trade did not offer it .,E*Trade,general,negative,28,35
165,"Some students could not understand the material and had such poor spelling and grammar , that I could not believe they were graduate students .",students,general,negative,5,13
166,I have to give E*Trade the lowest rating in the book .,rating,general,negative,34,40
167,"The education system is top range BUT administration , IT and finance are quite messy though .",administration,general,negative,38,52
168,Not to mention their customer service is second to none and I am truly appreciative of online education .,online education,general,positive,87,103
169,DeVry is not accredited in Texas .,DeVry,general,negative,0,5
170,I'm not sure I can continue recommending UOP to other students unless they correct these issues .,issues,general,negative,89,95
171,I am on my 8th course at Capella and have had very good interaction with my instructors as well as my fellow learners .,instructors,general,positive,76,87
172,My last two classes were the absolute worst for teacher quality .,classes,general,negative,12,19
173,This site has a vast amount of information and services and they are very easily accessible .,services,general,positive,47,55
174,"Since then , Onelist and Egroups merged and there have been some changes , but I'm very pleased with the service , especially since it's free !",Onelist,general,positive,13,20
175,From a moderator/owner perspective egroups gives you complete control over your group .,egroups,general,positive,35,42
176,The community of students is also awesome and I've been able to network with many of them .,students,general,positive,17,25
177,I loved all my experiences with this school and I am proud to say that I will be transferring over to the UOP bachelors in Business Management .,UOP bachelors,general,positive,106,119
178,"There is in fact some truth to the rumor that administrators have been loose with student private identification information , and that it has been published on the internet .",administrators,general,negative,46,60
179,"I've had no problems with any of the online transactions , but whenever I have needed even the slightest bit of assistance from a live person , I have been shocked and appalled by the unresponsiveness and inability of E-trade to resolve very basic issues .",E-trade,general,negative,218,225
180,"Basically an easy "" A "" and every class .",class,general,neutral,34,39
181,"You see , I have made many friends from egroups .",egroups,general,positive,40,47
182,"The courses were easy and professors quite good , but the support staff is very weak once they have you enrolled .",support staff,general,negative,58,71
183,"Some have had good experiences and some have had bad , don't discount UOP if you don't know anything about it .",UOP,general,neutral,70,73
184,"It shocks me that half of the people that degrade this college can hardly type a crappy review without misspellings , errors and just plain stupidity .",college,general,negative,55,62
185,It's nothing more than a diploma mill that provides a substandard education .,education,general,negative,66,75
186,eGroups/Onelist is a fantastic way to meet new people with common interests .,eGroups/Onelist,general,positive,0,15
187,"Finally , and this is a terrific feature -- you can download all your transactions to Quicken and Microsoft Money .",feature,general,positive,33,40
188,Both my financial advisor and academic advisor knew this but had not told me .,academic advisor,general,negative,30,46
189,"Work was graded very slowly in fact I was doing the final before the last two weeks had been completed which only hurts me , the student , in the end because I can't review it .",Work,general,negative,0,4
190,My Master's in Information Technology at UMUC stings as one of the great bad investments of my life .,UMUC,general,negative,41,45
191,"Regarding financial aid , enrollment , and academic counselors , there have been no issues .",enrollment,general,positive,26,36
192,UOP teachers basically grade very easy and there are no tests .,UOP teachers,general,positive,0,12
193,If you are not a member your email will be returned to you .,email,general,positive,29,34
194,You can post/respond to messages either directly from your email account or from the eGroups website .,eGroups website,general,positive,85,100
195,"As far as the high tuition , all online colleges are expensive .",tuition,general,negative,19,26
196,I manage a couple lists through egroups and I really like the options they offer to list managers .,egroups,general,positive,32,39
197,"The site has many , many features that are so good , but I thought I would focus on why this site is unique and what it offers in a way that other financial sites may not offer .",site,general,positive,4,8
198,"degrees are fake , they will not be respected by any legtimate employer that requires real education!The cat is out of the bag , with respect to the goverment investigations listed below .",degrees,general,negative,0,7
199,"One constant is that Etrade has been slow loading , ( which is why I've wanted to get DSL )",Etrade,general,negative,21,27
200,Also Egroups can be annoying if you want to send out a daily newsletter .,Egroups,general,negative,5,12
201,"While I do sometimes have fun with these groups , the most fun comes from the group FREE4Us .",group,general,positive,41,46
202,I will wait and see what classes they accept and if not enough i will not sign up for classes but so far I have had a very positive experience .,experience,general,positive,132,142
203,"I enrolled and was accepted into the MBA program and was greeted by many happy , helpful people that went the extra mile to get me enrolled in the university .",people,general,positive,89,95
204,"In addition , E*Trade has features they are adding that I may use when they become available .",E*Trade,general,positive,14,21
205,The best part has been the speed of execution .,speed,general,positive,27,32
206,"I work with computers , and I can understand occasional problems with websites , however , E*Trade really SHOULD be faster and more reliable .",E*Trade,general,negative,91,98
207,This last option works great if you want to use the list as a mailing list for your website .,option,general,positive,10,16
208,"I say interactive because unlike other places , Egroups allows the members of a list to communicate with each other .",Egroups,general,positive,48,55
209,"To continue , their alerts about account activity take a very long time to arrive .",alerts,general,negative,20,26
210,I have to say that Capella University truly holds to quality education as well has helping learn new business skills to be effective in my career .,Capella University,general,positive,19,37
211,www.egroups.com All i can say is i am totally addicted to this site !,www.egroups.com,general,positive,0,15
212,"It is fast-paced and rigorous , but good material that has helped me already in the business world .",material,general,positive,41,49
213,For most CTU is just another college they and jump from like a froh would a lilly pod .,CTU,general,neutral,9,12
214,"The commission fee is high at $20 per trade , but you get unlimited free realtime quotes , and lots of research options .",commission fee,general,negative,4,18
215,I'm not sure I can continue recommending UOP to other students unless they correct these issues .,UOP,general,negative,41,44
216,This was not a program for anyone who wanted to slide by because the other students would rat you out quickly .,program,general,neutral,15,22
217,"On the bad side , Etrade does have technical problems often and it is slow to load .",Etrade,general,negative,18,24
218,The course work is challenging and I do not feel like I am being short changed .,course work,general,negative,4,15
219,"I joined egroups about a month ago , so far it has been working out great .",egroups,general,positive,9,16
220,Very rich experiences from which to draw .,experiences,general,positive,10,21
221,I also like the fact that E-Trade has email alerts on their website .,E-Trade,general,positive,26,33
222,I am getting a very high quality education and am receiving excellent support from faculty and administration alike .,education,general,positive,33,42
223,"I realize that every company has its "" quirks "" but there are many problems with E*trade and I do not see how they can think loosing a check is a big deal .",E*trade,general,negative,81,88
224,"When the merger finally went through , they created an easy to use converter for your accounts .",converter,general,positive,67,76
225,I had a friend graduate from Devry with a business bachelors in project management and she seems to be doing fine and is heading to law school .,Devry,general,positive,29,34
226,"People that do not like to get tons of e-mail , although you have a preference here of web only , individual em ails , and digest .",e-mail,general,negative,39,45
227,You can set up surveys for your lists and also calendars .,calendars,general,positive,47,56
228,"At first , the services were great and the 19.95 a trade was a great feature since I was paying 50 at my old discount broker .",services,general,positive,15,23
229,Egroups offers this feature to every list .,Egroups,general,positive,0,7
230,I have completed 96 hours with UMUC and have had a positive experience for the most part .,experience,general,positive,60,70
231,The recent merger of eGroups and ONElist has created a much better service than was available before .,merger,general,positive,11,17
232,"But , so far that has not affected my education .",education,general,positive,38,47
233,It is imperative ( to your grade ) that you participate in discussions ; there is a lot of knowledge and experience imparted in these discussions ; much more so than I would have received in a traditional brick and mortar classroom setting .,discussions,general,positive,59,70
234,The reason why I say this is a visually stimulating site is because the site has a good color scheme .,color scheme,general,positive,88,100
235,I also enjoy the great discussions .,discussions,general,positive,23,34
236,I hope another new investor like myself will think twice about dealing with E*trade as they seem to have policies that release them from liabilities even when they make errors .,E*trade,general,negative,76,83
237,This college robs them of the chance by convincing them they are accomplishing something while it promotes cheating and nonperformance .,college,general,negative,5,12
238,"Occasionally , E-Trade may not make the trade instantly which can be costly depending upon numerous circumstances .",E-Trade,general,negative,15,22
239,CTU was on the right track but have now gone down hill .,CTU,general,negative,0,3
240,Yahoo demands that to access the list management sections of our groups we owners must take on a new Yahoo ID . . . like they can't do as egroups has always done- accept our email addy and password for login .,egroups,general,positive,138,145
241,There is a tremendous amount of information .,information,general,positive,32,43
242,* Original content : there are definitely some good ideas to be found in their original content areas,ideas,general,positive,52,57
243,My favorites have to be the photo albums and the add links features .,add links,general,positive,49,58
244,Easy tracking of all your eCircles .,tracking,general,positive,5,13
245,Ahh Ecircles was fun while it lasted .,Ecircles,general,positive,4,12
246,"I have encountered some even stranger groups , so I put the family filter on to avoid the weird sites all together .",groups,general,negative,38,44
247,Many people left because of such problems or not being recognized as a member so they would have to rejoin for free .,problems,general,negative,33,41
248,Many of you complaining about DeVry and some of you even think it is a scam .,DeVry,general,negative,30,35
249,"When I first joined ( even before this new site ) , I noticed that navigation was extremely easiy .",navigation,general,positive,67,77
250,All of my teachers were excellent with the exception of two .,teachers,general,positive,10,18
251,"As it has been the case with every educational institution I have attended , I had good instructors and bad instructors , easy courses and hard courses .",courses,general,negative,127,134
252,Nice guy but he told me there was no record of my application .,guy,general,neutral,5,8
253,"As a hiring manager , I would lean more toward someone with a degree from University of Phoenix than one from a state university .",University of Phoenix,general,positive,74,95
254,"When you met a Capella graduate , ask them just what their experiences were before they completed their program - often , you will find that they have almost no real world experience .",Capella graduate,general,negative,15,31
255,"My family groups enjoy sharing photos together , using a calendar that everyone has access to , posting discussion topics and using a fun chat feature .",chat,general,positive,138,142
256,Another problem with E*Trade is their option chains don't have all of the options that are available .,E*Trade,general,negative,21,28
257,"After many years if trying to keep up with family . . birthdays . . . and all that other good stuff ;- ) I found a perfect way to manage events , and such . eCircles provides a great selection of resources !",eCircles,general,positive,157,165
258,E*Trade is offering many deals :,E*Trade,general,positive,0,7
259,"I find the process challenging , the teachers good , and the courses expensive .",courses,general,negative,61,68
260,This school is terrible when it comes to honesty and intergrity .,intergrity,general,negative,53,63
261,"The charts , news and quotes are constantly malfunctioning and there is always some problem or another .",news,general,negative,13,17
262,"Class material is weak , instructors worse .",instructors,general,negative,25,36
263,"The only complaint I've had at all was that the large amount of graphics made the pages slow to load , even at 56K .",pages,general,negative,82,87
264,One complaint I have is that I was put into a program where I was not allowed to choose my classes .,program,general,negative,46,53
265,"They may add a new feature here or there , but for the long term user , the constant changing can make it harder for users to keep track of the features they use .",constant changing,general,negative,76,93
266,The school has a good name and from the instructors I had they deserve it . . .,instructors,general,positive,40,51
267,Capella challenges you to do your best ! ! ! ! !,Capella,general,positive,0,7
268,"I contacted technical support , and really received no help whatsoever .",technical support,general,negative,12,29
269,One reason was that UMUC's key administrators weren't paying attention .,administrators,general,negative,31,45
270,The hold is a minimum of 45 minutes to talk to very nice people who have no idea how to help .,people,general,neutral,57,63
271,CTU is a for profit school so of course their recruiters are going to try really hard to get you to attend .,CTU,general,negative,0,3
272,"The Home page gives some great tips on investing ( different daily ) , as well as a Story Stock of the day and what different analysts are doing .",Home page,general,positive,4,13
273,Trade execution is only average .,Trade execution,general,neutral,0,15
274,Also great people are in these groups and you will make friends and expand your WOT .,people,general,positive,11,17
275,eGroups has something for everyone .,eGroups,general,positive,0,7
276,I currently attend Devry and my first 2 teachers are excellent so far .,teachers,general,positive,40,48
277,Onelist/Egroups are providing me with added value and content that I can pass along to my customers at no cost to either of us .,Onelist/Egroups,general,positive,0,15
278,"Yes , I've seen some people complete both master's and doctoral programs there ; however , these people had little , if any , experience in the real world and had very little to contribute to course discussions .",programs,general,negative,64,72
279,The drawbacks for E*Trade is that you must be willing to deal with them almost exclusively over the Net .,E*Trade,general,negative,18,25
280,Avoid this institution if you are a Canadian student ! ! ! !,institution,general,negative,11,22
281,"Because of my job , I know a little bit about the behind the scenes architecture at E*Trade and the more I know about their systems the more impressed I am .",E*Trade,general,positive,84,91
282,The requirements and demands are rigorous .,requirements,general,negative,4,16
283,"Egroups is a wonderful way to keep in touch with friends and family for certain , however it is also a great place to meet other people with similar interests .",Egroups,general,positive,0,7
284,"In fact , half the time the instructors told us to disregard them .",instructors,general,neutral,28,39
285,"Overall , layout is intuitive .",layout,general,positive,10,16
286,"Maybe if you cracked one of those "" over-priced "" books once in awhile , you would see that Devry has quite a bit to offer .",Devry,general,positive,92,97
287,I chose Egroups ( formerly known as Onelist ) to write about because I feel they are the greatest way to communicate via email lists .,Egroups,general,positive,8,15
288,"Granted , I am geographically challenged but for whatever reason , it is difficult to follow their directions , I have had better luck with Travelocity .",directions,general,negative,99,109
289,I have had conversations with faculty who have confided their frustrations with the quality of the students .,quality of the students,general,negative,84,107
290,There is a resource charge of $70.00 and I have to ask what that is for .,resource charge,general,negative,11,26
291,Here are my TOP 5 reasons against using E*trade .,E*trade,general,negative,40,47
