id,text,aspect,category,polarity,from,to
28,"all in all this a great player that blows the i-pod away , with easy to use and understand features , software that is simple to understand and use , and a great sound ( which is all that matters in a mp3 player ) .",player,general,positive,24,30
29,"the leather case it comes with is pretty nice , similar to a pda style case and does hold and protect it perfectly .",leather case,general,positive,4,16
30,its fast-forward and rewind work much more smoothly and consistently than those of other models i 've had .,rewind,general,positive,21,27
31,everything else about the camera is great .,camera,general,positive,26,32
32,"creative zen feedback suffers from construction quality , poor product support , difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack .",construction quality,general,negative,35,55
33,"it 's very sleek looking with a very good front panel button layout , and it has a great feature set .",feature set,general,positive,89,100
34,-- > too difficult to change genre / album / track information for large number of tracks .,album,general,negative,37,42
35,"the software could n't be better and the mp3 player works like a dream , i could n't give this anything but a 5 , i wish there was a 6 .",software,general,positive,4,12
36,"the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) .",read,general,positive,119,123
37,"it does n't have firewire , not a real complaint since most windows users do n't generally have firewire cards themselves .",firewire,general,negative,17,25
38,the eax settings are somewhat superfluous but not really a negative .,eax settings,general,positive,4,16
39,learning how to use it will not take very long .,learning,general,positive,0,8
40,"the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n't have to reboot the computer or anything , just open up explorer again .",explorer program,general,negative,4,20
41,the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case .,construction,general,negative,42,54
42,the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used .,progressive scan option,general,positive,4,27
43,a good player at a great price with terrible software that makes ripping and transferring way more difficult than it should be .,software,general,negative,45,53
44,"however , the calls constantly drop in my area and i experince mega-static , to the point where i 'd have to dial numbers 6-7 times to get a clear line .",calls,general,negative,14,19
45,"it 's easy to use , and yet very feature rich .",use,general,positive,14,17
46,the dvd player does not work properly .,dvd player,general,negative,4,14
47,but this is * not documented * in the zen manual - neither the hard copy nor the cd version .,zen manual,general,negative,38,48
48,7 ) chic look and good build - the player comes in a compact form with a metal face plate .,face plate,general,positive,79,89
49,excellent sound - i found the music reproduced faithfully through the jukebox .,sound,general,positive,10,15
50,"i chose the g3 because of its reputation for very high quality , clean images .",quality,general,positive,55,62
51,the sound quality is fantastic ( cd quality ) and it is really great to carry this around instead of stacks of cd 's or tapes !,carry,general,positive,72,77
52,"not perfect ( yes , the viewfinder can get obstructed in instances.but the lcd works well enough in those instances ) , not the cheapest 4.0 mp , but the best 4.0 mp .",lcd,general,positive,75,78
53,"bottom line , well made camera , easy to use , very flexible and powerful features to include the ability to use external flash and lense / filters choices .",filters choices,general,positive,140,155
54,"one highly beneficial feature of this phone ( at least to me ) is that it can be used anywhere in the world except a few countries that do not use gsm , a few in asia .",feature,general,positive,22,29
55,"additionally , it has more fun stuff like more tones , wallpapers , screensaver , stop clock , alarm , java applications ( chess , currency converter etc. )",java applications,general,positive,103,120
56,"i have not played with all the features yet , but the camera is easy to use once you get used to it .",use,general,positive,72,75
57,"while i had the phone , the positive features were : good sound quality and an excellent fm phone and earpiece .",earpiece,general,positive,102,110
58,"the cool thing about the ad-2600 it plays alot of different file like mp3 , wma cds , jpeg and kodak picture cds , dvd 's , dvd - / + r 's .",file,general,positive,60,64
59,in my opinion the worst issue on this phone is the side-mounted volume control .,volume control,general,negative,64,78
60,"after some consideration i chose the 40gb nomad zen xtra from creative , and i have not been disappointed .",40gb nomad zen xtra,general,positive,37,56
61,"scroll button - the scroll wheel was a nice idea to keep less clutter , but the button would sometimes get stuck or keep scrolling .",scroll wheel,general,negative,20,32
62,"it played only one out of three dvd 's without problems , the other two being afflicted by a number of glitches .",dvd,general,negative,32,35
63,the entire unit was poorly crafted .,unit,general,negative,11,15
64,"1 ) frame freezes and the family yells , "" dad ! somethings wrong with the dvd player ! come quick ! """,dvd player,general,negative,75,85
65,"it gives great pictures , the controls are easy to use , the battery lasts forever on one single charge , the software is very user-friendly and it is beautiful in it chrome casing .",battery,general,positive,61,68
66,"remote : you can stand it on end ( harder to lose ) , and it 's far better designed than the 1100s .",designed,general,positive,75,83
67,great screen and great sound .,screen,general,positive,6,12
68,this is my first digital camera and i can say that i am quite impressed with the features that it has .,digital camera,general,positive,17,31
69,the g3 had problems focusing in low light and would not take the picture when the shutter was pressed but after the shutter had been released a few seconds .,low light,general,negative,32,41
70,"as it stands now , the case is pretty useless unless you 're packing the player up for travel , or if you load up all your songs beforehand .",case,general,negative,23,27
71,the phone book is very user-friendly and the speakerphone is excellent .,speakerphone,general,positive,45,57
72,"i fell in love with this camera , it combines ease of use , with an immense amount of options and power .",use,general,positive,54,57
73,"for a price that 's still less than even the lowest level ipod i was able to get this 40gb monster , and the best part is it works as great as it was advertised to and then some .",price,general,positive,6,11
74,what disappointed me is the fact that it does not seem to read certain dvds .,read,general,negative,58,62
75,interface - practically seamless .,interface,general,positive,0,9
76,"quite simply , the firmware and / or the os that control this thing is not ready for prime time .",os,general,negative,41,43
77,"this phone won me over , and a big seller was the size ; it fits nicely into any pocket without falling out .",size,general,positive,50,54
78,"this phone is very user-friendly , easy to manipulate &#38; very convenient to scroll in menu etc .",scroll,general,positive,79,85
79,"like other reviewers , installation was hell .",installation,general,negative,23,35
80,"i am ripping my cd collection into 160 kbps wma files ; this gives an average of around 60-65 mb per cd , good for about 900 cds in the ~ 57,000 mb of free memory available to me .",ripping,general,positive,5,12
81,the panel seems like it will come off very easily as other people have said .,panel,general,negative,4,9
82,"simple click buttons , back buttons volume and display are very easy to read , access and use .",access,general,positive,79,85
83,enough people have reported that their headphone jack does n't work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem .,headphone jack,general,negative,39,53
84,"also , their t-zones , although cheap ( $ 4.99 / mo. ) never works .",t-zones,general,negative,13,20
85,"i hate apex but love amazon , and i tell everyone .",apex,general,negative,7,11
86,and so far have not had any problems with dvds not being able to play .,dvds,general,positive,42,46
87,"not only is it the perfect size ( not too small , not too large ) , it also has all the features a high-tech phone user would want .",size,general,positive,27,31
88,and so far have not had any problems with dvds not being able to play .,play,general,positive,65,69
89,i selected the 4300 right away and have gotten high quality pictures every time .,quality pictures,general,positive,52,68
90,4 ) no fm or voice recording - these would have been nice extras .,fm,general,negative,7,9
91,"bottom line ... great product , unbeatable price .",price,general,positive,43,48
92,"it plays basically every media i 've tested so far , even an old vcd that i ripped years ago and the rental dvd that could n't be played on my old $ 200 sharp player !",media,general,positive,25,30
93,recent price drops have made the g3 the best bargain in digital cameras currently available .,g3,general,positive,33,35
94,having usb 2.0 makes for very fast transfers .,transfers,general,positive,35,44
95,"another nice thing is that the unit has both optical and coax digital audio outputs , though the latter was not mentioned in the literature i 'd scanned before buying .",coax digital audio outputs,general,positive,57,83
96,"up , down , left , and right would have given me better control .",control,general,negative,56,63
97,"i assumed they had exceptional service , but their reception in my area ( los angeles ) is horrendous .",reception,general,negative,51,60
98,i 'm giving this player cautious recommendation .,player,general,positive,17,23
99,this camera also has a great feel and weight to it .,weight,general,positive,38,44
100,"i 'm not one who uses web browsing , so this phone easily met and surpassed my needs .",phone,general,positive,45,50
101,"10 ) multiple play modes - tracks in order of album , shuffle , etc. , is standard on all jukebox players but worth noting that the zen xtra is not deficient in this matter .",play modes,general,positive,14,24
102,"the software runs smooth , it 's nice to look at , it 's very organized , easy to follow and makes things very simple .",software,general,positive,4,12
103,it is a very amazing product .,product,general,positive,21,28
104,i have no problem using the player itself and i feel it is a very good player .,player,general,positive,28,34
105,"on the up-side , the phone has amazing battery life .",battery life,general,positive,39,51
106,the extended zoom range and faster lense put it at the top of it 's class .,faster lense,general,positive,28,40
107,apex is the best cheap quality brand for dvd players .,quality brand,general,positive,23,36
108,the black fly wheel feels pretty cheap & is uncomfortable to use .,fly wheel,general,negative,10,19
109,"as often mentioned , the scroll tab is average , however , not difficult to use or horrible .",scroll tab,general,positive,25,35
110,i 've been using the g3 for about six weeks and it has proven itself to be all that it 's advertised .,g3,general,positive,21,23
111,i am very pleased with its quality and durability .,quality,general,positive,27,34
112,"4 megapixels is plenty for all but pros , and you will not be disappointed with the results of this camera .",megapixels,general,positive,2,12
113,the g3 had problems focusing in low light and would not take the picture when the shutter was pressed but after the shutter had been released a few seconds .,focusing,general,negative,20,28
114,"people also have complained about the case not having a window , but that 's not really a big deal to me either -- the case is sturdy and offers very good protection .",case,general,positive,38,42
115,"the phone comes with okay ringtones , some decent backgrounds / screensavers , but the phone has very little memory ( mine had 230kb as it arrived from amazon , so you do n't have too many options on what you can put on there ) .",memory,general,negative,109,115
116,the zen has minimal stoppage between tracks ; when listening to music that continues from one track to the next the gap is just a hesitation - a slightly audible click ; if i am not listening for the progress from one track to the next i do n't even notice the click .,stoppage,general,positive,20,28
117,"playlists can be made on the fly , without aid of a computer , and you can use play modes like shuffle and repeat for your ' now playing ' selections or playlists .",play modes,general,positive,79,89
118,3 . mediasource is an application with serious user interface flaws .,mediasource,general,negative,4,15
119,unfortunately it can 't play all of the dvd .,play,general,negative,24,28
120,"the mobile text messaging , chat , picture sharing etc. other nicities , that you would enjoy .",mobile text messaging,general,positive,4,25
121,will never purchase apex again .,apex,general,negative,20,24
122,"after i had it a couple weeks , it got into a state where it could never find the device , no matter how often i rebooted my pc , reset the device , reloaded drivers , etc , etc. creative 's online support was no help at all .",online support,general,negative,191,205
123,- included creative software is pretty poor .,software,general,negative,20,28
124,"lastly , the price is fantastic :",price,general,positive,13,18
125,customer service and technical support are overloaded and nonresponsive - tells you about the quality of their products and their willingness to stand behind them .,customer service,general,negative,0,16
126,the moveable lcd screen is great .,lcd,general,positive,13,16
127,am i ever glad that i decided on this camera !,camera,general,positive,38,44
128,"there are a couple of quirks that were a bit annoying like having to actually press the power button before the tray will open ( my prev. machine did it automatically ) , and the fact that the external display is too small and too faded to read from any significant distance .",external display,general,negative,193,209
129,"one more thing , the default ringtones that come with the phone are horrible .",default ringtones,general,negative,21,38
130,"the one other thing i observed while i had the nomad is that the front cover , which is taken off to have access to the battery , seemed to come undone very easily .",front cover,general,negative,65,76
131,the creative software is awkward / difficult to use and just plain does n't load on some computers .,use,general,negative,48,51
132,"the battery lasts very long when playing music , but writing files to the player drains the battery fast , so you need to have it plugged into an outlet when sending files .",battery,general,positive,4,11
133,"in short , this player is good at size , value , hardware design but really bad at its software",size,general,positive,34,38
134,size - extremely small and convenient will fit in your pocket and not bother you .,size,general,positive,0,4
135,c ) the scroll bar is a travesty -- enough said,scroll bar,general,negative,8,18
136,"both of the problem dvd 's would repeatedly freeze during playback , while the counter on the player kept going .",freeze,general,negative,44,50
137,"the software , mediasource , cannot work on my pc . ( laptop , intel p4-2.0 , xp os ) .",mediasource,general,negative,15,26
138,"the only two things that stop me from giving it 5 stars are the ho-hum software that comes with the system , and the traveling case it comes with .",case,general,negative,127,131
139,cheap construction - they should have made the player out of hard plastic and put some rubber on the corners .,construction,general,negative,6,18
140,it makes up for this by being extremely easy to use with well laid out controls that can be learned quickly .,use,general,positive,48,51
141,"the mobile text messaging , chat , picture sharing etc. other nicities , that you would enjoy .",chat,general,positive,28,32
142,4 ) no fm or voice recording - these would have been nice extras .,voice recording,general,negative,13,28
143,the software installed flawlessly and without any problems on my windows 2k machine .,software,general,positive,4,12
144,"the digital zoom takes as good of pictures , as the optical zoom does !",digital zoom,general,positive,4,16
145,i just purchased this phone and i think this is the coolest phone i ever had .,phone,general,positive,22,27
146,"great camera , i have been using this for several months and got excellent results , simple friendly usage , in many scenes indoor , outdoor , snow , close up macro etc.",camera,general,positive,6,12
147,"it 's a compact , attractive machine and was easy to set up .",set up,general,positive,53,59
148,"my gut tells me the nomad will in the long run be , at best , a 40gb portable hard drive , albeit one on which i can 't create folders , or , at worst , a very expensive lesson in companies never to buy products from again ( i have their audigy sound card and find it in many ways equally frustrating ) .",nomad,general,negative,20,25
149,"radio is awsome , but it does n't work unless you have the earpiece in .",work,general,negative,34,38
150,the only drawback is the viewfinder is slightly blocked by the lens .,viewfinder,general,negative,25,35
151,1 . pictures taken in an indoor setting are a little dull and rarely hazy if you tend to take photographs from a distance .,indoor setting,general,negative,25,39
152,i have found that the interface on the nomad is very easy to use if you have a basic knowledge of a computer .,interface,general,positive,22,31
153,"overall , i 'm giving this 5 stars as i 've seen nothing of the problems people have repeatedly cried havoc over , but as i 've only had the player for a while i leave room for doubt if the headphone jack , hissing , or scroll wheel problems show up with me too .",player,general,positive,141,147
154,they take excellent macro shots as well .,macro shots,general,positive,20,31
155,"the zennx will keep running for the price of a replacement battery , just like any other battery-powered appliance .",replacement battery,general,positive,47,66
156,"the screen may be a little smaller , but it is very readable and does n't come in the overused blue .",screen,general,negative,4,10
157,"the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close , a very annoying thing after ahwile .",front door,general,negative,4,14
158,"finally , i reiterate my thumbs-down rating for t-mobile as a carrier .",t-mobile,general,negative,48,56
159,no other color phone has the combination of features that the 6610 offers .,combination,general,positive,29,40
160,also the feature to automatically put in the song information is n't always accurate .,feature,general,negative,9,16
161,"while the ease of use was very impressive , i was put off by the price -- about $ 130 more than what i paid amazon for this player .",use,general,positive,18,21
162,"d ) software is another great misfortune -- hard to operate , crashes frequently , screwed my music library up , doesnt work with mp4s , the list goes on and on",operate,general,negative,52,59
163,this phone is one of the few phones that have an fm radio tuner built in .,fm radio tuner,general,positive,49,63
164,as mentioned in other reviews the headphones are useless and need to be replaced right away !,headphones,general,negative,34,44
165,"for the first few weeks , this player was everything i expected it to be , an affordable multi-format dvd player with a stylish slim case as advertised .",case,general,positive,133,137
166,"it did also seem to have a strong "" new electronics "" smell for some time .",smell,general,negative,54,59
167,it was no problem for me to use their software .,software,general,positive,38,46
168,"another plus in my book , no file limits !",file limits,general,positive,29,40
169,it plays original dvds and cds and plays mp3s and jpegs .,jpegs,general,positive,50,55
170,"the screen is very easy to read and the blue light is bright enough to read at night , but dim enough so it does n't blind you when you stare too long .",read,general,positive,27,31
171,6 ) excellent battery life - 14 hours beats ipod 's .,battery life,general,positive,14,26
172,this is a wonderful camera .,camera,general,positive,20,26
173,and the slim form-factor together with the mirror-like front panel sure makes the player look cool and pricey !,form-factor,general,positive,13,24
174,the other controls are all very easy to use .,controls,general,positive,10,18
175,"you can create playlists , drag & drop songs and playlists to your player , and rip directly from cd to your player .",rip,general,positive,80,83
176,"we tried the "" finding nemo "" dvd and when we got to ~ chapter 28 , the frames started to freeze for no reason .",dvd,general,negative,30,33
177,"great sound , very long battery life ( i routinely play it for 12 + hours ) , very fast recharges rate , removable battery , storage size , nice screen , firmware updates , and great price .",price,general,positive,183,188
178,"the software is not good either and the driver has trouble working with other sound blaster products , which is very dumb .",driver,general,negative,40,46
179,definetely a great camera .,camera,general,positive,19,25
180,"compared to musicmatch , the software has a better filing system and easier to use .",filing system,general,positive,51,64
181,"the scroll button is sort of annoying to push - a nice button would be nicer but eh , not a big deal .",scroll button,general,negative,4,17
182,it seems to be a little slow when identifying a new disc that 's inserted - maybe 10 seconds of wait .,identifying,general,negative,34,45
183,i thought the software was decent enough - it was n't complicated to learn at all .,software,general,positive,14,22
184,the screen 's large and easily read .,screen,general,positive,4,10
185,i began taking pics as soon as i got this camera and am amazed at the quality of photos i have took simply by using the auto mode .,auto mode,general,positive,120,129
186,"as a portable player , it should feel a bit more durable .",portable player,general,negative,5,20
187,"other plusses : changable battery , loads of presets for environments , decent construction , still quite small and light despite being slightly bigger than an ipod .",battery,general,positive,26,33
188,"the player looked good right out of the box , offering lots of features and good styling .",styling,general,positive,81,88
189,"compared to musicmatch , the software has a better filing system and easier to use .",use,general,positive,79,82
190,in addition it comes with a sleek and powerful headset .,headset,general,positive,47,54
191,"touchups , redeye , and so on are very easy to alter , and correct .",redeye,general,positive,11,17
192,"service is great as far as i can tell , features work like a charm , ringtones are high quality if you buy them from t-mobile and aim is great .",features,general,positive,40,48
193,"the music is easy to get to ( all of the menus are easy to understand despite what alot of i-pod owners say ) and if you know how to search for an artist by name online , then you can do the same with the zen .",understand,general,positive,59,69
194,the screen 's large and easily read .,read,general,positive,31,35
195,games kind of stink and you cant download them you have to get the link cable to get additional games .,download,general,negative,33,41
196,"best camera ever . from the image quality , color , function , i can say almost everything .",camera,general,positive,5,11
197,i purchased this phone for just 50 $ and there is no end to what i can do with it .,phone,general,positive,17,22
198,"- not playing some dvds and then finally after less than 60 days , it just would not recognize anything i pop in it .",playing,general,negative,6,13
199,it did play a dvd-r which was unplayable in my older philips machine .,dvd-r,general,positive,14,19
200,"this is a very light phone - a little less than 3 oz , with long battery life ( not as long as the new polymer technology ) .",phone,general,positive,21,26
201,i am annoyed that the player 's not automatically recognized as a hard drive .,recognized,general,negative,50,60
202,"the system is terrific in size and design , imo looking better than the ipods .",design,general,positive,35,41
203,"the build quality feels solid , it does n't shake or whine while playing discs , and the picture and sound is top notch ( both dts and dd5.1 sound good ) .",picture,general,positive,89,96
204,i find the lack of entertaining games on this phone quite disturbing .,entertaining games,general,negative,19,37
205,"in summary , i love this camera and would whole-heartedly recommend this to anyone wanting a high quality point and shoot camera in the medium price range .",price range,general,positive,143,154
206,"if you have to buy a camera on a buget, this has got to be the one .",camera,general,positive,21,27
207,"sound quality on this is amazing , as with all creative products .",sound quality,general,positive,0,13
208,all other buttons are pretty sensitive to touch and work well .,buttons,general,positive,10,17
209,unit took forever since the begiining to recognize and play discs .,play,general,negative,55,59
210,"the music is easy to get to ( all of the menus are easy to understand despite what alot of i-pod owners say ) and if you know how to search for an artist by name online , then you can do the same with the zen .",music,general,positive,4,9
211,"sunset feature takes incredible pics in the morning , and the evening !",sunset feature,general,positive,0,14
212,but the earbuds suck !,earbuds,general,negative,8,15
213,i am bored with the silver look .,look,general,negative,27,31
214,"compared to musicmatch , the software has a better filing system and easier to use .",software,general,positive,29,37
215,"had there been strange noises , or obvious defects , i would have accepted a replacement , but this is clearly from a defective and inferior operating system and i for one do not intend on waiting for patches .",operating system,general,negative,141,157
216,you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll .,buttons,general,negative,22,29
217,"- equipment included is average , but that is n't a big deal since thats not what you are buying it for .",equipment,general,positive,2,11
218,poor visibility on the keys .,keys,general,negative,23,27
219,"while i had the phone , the positive features were : good sound quality and an excellent fm phone and earpiece .",fm phone,general,positive,89,97
220,i also liked the fact that you can save custom playlist you made on the player not just the computer !,playlist,general,positive,47,55
221,i 'd highly recommend this camera for anyone who is looking for excellent quality pictures and a combination of ease of use and the flexibility to get advanced with many options to adjust if you like .,use,general,positive,120,123
222,"the color screen makes this free-after-rebates phone shine bright , and commands are very responsive .",color screen,general,positive,4,16
223,"not perfect ( yes , the viewfinder can get obstructed in instances.but the lcd works well enough in those instances ) , not the cheapest 4.0 mp , but the best 4.0 mp .",viewfinder,general,negative,24,34
224,"2 . battery life is over 4.5 hours , compared to about 2.5 hours for the g2 or the 2 hours for most nikons .",battery life,general,positive,4,16
225,"the phone 's sound quality is great ( turn up the volume if its too quiet , people , this thing will get loud ) i dont have any complaints about this phone and the only thing that i miss from my 8290 is voice dialing .",sound quality,general,positive,13,26
226,"finally the software used to put all the songs into it is vastly inferior to itunes on two levels , first it is poorly integrated into the overall player and clunky to use especially with tagging and second the wma audio format sucks , flat out sucks in terms of sound quality compared with the vastly superior aac format the apple ipod uses and it sticks you with one of the sub par paid music services such as napster instead of allowing to use the itunes store , which , if you ever plan to pay for your music , is by far the best .",wma audio format,general,negative,211,227
227,apex is the best cheap quality brand for dvd players .,apex,general,positive,0,4
228,proven canon built quality and lens .,lens,general,positive,31,35
229,size - bigger than the ipod,size,general,negative,0,4
230,regarding pc software support nokia suite does not work with some versions of xp as i tried to connect my phone via infrared port on my laptop .,pc software support,general,negative,10,29
231,the sound quality is also nice ... after i hooked up my sony headphones instead of those factory earbuds it comes with .,sound quality,general,positive,4,17
232,"it has several play options , one of the best is an option to shuffle , based on all or a certain playlist .",shuffle,general,positive,62,69
233,the strap is horrible and gets in the way of parts of the camera you need access to .,strap,general,negative,4,9
234,but for now it appears that this player does n't play well with itunes .,itunes,general,negative,64,70
235,another benefit of this phone is that it is truly an international phone ; the 6610 is sold in almost everywhere in the world .,phone,general,positive,24,29
236,"also , the instruction manual is very bad .",instruction manual,general,negative,11,29
237,"the gprs connection is sometimes slow , and writing instant messages with the included aol instant messenger software is a pain , but the other t-zones applications are quite useful .",gprs connection,general,negative,4,19
238,"it has great battery life , fm radio , excellent signal , hands free speakerphone ( which i have to say is probably my favorite function ) and downloadable java apps .",java apps,general,positive,156,165
239,the macro works great for medical photographs and the auto mode is terrific for point and shoot .,macro,general,positive,4,9
240,"i send my camera to nikon for servicing , took them a whole 6 weeks to diagnose the problem .",servicing,general,negative,30,39
241,"the menus and features are easy to manipulate and access , and it takes silent movies .",features,general,positive,14,22
242,"6 . the zen nx battery requires the ac adapter to recharge ; it does not charge by usb cable ; this is not tragic , but usb recharging would be a convenient ( additional ) choice .",usb recharging,general,negative,120,134
243,"it also has a stock tracking app built in ( also useless ) and a somewhat useful application which converts all types of metrics ( currency , length , area , etc ) .",application,general,negative,81,92
244,"considering the price and specs , this might be the best buy out there for a large memory mp3 player .",specs,general,positive,26,31
245,t-mobile was a pretty good server .,t-mobile,general,positive,0,8
246,"we hardly ever have to charge them , get great reception ( live in chicago ) , and the customization and applications are awesome .",applications,general,positive,105,117
247,"however , the battery life is good enough you should n't be overly concerned with turning this phone off .",battery life,general,positive,14,26
248,the only thing i do n't like about this is the cover does suck .,cover,general,negative,47,52
249,"first , the player did not allow me to access the menus of dvds .",menus,general,negative,50,55
250,"the case is strong and stylish , but unfortunately lacks a window ( now a big deal ) .",case,general,negative,4,8
251,"i 've had this player for several months and it reads most discs , but it would not recognize several discs that were clean and read on other players ( from friends season 2 ) .",discs,general,negative,59,64
252,i began taking pics as soon as i got this camera and am amazed at the quality of photos i have took simply by using the auto mode .,photos,general,positive,81,87
253,"unfortunately , the 6610 does not offer voice dialing like my previous phone , but the other features it packs outweighs this shortcoming .",voice dialing,general,negative,40,53
254,i 've used the speakerphone for almost two hours once and the battery did not even go down one single bar .,battery,general,positive,62,69
255,"the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) .",looks,general,positive,77,82
256,"the headphone earbuds are average , so just use your regular pair instead .",headphone earbuds,general,positive,4,21
257,i am very pleased with this product and the price to match and have n't had any problems .,product,general,positive,28,35
258,and the slim form-factor together with the mirror-like front panel sure makes the player look cool and pricey !,front panel,general,positive,55,66
259,"1 ) slr like programming and exposure control gives you latitude to be creative , yet its program and auto exposure settings provide excellent photos if you do n't want to bother with the settings .",slr like programming,general,positive,4,24
260,the menus are easy to navigate and the buttons are easy to use .,navigate,general,positive,22,30
261,"the player looked good right out of the box , offering lots of features and good styling .",looked,general,positive,11,17
262,"the menus and features are easy to manipulate and access , and it takes silent movies .",access,general,positive,50,56
263,"it 's not a listed feature but , the one thing that sold the unit is that it plays mpeg video .",plays mpeg video,general,positive,77,93
264,i bought this slick phone and i am very happy with it .,phone,general,positive,20,25
265,i would have rated it five stars but for the poor manual .,manual,general,negative,50,56
266,"but when we went to use it again , there was sound but no picture .",picture,general,negative,58,65
267,it is embarassing getting phone calls from family members telling you that the dvd player you gave them less that 3 months ago is no longer working .,dvd player,general,negative,79,89
268,"feedback on creative 's product support is universally poor ; this is not limited to the zen , it applies to all the company 's products .",product support,general,negative,24,39
269,"fortunately , the g3 has a hot shoe that can take an external flash , and fortunately for me , i already owned a one of the highest quality external flashes that money can buy : the metz 60 ct-4 .",shoe,general,positive,31,35
270,received apex dvd and the picture was great when set up with s connector .,picture,general,positive,26,33
271,"it 's very solidly built , and has a nice dense feel to it .",built,general,positive,19,24
272,this is probably one of the few dvd players at $ 40 that can play almost everything you throw at it .,play,general,positive,36,40
273,"the canon software for raw images does not present you with a raw image at all , but the raw image after it has been processed by all the image-affecting settings in the camera .",raw images,general,negative,23,33
274,"overall , the g3 delivers what must be considered the best image quality of any current > 4 megapixel digicams , from a detail , tonal balance and color response point of view .",image quality,general,positive,59,72
275,"the zx boasts superior sound quality than the ipod , however it compromises a bit of the unit 's size in doing so .",sound quality,general,positive,23,36
276,"the speakerphone , the radio , all features work perfectly .",speakerphone,general,positive,4,16
277,"sound quality was the same between the two , but the zen did have more sound adjustments with the normal eax features .",sound quality,general,positive,0,13
