id,text,aspect,category,polarity,from,to
39,I feel like I 'm wearing slippers .,implicit,Clothing#General,positive,-1,-1
40,I love that these tights are durable and can go in the dryer !,tights,Bottom#Quality,positive,18,24
41,These are the tights that as pulling them up over my hips ( 44 inches round ) a hole on one side of my hip happened .,tights,Bottom#Quality,negative,14,20
42,I think they have discontinued them and that 's too bad because they are perfect .,they,Shoes#General,positive,8,12
43,wis the were in wide,implicit,Shoes#Size,neutral,-1,-1
44,Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,tights,Bottom#General,positive,243,249
45,It fits perfect and is good quality .,quality,Clothing#Quality,positive,28,35
46,They are comfortable and flexible as well as stylish .,They,Shoes#Looking,positive,0,4
47,"Very comfortable tights , great for costumes , hides all veins bruises and other imperfections .",tights,Bottom#Quality,positive,17,23
48,Not true to size chart .,size,Clothing#pair,negative,12,16
49,"This top is beautifully made , the material is lovely and it washes up nicely .",top,Top#Quality,positive,5,8
50,"These tights have a gorgeous , shimmery , sheen to them , which is exactly what I was looking for .",sheen,Bottom#Looking,positive,42,47
51,It 's an attractive sandal .,sandal,Shoes#Looking,positive,20,26
52,The pair at the left are cheap China mocs ( $ 10 and fit fine ) .,China,Shoes#General,positive,31,36
53,These last a long time for my ballerina .,implicit,Clothing#Quality,positive,-1,-1
54,"It got easier the more I wore them , but that first time was a real pain .",them,Shoes#Quality,negative,30,34
55,"It 's a nice shirt , but fits very big for the size .",shirt,Top#General,positive,13,18
56,I honestly thought these would be sheer and have a slight sparkle to them but it is a bit darker than i expected the sheer is minimal but they were also 11.99 that not to bad i will find something to were them with if it does not work with the outfit i have picked for them .,them,Clothing#General,negative,69,73
57,good .,implicit,Clothing#pair,positive,-1,-1
58,The first pair I bought were way too small .,The,Clothing#Size,negative,0,3
59,"That said , Would definitely buy again .",implicit,Shoes#General,positive,-1,-1
60,I probably could have ordered a C but I wanted a more opaque color and did not want to overstretch the material .,implicit,Bottom#General,negative,-1,-1
61,"The wide size fit weird so I 've kept the 9 M , which are a little big but so comfortable !",implicit,Shoes#Quality,positive,-1,-1
62,"When the right size is purchased they fit fantastic , very comfortable and make it do much easier to dance .",they,Shoes#Quality,positive,33,37
63,Shipping both ways totalled $ 12+ and I have nothing to show for it .,Shipping,Service#General,negative,0,8
64,A great price and very good quality . extremely soft .,quality,Top#Quality,positive,28,35
65,"Great fit , true to size !",size,Clothing#Size,positive,20,24
66,nice fit,implicit,Clothing#Size,positive,-1,-1
67,"The sole has a little cushion that makes it extra comfy for walking.Definitely feel like these shoes were a great value.FWIW , my feet got used to the shoes fast , though I did get a small blister on one foot the first day where the back of the strap is ( this is common for my feet ) .",shoes,Shoes#Quality,positive,95,100
68,Just a fun summer sandal .,sandal,Shoes#General,positive,18,24
69,I will agree I was a little dismayed when I took it out of the package because it was very flat .,implicit,Top#Quality,negative,-1,-1
70,These are for dance ; we already knew that they run a bit tight / small .,they,Clothing#Size,negative,43,47
71,"So brilliant , it can be viewed by extraterrestrials light years away .",implicit,Clothing#Looking,positive,-1,-1
72,"The shoe is so cute , and would have been perfect for an upcoming wedding , and for summer .",shoe,Shoes#General,positive,4,8
73,These tights are shiny and super small .,tights,Bottom#Size,negative,6,12
74,I 'm happy with this purchase .,purchase,Shoes#General,positive,21,29
75,Had to mail back which cost $ 13.00 ? ?,implicit,Service#General,negative,-1,-1
76,Had to send back ... .Really was hoping these were going to fit .,implicit,Shoes#Size,negative,-1,-1
77,Super quality,quality,Clothing#General,positive,6,13
78,These fit very well but were much more shimmery than expected .,implicit,Clothing#Size,positive,-1,-1
79,"The only problem , ( which other people have mentioned ) , is that they do tend to run narrow , so I would suggest buying them a width wider than you normally do.For a relatively inexpensive shoe , I think that they are a great value.Addendum : I now have three pairs of these shoes , in different colors .",shoe,Shoes#Prices,negative,191,195
80,"Other than that , they are very reliable and I 've worn them for many performances .",them,Shoes#General,positive,56,60
81,"These are very thick , dark tights .",tights,Bottom#Looking,neutral,28,34
82,Returnining is always a pain for me .,Returnining,Service#General,negative,0,11
83,Thank you for a quality product and service .,product,Clothing#Quality,positive,24,31
84,"These tights are a lovely shade of ballet pink , and the material is thick and looks like it will hold up well with repeated washing .",material,Bottom#Quality,positive,57,65
85,"If comfort is what you 're after , go for these !",implicit,Shoes#Quality,positive,-1,-1
86,"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",implicit,Clothing#General,positive,-1,-1
87,"Nice , sturdy tights .",tights,Bottom#Quality,positive,14,20
88,I have a high arch and they give good support for my feet .,they,Shoes#Quality,positive,23,27
89,"Have yet to dance it them - so not really a full review- but the fit nice out of the box , the test will be when I go salsa dancing when my hip heals .",implicit,Shoes#Size,positive,-1,-1
90,Bought this as a gift for my boyfriend and he loves it !,implicit,Clothing#General,positive,-1,-1
91,The shoes seem very nice and well made .,shoes,Shoes#Quality,positive,4,9
92,"I still think they 're nice shoes but a bit fake looking ,",shoes,Shoes#General,positive,28,33
93,Love this sandal .,sandal,Shoes#General,positive,10,16
94,"Nice , soft and comfortable .",implicit,Clothing#Quality,positive,-1,-1
95,The shoes arrived the next day and were too small to wear .,shoes,Shoes#Size,negative,4,9
96,4 stars bcs we love the quality of capezio tights .,quality,Bottom#Quality,positive,24,31
97,Very sturdy .,implicit,Clothing#Quality,positive,-1,-1
98,It looks a little dressy but feels like a very comfortable walking shoe .,implicit,Shoes#Quality,positive,-1,-1
99,"If you work at a company that requires you to use polo shirts , get this !",implicit,Top#General,positive,-1,-1
100,The back elastic heel strap helps and fits great - no slipping .,heel,Shoes#Size,positive,17,21
101,The only reason I returned it was because the elastic at the heel strap of one of the shoes was stretched out and the shoe flapped on my foot .,elastic,Shoes#Quality,negative,46,53
102,I have worn this pair for a couple of hours now and hope that it will last as long as another pair which lasted me almost 20 years .,another,Shoes#Quality,positive,86,93
103,"Beautiful , awesome boots if you get them from a none junk shop !",boots,Shoes#Looking,positive,20,25
104,I 've now had them and really worn them for 6 months and they are going strong !,they,Bottom#Quality,positive,57,61
105,tried to break them in so wore outside which meant I could not return ( my fault should have started in house only ),implicit,Shoes#General,negative,-1,-1
106,Love these my daughter is a 10/12 and these fit great,implicit,Clothing#General,positive,-1,-1
107,Real nice boots .,boots,Shoes#General,positive,10,15
108,im happy with this order it got to me on time and was packaged well they are very good and i love them,them,Clothing#General,positive,98,102
109,"If you have an outfit that no shoe really matches , this one is perfect .",this,Shoes#Looking,positive,52,56
110,"As other reviewers noted , they run narrow .",they,Shoes#Size,negative,27,31
111,These tights are perfect .,tights,Bottom#General,positive,6,12
112,"Luckily , I 'm on the lower end of Size C , so I was able to wear my usual size .",implicit,Bottom#General,positive,-1,-1
113,They are very soft and the waistband is a little rigid but not a big deal at all .,They,Bottom#Quality,positive,0,4
114,It fit perfectly and is of good quality .,quality,Top#Quality,positive,32,39
115,Great fit and i love the way it looks on me .,implicit,Top#Size,positive,-1,-1
116,"Last a lot longer , slimming and look great",implicit,Clothing#Looking,positive,-1,-1
117,Just what my thespian needed for the play .,implicit,Clothing#General,positive,-1,-1
118,At this price unbeatable deal .,price,Shoes#Prices,positive,8,13
119,"I was worried when I opened the package because when holding it up , I could see through BOTH layers of this shirt !",shirt,Top#Quality,negative,109,114
120,They were too narrow and I hated that they did n't fit because the are so cute just love the look of them,They,Clothing#Size,negative,0,4
121,"All it took was a 5 min conversation and they were ordered , paid for and he received them in about 5 days !",implicit,Service#General,positive,-1,-1
122,it is perfect for 12 dollars .,implicit,Top#Prices,positive,-1,-1
123,Keeps you nice and warm for winter .,implicit,Clothing#General,positive,-1,-1
124,These cover everything but still look real and can wear with skirts but beware it does get a lot of people staring at your legs .,implicit,Bottom#Looking,positive,-1,-1
125,Perfect for onstage performances .,implicit,Socks#General,positive,-1,-1
126,Very soft too ... . Color does not matter for me ... . Great price also ... .,price,Clothing#Prices,positive,61,66
127,"Love them fit as expected , I feel comfortable but dressy in them .",them,Clothing#Size,positive,5,9
128,"But however , these are by far the most comfortable shoes I 've ever worn in my life .",shoes,Shoes#Quality,positive,52,57
129,"nice , comfortable , fit as expected",implicit,Clothing#Size,positive,-1,-1
130,"As they are transition tights , she could pull the feet up and use them with her foot undeez , but they were too small to wear over her feet for her other dance shoes .",they,Bottom#Size,negative,3,7
131,Can be worn either dressed up or dressed down .,implicit,Shoes#Looking,positive,-1,-1
132,"It 's still my favorite summer shoe : comfortable , feminine , and goes with everything -- - not overly dressy and not overly casual .",shoe,Shoes#Quality,positive,31,35
133,They fit nicely except for the extremely tight waistband .,They,Bottom#Size,positive,0,4
134,"Ladies , I think I 've found it !",implicit,Bottom#General,positive,-1,-1
135,"Also the strap rubs my heel and makes a blister , so I need a band-aid for that .",strap,Shoes#Quality,negative,9,14
136,The heals are not too high .,heals,Shoes#Looking,positive,4,9
137,"He searched for quite a while to find boots that did not have a zipper , had steel toes , and were tough enough for wearing when he was riding his Harley .",boots,Shoes#Quality,positive,38,43
138,"I have much better luck with tights , but needed something that could serve the purpose of pantyhose on my closet .",tights,Bottom#General,positive,29,35
139,So soft nice to wear .,implicit,Top#Quality,positive,-1,-1
140,"This is just a good , cute shoe that goes to almost any occasion without shame and will keep your feet cool and rested -- unless you go mountain hiking in them , that would make a difference .",shoe,Shoes#Looking,positive,27,31
141,"She needs compression on her legs and these tights are tight enough for her , and cheaper than compresion hose .",tights,Bottom#Prices,positive,44,50
142,extremely comfortable,implicit,Clothing#Quality,positive,-1,-1
143,I love that I can wear these over the foot or folded up on my ankle !,implicit,Bottom#General,positive,-1,-1
144,It is well made and looks good .,implicit,Shoes#Quality,positive,-1,-1
145,I was able to wear them at a theme park all day without pain ! !,them,Shoes#Quality,positive,19,23
146,The XL is the perfect oversized sweatshirt for me and I 'm able to layer under if needed .,sweatshirt,Top#General,positive,32,42
147,"I really love them , but did n't have my size in stock.I really would like to know when my size is in stock .",them,Clothing#General,positive,14,18
148,"They are also pretty thick ( I hadn't shaved in a while and It looked nice and smooth ) , and transitioning is always convenient",implicit,Clothing#Looking,positive,-1,-1
149,Very good sandals for the price .,sandals,Shoes#Prices,positive,10,17
150,I only wear dance tights like this because they are so solid colored and never run on me .,dance,Bottom#Quality,positive,12,17
151,LOVE THE SHOE BUT WILL ONLY WEAR FOR SHORT PERIODS OF TIME .,SHOE,Shoes#Quality,negative,9,13
152,"I am 5'11 and I ordered a size D which fit easily , comfortably and with no wrinkles or excess material .",implicit,Bottom#Size,positive,-1,-1
153,"These look and feel good , and don't ride down ( yay ! ) .",implicit,Clothing#General,positive,-1,-1
154,"I 'm fair and the light toast works well only because I use Lorac Tantalizer on arms , chest and neck otherwise would be darker than my fair skin but will be perfect for summer .",Lorac,Clothing#General,positive,60,65
155,"Perfect for the dock side picnic for which they were purchased , the price was also just right .",price,Shoes#Prices,neutral,69,74
156,I ordered another after receiving the first .,the,Clothing#General,positive,13,16
157,I am 5 ' 6 and weigh 130-135lbs ( size 6 pants ) and a B fits perfectly .,B,Bottom#Size,positive,29,30
158,"perfect color , fit and style .",style,Clothing#Looking,positive,24,29
159,"I would order a size up , but if these had been the right color I would have kept them .",them,Shoes#pair,positive,82,86
160,"I have bought these shoes every summer for many , many years .",shoes,Shoes#General,positive,20,25
161,"Smooth , tanned and shimmery !",implicit,Bottom#Looking,positive,-1,-1
162,Very small fit .,fit,Clothing#Size,negative,11,14
163,"I needed them for a cosplay ; they were comfortable for all day wear , and I had no issues with anything .",they,Clothing#Quality,positive,30,34
164,These shoes work really well if you 're going to walk a lot .,shoes,Shoes#Quality,positive,6,11
165,These tights fit great and they are very good quality,they,Bottom#General,positive,27,31
166,Very very comfortable .,implicit,Clothing#Quality,positive,-1,-1
167,money wasted .,implicit,Shoes#General,negative,-1,-1
168,I would like them better if they were leather .,they,Shoes#Quality,negative,28,32
169,Well worth the price .,price,Shoes#pair,positive,15,20
170,Amazon is the seller of this marvelous necessary item for any ballerina .,item,Clothing#General,positive,49,53
171,These are really nice sandals .,sandals,Shoes#General,positive,22,29
172,Great product,product,Clothing#General,positive,6,13
173,"Fits as expected , works great for Ballet .",implicit,Clothing#General,positive,-1,-1
174,Wonderfully made .,implicit,Bottom#General,positive,-1,-1
175,She had been wearing them every night .,them,Shoes#General,positive,21,25
176,"The first set I ordered was n't a good color for me but the company made the exchange very easy , ordering the correct color for me and sending out the new pair out right away , even before receiving my return .",color,Bottom#Looking,negative,39,44
177,"I have n't had any trouble converting them , but it does take a second or two to wiggle my heel through the hole .",implicit,Clothing#General,negative,-1,-1
178,Great neutral color and simple design .,color,Clothing#Looking,positive,14,19
179,"Very comfortable shoe , but it runs a little wide , as I ordered the narrow .",shoe,Shoes#Quality,positive,17,21
180,"These tights not only look great and make legs look great , but they support beautifully and are more resistant to runs than nylons .",they,Bottom#Quality,positive,64,68
181,I get complements on my legs at nearly every show I perform at !,implicit,Bottom#Looking,positive,-1,-1
182,Enough compression,implicit,Clothing#General,neutral,-1,-1
183,I bought this same shoe several years ago and loved it ; I was despairing to see it wearing out !,shoe,Shoes#General,positive,19,23
184,"My only issue is that the back of the waist band is a little prickly , but I just turn it over and it 's fine .",waist,Bottom#Quality,negative,38,43
185,This company provides a great little crinoline for the price .,crinoline,Top#Prices,positive,37,46
186,"I was worried about the sizing , but they are very flexible and stretchy so it was n't an issue .",they,Bottom#Quality,positive,37,41
187,The sandals are what I expected .,sandals,Shoes#General,positive,4,11
188,Loved the fit and was comfy all day at a con .,implicit,Clothing#Size,positive,-1,-1
189,"The best part is they do n't get runners or damage easily .. They are supportive , yet comfortable , even for fuller figured women ! I would suggest them to anyone looking for qualilty tights .",they,Bottom#General,positive,17,21
190,I ordered an XXL because I don't like super tight tights .,tights,Bottom#General,negative,50,56
191,"It 's so soft and warm and fits a bit baggy on me , which is how I wanted it .",implicit,Top#Quality,positive,-1,-1
192,I 'm not saying these will last 30 years but they are a great shoe .,shoe,Shoes#General,positive,62,66
193,The leather sole has a light perforation but I need to practice with it because it is so slick.COLOR : I preferred the black color although beforehand I had thought that the caramel color would go with more outfits .,leather,Shoes#Quality,negative,4,11
194,"I was somewhat upset , but the shoes are well made , just not sized correctly .",shoes,Shoes#General,negative,31,36
195,"However , this particular pair is more narrow then any I have purchased before .",this,Shoes#Size,negative,10,14
196,My 13 year old daughter was delighted with these tights - usually she ca n't wait to get her ballet tights off as soon as her class ends but these were so comfortable I think she forgot she had them on ... .,tights,Bottom#Quality,positive,49,55
197,I could probably have done a large but I was worried the waistband would be too tight ( I don't have a small waist ) .,waistband,Bottom#Size,negative,57,66
198,"Nice soft shirt , no wrinkling !",shirt,Top#General,positive,10,15
199,"They are soft , and warm and inexpensive ..",They,Clothing#Quality,positive,0,4
200,Purchased half size up after reading reviews ... . they fit well doing that .,they,Clothing#Size,positive,51,55
201,Good shoe for the price .,shoe,Shoes#Prices,positive,5,9
202,"The waistband is thin and a bit tight , but not overly so .",waistband,Bottom#Size,negative,4,13
203,The ribbing on the sides of the shirt looks nice in person and adds a somewhat more unique flair to a basic closet staple .,ribbing,Top#Looking,positive,4,11
204,So there 's no reason a run should have even happened .,implicit,Bottom#General,negative,-1,-1
205,"Very shimmery , nice and sturdy .",implicit,Bottom#Looking,positive,-1,-1
206,These were the most comfortable Capezio Character Shoes that I have ever purchased.Thank you ... .thank you.Linda,Shoes,Shoes#Quality,positive,50,55
207,They fit well and I am very pleased .,They,Shoes#Size,positive,0,4
208,Wore them to and from a festival last weekend and performed easily dancing on concrete .,them,Shoes#Quality,positive,5,9
209,So happy to have found these navy flats !,flats,Shoes#General,positive,34,39
210,These tights are great !,tights,Bottom#General,positive,6,12
211,the colors great .,colors,Shoes#Looking,positive,4,10
212,Plenty of color selections to fit various skin tones .,color,Clothing#Size,positive,10,15
213,The tights are great quality and not as sheer as regular tights ( so they 're more sturdy ) they 're darker and more opaque which some may not like .,tights,Bottom#Quality,positive,4,10
214,Shimmery tights are perfectly feminine !,tights,Bottom#Looking,positive,9,15
215,"However , I had no trouble sending them back .",them,Service#General,positive,35,39
216,These hold up pretty well for my daughter who is a dancer .,implicit,Bottom#General,positive,-1,-1
217,"I love the shirt and would be glad to order more in the future but , the seam came loose on one of the sleeves already .",shirt,Top#General,positive,11,16
218,Great value looked great,implicit,Clothing#General,positive,-1,-1
219,"i am very happy with the weight of the fabric , color and fit , I love hoodies and will be back for more .",color,Top#Looking,positive,48,53
220,These are nice and thick and silky so they last a long time and feel nice .,they,Clothing#Quality,positive,38,42
221,"For some reason , these were strange fitting.The instructions to return are so confusing I have hesitate returning them , but I do n't want to pay for a pairof shoes I ca n't & wo n't wear .",instructions,Service#General,negative,49,61
222,Too narrow for me.Unfortunately I could not wear then and had to send them back .,implicit,Shoes#Size,negative,-1,-1
223,They make your legs look great !,They,Bottom#Looking,positive,0,4
224,Cosssssey ... love it .,implicit,Clothing#Quality,positive,-1,-1
225,Not nearly as comfortable as the old pair or as comfortable as newer aerosole styles .,implicit,Shoes#Quality,negative,-1,-1
226,For the price and brand I expect more .,brand,Bottom#Brand,negative,18,23
227,These tights go well with my Bal-Togs thong leotard and ballet slippers .,tights,Bottom#General,positive,6,12
228,"Fit perfectly , thanks !",implicit,Clothing#General,positive,-1,-1
229,They are extremely comfortable and look very nice .,They,Shoes#Looking,positive,0,4
230,I love having the option to dance with toes in or out !,implicit,Clothing#General,positive,-1,-1
231,The material feels nice but Amazon has up the wrong size chart !,material,Top#Quality,positive,4,12
232,It is comfy & charming .,implicit,Shoes#Quality,positive,-1,-1
233,Heavy shimmery stockings that are nice for winter .,stockings,Socks#Looking,positive,15,24
234,Good buy .,implicit,Clothing#pair,positive,-1,-1
235,I have problem feet and need well fitting shoes and these work well .,implicit,Shoes#Quality,positive,-1,-1
236,"The buttons are fine and not loose at all , but my shirt did come with an extra button just in case.Follow the washing instructions exactly !",buttons,Top#General,positive,4,11
237,I have pretty big ( athletic ) thighs and the tights needed to be adjusted a bit so that it did n't look see through on the big parts but they worked after the adjusting and they did n't run .,tights,Bottom#Quality,positive,46,52
238,"I 've ordered similar character shoes from other manufacturers and , as long as I size up , they fit beautifully .",they,Shoes#Size,positive,92,96
239,I will be trying these in other colors as well .,implicit,Bottom#pair,positive,-1,-1
240,She loves the style and they are very comfortable,they,Shoes#Quality,positive,24,28
241,Daughter says they fit nice .,they,Clothing#Size,positive,14,18
242,"Could be worn with skirts , shorts or capris .",implicit,Shoes#Looking,positive,-1,-1
243,They are super shimmery and great !,They,Bottom#General,positive,0,4
244,I am pleased with thw tights .,tights,Bottom#General,positive,22,28
245,These were just was I was looking for .,implicit,Clothing#General,positive,-1,-1
246,I followed the Capezio size guide and these were very small on my daughter .,implicit,Bottom#Size,negative,-1,-1
247,The shirt is still way too large and very shapeless .,shirt,Top#Looking,negative,4,9
248,But unfortunately it was the regular hard elastic .,implicit,Clothing#General,negative,-1,-1
249,A great price and very good quality . extremely soft .,price,Top#Prices,positive,8,13
250,Fit well and look nice,implicit,Clothing#Size,positive,-1,-1
251,Keeps you nice and warm for winter .,implicit,Clothing#Quality,positive,-1,-1
252,These are comfortable and just what I needed .,implicit,Shoes#Quality,positive,-1,-1
253,Altho they are narrows they are a little wide and the heel strap is a bit loose .,heel,Shoes#Size,negative,54,58
254,Great transition tights for my daughter .,transition,Bottom#General,positive,6,16
255,I got them for work and they have done very well .,they,Top#Quality,positive,24,28
256,I bought these thinking Danskin would not be a disappointment .,Danskin,Bottom#Brand,positive,24,31
257,"This tight are perfect , fits perfect , cover my legs beautiful",tight,Bottom#Looking,positive,5,10
258,Good quality and fit .,implicit,Clothing#Size,positive,-1,-1
259,These shoes were ordered in an extra wide and they were not even close to a wide .,they,Shoes#Size,negative,46,50
260,they re beautiful though - and good quality .,they,Clothing#Looking,positive,0,4
261,Love this !,implicit,Clothing#pair,positive,-1,-1
262,Excellent shipping and quality .,shipping,Service#General,positive,10,18
263,Cute and very comfortable - like walking on air !,implicit,Shoes#Looking,positive,-1,-1
264,These tights fit well and feel nice and soft !,tights,Bottom#Size,positive,6,12
265,"I actually purchased the crinoline before the dress and jacket I planned to wear were made.Unfortunately , the dress did not fit as I had hoped but after some rethinking , the dress became a skirt and with the right accessories -- THE CRINOLINE BEING THE MOST IMPORTANT PIECE -- I had the 1950 's outfit I wanted.The crinoline really brought back such comforting memories of my childhood , when ladies actually dressed up to go out and the poofier your skirt was the better it looked.I love this crinoline and I 'm trying to think of ways to incorporate it into my daily wardrobe and not just wear it for special occasions .",dress,Top#Size,negative,46,51
266,Nice and strong material and wo n't run easy .,material,Bottom#Looking,positive,16,24
267,The tights are great quality and not as sheer as regular tights ( so they 're more sturdy ) they 're darker and more opaque which some may not like .,they,Bottom#Quality,positive,69,73
268,"Overall , I 'm super happy so far !",implicit,Bottom#General,positive,-1,-1
269,The pair at the left are cheap China mocs ( $ 10 and fit fine ) .,China,Shoes#Prices,positive,31,36
270,"! Ballet Pink is really PINKand I have only hand washed these tights once , so Im not sure how long they will kept their firm shape .",Ballet,Bottom#Looking,positive,2,8
271,Definitely got my money 's worth !,implicit,Shoes#General,positive,-1,-1
272,"Closed-toe shoes are painful for my arthritic feet , so this style is perfect if you need something a little on the dressier side with a slight heel .",style,Shoes#Looking,positive,61,66
273,I could barely get these on they were THAT small .,they,Bottom#Size,negative,28,32
274,Will be ordering more today and for the price and style its a must ! !,style,Top#Looking,positive,50,55
275,"Very nice quality , comfort and design , I wear them almost every day all day .",them,Clothing#General,positive,48,52
276,Quality is okay .,Quality,Shoes#Quality,neutral,0,7
277,Same two pairs worn August - January and still in good shape .,shape,Clothing#Quality,positive,55,60
278,These are well made shoes and a great value for the price .,shoes,Shoes#Quality,positive,20,25
279,"However , when I got them the length looked like a size 9 and the width looked like a medium not an extra wide .",implicit,Shoes#Size,negative,-1,-1
280,These tights are comfortable and well made - they 're dance tights and that makes the difference !,tights,Bottom#Quality,positive,6,12
281,"Good quality , comfy , good support , nice color .",quality,Clothing#Quality,positive,5,12
282,The price on Amazon is better than the local dance shop .,price,Clothing#Prices,positive,4,9
283,Cute shoes but my size 8 's ran closer to size 7.5 in length .,shoes,Shoes#Looking,positive,5,10
284,But what the hell with the price increase ? ? !,price,Top#Prices,negative,27,32
285,I ordered the Kelly green & Steel polo shirts both shirts arrived in good condition .,condition,Service#General,positive,74,83
286,Perfect height of heel for long hours on your feet but fit is small .,height,Shoes#Looking,positive,8,14
287,I highly recommend it,implicit,Top#General,positive,-1,-1
288,I 'm 5 ' 3 and 135 and the size B fits perfectly .,size,Clothing#Size,positive,27,31
289,I think once I wear these more that I will get to where I can wear them all day .,them,Clothing#General,positive,67,71
290,The color is just as pictured and this is honestly one of the most comfortable hoodies I have ever worn .,implicit,Top#Quality,positive,-1,-1
291,"These tights are durable , suck you in and comfortable .",tights,Bottom#Quality,positive,6,12
292,They fit well and I am very pleased .,They,Shoes#General,positive,0,4
293,Love tights .,tights,Bottom#General,positive,5,11
294,The fitting directions recommended ordering 1/2 size larger than street shoes which turned out to be a good idea so there was no problem with the fit .,idea,Shoes#Size,positive,108,112
295,"Good price , good quality , very nice ! !",price,Bottom#Prices,positive,5,10
296,"I wish they made these in the full body tight , they are the perfect color for my skin , capezio is the best quality , I have gotten body wrappers also ( which the color is a tad closer to mine ) and although they are great quality too they have seemed to run or snag a bit more than the capezio tights ( they last a long time though and I use them for aerial silks/trapeze/hoop so they get a lot of friction ) .",they,Bottom#Quality,negative,7,11
297,Very disappointed in the sizing as I have had other Lifestride shoes in an extra wide that fit great .,Lifestride,Shoes#Size,positive,52,62
298,They look good .,They,Bottom#Looking,positive,0,4
299,these sandals looked like they would be nice and comfy .,they,Shoes#Quality,positive,26,30
300,Fit perfect and a good buy for the money .,implicit,Shoes#Prices,positive,-1,-1
301,Good arch support and side support .,arch,Shoes#Quality,positive,5,9
302,They have a little bit of a sheen to them and the color is almost identical to my skin tone which I love !,color,Clothing#General,positive,50,55
303,"I though this was a comfortable shoe that 's why I bought it but it really stiff in the arches that every time I go walking in it my feet hurt but maybe i just have weak arches it 's kind of lose in the heels but maybe i bought it too wide , hopefully it gets comfortable after a while .",arches,Shoes#Quality,negative,88,94
304,The light pink shade is very pretty and is a pinkish white color .,light,Bottom#Looking,positive,4,9
305,After reading the other reviews I was glad I ordered a half size larger than normal .,implicit,Shoes#Size,positive,-1,-1
306,"The right one was a bit loose , so I had the shoemaker shorten the elastic and it fits fine now .",right,Shoes#Size,positive,4,9
