id,text,aspect,category,polarity,from,to
109,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",rails,general,neutral,31,36
110,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",CD burners,general,positive,87,97
111,the mouse pad and buttons are the worst i've ever seen.,mouse pad,general,negative,4,13
112,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,general,positive,46,51
113,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,general,negative,55,71
114,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,general,negative,16,21
115,"As far as user type - I dabble in everything from games (WoW) to Photoshop, but nothing professionally.",Photoshop,general,neutral,65,74
116,The battery life is probably an hour at best.,battery life,general,negative,4,16
117,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs,general,neutral,48,61
118,"The image is great, and the soud is excelent.",soud,general,positive,28,32
119,I've had it for about 2 months now and found no issues with software or updates.,updates,general,neutral,72,79
120,There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,drivers,general,neutral,122,129
121,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,feature,general,positive,63,70
122,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff,general,negative,58,74
123,It's also fairly easy to use the Operating System.,Operating System,general,positive,33,49
124,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",navigate,general,positive,23,31
125,Comfterbale to use light easy to transport.,use,general,positive,15,18
126,"However, I can refute that OSX is ""FAST"".",OSX,general,negative,27,30
127,Cost is more as compared to other brands.,Cost,general,negative,0,4
128,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,general,positive,0,6
129,Then the hard drive failed;,hard drive,general,negative,9,19
130,"The hard drive crashed as well, and I had to buy a new power cord.",hard drive,general,negative,4,14
131,None of the techs at HP knew what they were doing.,techs at HP,general,negative,12,23
132,It's super fast and a great value for the price!,value,general,positive,28,33
133,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,general,positive,50,56
134,Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,general,negative,27,51
135,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,general,negative,42,50
136,Ive had to call tech support many times.,tech support,general,neutral,16,28
137,Then the system would many times not power down without a forced power-off.,power down,general,negative,37,47
138,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",USB wireless card,general,neutral,111,128
139,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,general,negative,132,140
140,Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,performance,general,neutral,106,117
141,I regret buying it before understanding how awful it is to use.,use,general,negative,59,62
142,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,general,positive,51,59
143,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",hard drive,general,negative,89,99
144,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",DELL SUPPORT,general,positive,128,140
145,"One drawback, I wish the keys were backlit.",keys,general,negative,25,29
146,Boots up fast and runs great!,Boots up,general,positive,0,8
147,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,general,positive,17,29
148,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,general,negative,52,72
149,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,Battery,general,neutral,0,7
150,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,general,negative,50,53
151,Yet my mac continues to function properly.,function,general,positive,24,32
152,"Great battery, speed, display.",battery,general,positive,6,13
153,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",features,general,neutral,111,119
154,"There is no HDMI receptacle, nor is there an SD card slot located anywhere on the device.",HDMI receptacle,general,neutral,12,27
155,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",priced,general,negative,21,27
156,Its size is ideal and the weight is acceptable.,size,general,positive,4,8
157,The LED backlit display makes my pictures pop so much more.,LED backlit display,general,positive,4,23
158,If you start on the far right side and scroll to your left the start menu will automatically come up.,start menu,general,neutral,63,73
159,The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,general,negative,4,14
160,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,fan blade,general,negative,122,131
161,It has a faster processor and more ram.,ram,general,positive,35,38
162,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,general,negative,31,41
163,"it's exactly what i wanted, and it has all the new features and whatnot.",features,general,positive,51,59
164,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,hard drive,general,negative,123,133
165,"This laptop looks great on the surface: 17"" inch screen, good price-point, nice appearance, boots up quickly, runs fast etc.",runs,general,positive,110,114
166,It's now all commodity hardware.,commodity hardware,general,neutral,13,31
167,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",gaming,general,neutral,46,52
168,Also stunning colors and speedy,colors,general,positive,14,20
169,I did add a SSD drive and memory,SSD drive,general,neutral,12,21
170,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Dreamweaver,general,neutral,6,17
171,"Not too much ""junk"" software to remove.",software,general,positive,20,28
172,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,keyboard,general,neutral,93,101
173,"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",tutorial,general,neutral,96,104
174,"Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad,general,neutral,58,66
175,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,general,positive,84,96
176,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,general,positive,99,109
177,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,general,negative,48,53
178,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",keyboard,general,positive,39,47
179,"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows XP Professional,general,neutral,55,78
180,"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",MS Office,general,negative,16,25
181,It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,general,negative,47,57
182,iPhotos is an excellent program for storing and organizing photos.,program,general,positive,24,31
183,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,general,negative,14,26
184,"It is absolutely horrible to use, despite all its so called advanced features.",use,general,negative,29,32
185,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",screen,general,positive,74,80
186,Keyboard is great but primary and secondary control buttons could be more durable.,Keyboard,general,positive,0,8
187,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,general,positive,84,89
188,When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,general,neutral,22,49
189,"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.",customer support,general,positive,24,40
190,"It even has a great webcam, and Skype works very well.",Skype,general,positive,32,37
191,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",iphoto,general,positive,29,35
192,User upgradeable RAM and HDD.,RAM,general,positive,17,20
193,Fan only comes on when you are playing a game.,Fan,general,neutral,0,3
194,I have not had a problem with the applications quitting or freezing.,applications,general,positive,34,46
195,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,general,negative,4,13
196,"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,general,positive,9,17
197,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,general,positive,91,94
198,"But, for the cost this is a winner.",cost,general,positive,13,17
199,Good monitor and performed well.,monitor,general,positive,5,12
200,"I noticed windows has a new system called Windows 7, what about us Vista users? They should get all the bugs out of Vista before investing in a new system.",Vista,general,neutral,67,72
201,"Obviously one of the most important features of any computer is the ""human interface.",features,general,neutral,36,44
202,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",programs,general,positive,75,83
203,The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,Mac version of Microsoft Office,general,positive,4,35
204,"They said that my computer was covered on an extended warranty, and that products with extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,general,neutral,45,62
205,Microsoft word was not on it andI had to buy it seperately.,Microsoft word,general,negative,0,14
206,The price is another driving influence that made me purchase this laptop.,price,general,positive,4,9
207,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,general,neutral,65,79
208,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,Hard disk,general,neutral,0,9
209,I finally decided on this laptop because it was the right price for what I need it.,price,general,positive,58,63
210,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",windows,general,negative,86,93
211,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",document creation,general,neutral,51,68
212,Now for the hardware problems.,hardware,general,negative,12,20
213,STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP,general,negative,8,18
214,"For me, keys were starting to get stuck and wouldn't type very well.",keys,general,negative,8,12
215,PC never worked right even after BIOS fixed.,BIOS,general,negative,33,37
216,"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",screen,general,negative,93,99
217,"Also, I have had alot of trouble with the shift key to go to other lines.",shift key,general,negative,42,51
218,I like the brightness and adjustments.,adjustments,general,positive,26,37
219,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",Itunes,general,positive,17,23
220,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,general,positive,74,82
221,The graphics on this computer are also stellar - very clear and vivid.,graphics,general,positive,4,12
222,And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,general,positive,8,16
223,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,general,positive,70,73
224,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs,general,positive,82,90
225,"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband,general,neutral,0,10
226,"It is fast booting up , shutting down, and connection with the internet.",booting up,general,positive,11,21
227,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,general,negative,72,82
228,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,general,positive,29,35
229,Within a few hours I was using the gestures unconsciously.,gestures,general,positive,35,43
230,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,general,negative,179,183
231,the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse,general,negative,4,9
232,"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax - plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",priced,general,neutral,48,54
233,"Its the best, its got the looks, super easy to use and love all you can do with the trackpad!..",use,general,positive,47,50
234,and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,general,positive,14,21
235,Really like the textured surface which shows no fingerprints.,surface,general,positive,25,32
236,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",battery life,general,positive,95,107
237,Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.,right click button,general,neutral,50,68
238,The materials that came with the computer did not include the right # anywhere.,materials,general,negative,4,13
239,It works exactly like it did the day I took it out of the box.,works,general,positive,3,8
240,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty,general,negative,64,72
241,Charger seems large for this class of computer.,Charger,general,negative,0,7
242,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost,general,negative,66,70
243,"Does everything I need it to, has a wonderful battery life and I couldn't be happier.",battery life,general,positive,46,58
244,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,general,neutral,3,12
245,Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,Processor,general,neutral,0,9
246,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",extended warranty,general,negative,32,49
247,"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.",Geek Squad,general,positive,50,60
248,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",features,general,positive,192,200
249,Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,motherboard,general,neutral,44,55
250,Best thing is I can use existing 32 bit old programs.,programs,general,positive,44,52
251,I love the multi-touch trackpad.,multi-touch trackpad,general,positive,11,31
252,I'm tired of the inept service.,service,general,negative,23,30
253,It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,general,negative,71,79
254,"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,general,positive,58,69
255,"Its not just slow on the internet, its slow in general.",internet,general,negative,25,33
256,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,software,general,positive,9,17
257,"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",HDD bay,general,negative,20,27
258,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",programs,general,neutral,82,90
259,My kids (and dogs) destroyed two power cords by pulling on them.,power cords,general,neutral,33,44
260,"Nice screen, keyboard works great!",screen,general,positive,5,11
261,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",booting,general,negative,145,152
262,USB3 Peripherals are noticably less expensive than the ThunderBolt ones.,ThunderBolt,general,negative,55,66
263,"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",BIOS,general,negative,62,66
264,"My wife was so excited to open the box, but quickly came to see that it did not function as it should.",function,general,negative,80,88
265,"I switched to this because I wanted something different, even though I miss windows.",windows,general,positive,76,83
266,A great computer for light home use and business use.,home use,general,positive,27,35
267,The only bad part is the size/weight.,size,general,negative,25,29
268,I don't understand why only Windows 7 Starter is included.,Windows 7 Starter,general,negative,28,45
269,"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Photoshop,general,neutral,77,86
270,The reason why I choose apple MacBook because of their design and the aluminum casing.,aluminum casing,general,positive,70,85
271,It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,speed,general,positive,25,30
272,"The battery life is amazing, the versitility is outstanding.",versitility,general,positive,33,44
273,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),CPU,general,neutral,59,62
274,I'm really impressed with the quality and performance for the price of the computer.,performance,general,positive,42,53
275,Asus facial recognition doesn't work and windows logon isn't either.,windows logon,general,negative,41,54
276,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,general,negative,21,36
277,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,general,negative,20,29
278,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,general,neutral,63,73
279,"But after using it a couple of weeks, the overall operation is poor.",operation,general,negative,50,59
280,I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $400 old HP laptop.,speaker quality,general,negative,59,74
281,"Awesome form factor, great battery life, wonderful UX.",UX,general,positive,51,53
282,I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new Mac ecosystem.,Mac ecosystem,general,neutral,118,131
283,Once I removed all the software the laptop loads in 15-20 seconds.,loads,general,neutral,43,48
