id,text,aspect,category,polarity,from,to
11,"It ' s display , design is awesome . Battery backup is also good For day to day activities it is best Camera is also good enough under this price segment And also charming thing the mini capsule But don ' t purchase it for gaming , it can run games but for long term it may slower the performance . I give 4 / 5 rating as it a worthy phone under this budget .",design,general,positive,17,23
12,"It ' s display , design is awesome . Battery backup is also good For day to day activities it is best Camera is also good enough under this price segment And also charming thing the mini capsule But don ' t purchase it for gaming , it can run games but for long term it may slower the performance . I give 4 / 5 rating as it a worthy phone under this budget .",battery backup,general,positive,37,51
13,"It ' s display , design is awesome . Battery backup is also good For day to day activities it is best Camera is also good enough under this price segment And also charming thing the mini capsule But don ' t purchase it for gaming , it can run games but for long term it may slower the performance . I give 4 / 5 rating as it a worthy phone under this budget .",camera,general,positive,102,108
14,"It ' s display , design is awesome . Battery backup is also good For day to day activities it is best Camera is also good enough under this price segment And also charming thing the mini capsule But don ' t purchase it for gaming , it can run games but for long term it may slower the performance . I give 4 / 5 rating as it a worthy phone under this budget .",phone,general,negative,334,339
15,"It ' s display , design is awesome . Battery backup is also good For day to day activities it is best Camera is also good enough under this price segment And also charming thing the mini capsule But don ' t purchase it for gaming , it can run games but for long term it may slower the performance . I give 4 / 5 rating as it a worthy phone under this budget .",phone,general,positive,334,339
16,"The phone was really amazing with amazing features particularly Mini capsule , excellent camera performance Battery last a full day with 33w super  charging can be done within a hour , Mine is the sun shower Design looks very good and fascinating color shade .",phone,general,positive,4,9
17,"The phone was really amazing with amazing features particularly Mini capsule , excellent camera performance Battery last a full day with 33w super  charging can be done within a hour , Mine is the sun shower Design looks very good and fascinating color shade .",battery,general,positive,108,115
18,"The phone was really amazing with amazing features particularly Mini capsule , excellent camera performance Battery last a full day with 33w super  charging can be done within a hour , Mine is the sun shower Design looks very good and fascinating color shade .",camera,general,positive,89,95
19,I thought Realme would be back again just like previous phone when it just started . Really upset with the performance . Quality of the built is also not upto the mark felt like some plastic box . Camera quality is just ok . Feels Realme is now going down . Only good thing is that I bought in exchange good good amount,phone,general,positive,56,61
20,I thought Realme would be back again just like previous phone when it just started . Really upset with the performance . Quality of the built is also not upto the mark felt like some plastic box . Camera quality is just ok . Feels Realme is now going down . Only good thing is that I bought in exchange good good amount,phone,general,negative,56,61
21,I thought Realme would be back again just like previous phone when it just started . Really upset with the performance . Quality of the built is also not upto the mark felt like some plastic box . Camera quality is just ok . Feels Realme is now going down . Only good thing is that I bought in exchange good good amount,camera,general,neutral,197,203
22,I thought Realme would be back again just like previous phone when it just started . Really upset with the performance . Quality of the built is also not upto the mark felt like some plastic box . Camera quality is just ok . Feels Realme is now going down . Only good thing is that I bought in exchange good good amount,realme,general,negative,10,16
23,Don ' t Purchase from Flipkart . I received mobile and speaker sound is not working properly . Flipkart is not responding to me . Not allowed me to replace or return in 2nd only . Very disappointed from Flipkart .,flipkart,general,negative,22,30
24,Don ' t Purchase from Flipkart . I received mobile and speaker sound is not working properly . Flipkart is not responding to me . Not allowed me to replace or return in 2nd only . Very disappointed from Flipkart .,speaker,general,negative,55,62
25,Display is very good . Camera quality in this price range is very good . I ' m not happy with the battery performance . Quality of speaker is very poor . Let ' s talk about performance . mobile is lagging so much even not installed any apps . Real me UI worst experience . so much adds on this phone . I ' m not happy with this phone not recommended buy this phone .,display,general,positive,0,7
26,Display is very good . Camera quality in this price range is very good . I ' m not happy with the battery performance . Quality of speaker is very poor . Let ' s talk about performance . mobile is lagging so much even not installed any apps . Real me UI worst experience . so much adds on this phone . I ' m not happy with this phone not recommended buy this phone .,camera,general,positive,23,29
27,Display is very good . Camera quality in this price range is very good . I ' m not happy with the battery performance . Quality of speaker is very poor . Let ' s talk about performance . mobile is lagging so much even not installed any apps . Real me UI worst experience . so much adds on this phone . I ' m not happy with this phone not recommended buy this phone .,battery performance,general,negative,98,117
28,Display is very good . Camera quality in this price range is very good . I ' m not happy with the battery performance . Quality of speaker is very poor . Let ' s talk about performance . mobile is lagging so much even not installed any apps . Real me UI worst experience . so much adds on this phone . I ' m not happy with this phone not recommended buy this phone .,quality of speaker,general,negative,120,138
29,Display is very good . Camera quality in this price range is very good . I ' m not happy with the battery performance . Quality of speaker is very poor . Let ' s talk about performance . mobile is lagging so much even not installed any apps . Real me UI worst experience . so much adds on this phone . I ' m not happy with this phone not recommended buy this phone .,mobile,general,negative,187,193
30,Display is very good . Camera quality in this price range is very good . I ' m not happy with the battery performance . Quality of speaker is very poor . Let ' s talk about performance . mobile is lagging so much even not installed any apps . Real me UI worst experience . so much adds on this phone . I ' m not happy with this phone not recommended buy this phone .,ui,general,negative,251,253
31,I recently purchased realme C55 and I must say it is one of the best phones I have ever used . The phone is very lightweight and easy to carry around . The battery life is impressive and the camera quality is amazing .,realme c55,general,positive,21,31
32,I recently purchased realme C55 and I must say it is one of the best phones I have ever used . The phone is very lightweight and easy to carry around . The battery life is impressive and the camera quality is amazing .,battery life,general,positive,156,168
33,I recently purchased realme C55 and I must say it is one of the best phones I have ever used . The phone is very lightweight and easy to carry around . The battery life is impressive and the camera quality is amazing .,camera,general,positive,191,197
34,Great product for the price given . One can ' t expect better . The screen is fabulous . Camera for a reddish tint which should be fixed with an update . Battery life is superb . Fingerprint and face unlock works like a charm . In this budget don ' t expect anything better .,screen,general,positive,68,74
35,Great product for the price given . One can ' t expect better . The screen is fabulous . Camera for a reddish tint which should be fixed with an update . Battery life is superb . Fingerprint and face unlock works like a charm . In this budget don ' t expect anything better .,camera,general,negative,89,95
36,Great product for the price given . One can ' t expect better . The screen is fabulous . Camera for a reddish tint which should be fixed with an update . Battery life is superb . Fingerprint and face unlock works like a charm . In this budget don ' t expect anything better .,battery life,general,positive,154,166
37,Great product for the price given . One can ' t expect better . The screen is fabulous . Camera for a reddish tint which should be fixed with an update . Battery life is superb . Fingerprint and face unlock works like a charm . In this budget don ' t expect anything better .,fingerprint,general,positive,179,190
38,Great product for the price given . One can ' t expect better . The screen is fabulous . Camera for a reddish tint which should be fixed with an update . Battery life is superb . Fingerprint and face unlock works like a charm . In this budget don ' t expect anything better .,face unlock,general,positive,195,206
39,Its very good phone 90 hz very smooth    All youtuber say its bulky and heavy but i am use This phone there is no issue to his wight Its battery very powerfull 5000    And charge fast very fast trust me guys    Gaming good cod ( rip pubg ) is like makhan    And cameras are also great performance    And last this miui 13 its very cool to use And 2 days I am using this phone there is no 1 ads No one    If u want new phone blindly purchase this phone,phone,general,positive,14,19
40,Its very good phone 90 hz very smooth    All youtuber say its bulky and heavy but i am use This phone there is no issue to his wight Its battery very powerfull 5000    And charge fast very fast trust me guys    Gaming good cod ( rip pubg ) is like makhan    And cameras are also great performance    And last this miui 13 its very cool to use And 2 days I am using this phone there is no 1 ads No one    If u want new phone blindly purchase this phone,battery,general,positive,137,144
41,Its very good phone 90 hz very smooth    All youtuber say its bulky and heavy but i am use This phone there is no issue to his wight Its battery very powerfull 5000    And charge fast very fast trust me guys    Gaming good cod ( rip pubg ) is like makhan    And cameras are also great performance    And last this miui 13 its very cool to use And 2 days I am using this phone there is no 1 ads No one    If u want new phone blindly purchase this phone,cameras,general,positive,262,269
42,Its very good phone 90 hz very smooth    All youtuber say its bulky and heavy but i am use This phone there is no issue to his wight Its battery very powerfull 5000    And charge fast very fast trust me guys    Gaming good cod ( rip pubg ) is like makhan    And cameras are also great performance    And last this miui 13 its very cool to use And 2 days I am using this phone there is no 1 ads No one    If u want new phone blindly purchase this phone,miui 13,general,positive,314,321
43,This Mobile is Looking so beautiful .  Camera is amazing .  Display is Gud quality .  Battery is 2 Day running .  Very Nice Mobile .  I have used this mobile for three days .  I am so Happy .  Realme is the best Mobile,mobile,general,positive,5,11
44,This Mobile is Looking so beautiful .  Camera is amazing .  Display is Gud quality .  Battery is 2 Day running .  Very Nice Mobile .  I have used this mobile for three days .  I am so Happy .  Realme is the best Mobile,camera,general,positive,39,45
45,This Mobile is Looking so beautiful .  Camera is amazing .  Display is Gud quality .  Battery is 2 Day running .  Very Nice Mobile .  I have used this mobile for three days .  I am so Happy .  Realme is the best Mobile,display,general,positive,60,67
46,This Mobile is Looking so beautiful .  Camera is amazing .  Display is Gud quality .  Battery is 2 Day running .  Very Nice Mobile .  I have used this mobile for three days .  I am so Happy .  Realme is the best Mobile,battery,general,positive,86,93
47,Good looking phone in this price range .  If it has amoled display and 1000 nitts brightness it become a great deal .  Speaker quality is just ok . if it has Dolby Atmos then it is too good  Overall very good .,phone,general,positive,13,18
48,Good looking phone in this price range .  If it has amoled display and 1000 nitts brightness it become a great deal .  Speaker quality is just ok . if it has Dolby Atmos then it is too good  Overall very good .,display,general,positive,59,66
49,Good looking phone in this price range .  If it has amoled display and 1000 nitts brightness it become a great deal .  Speaker quality is just ok . if it has Dolby Atmos then it is too good  Overall very good .,speaker,general,neutral,119,126
50,"I ordered Samsung A14 light green variant .  Look wise phone is attractive .  Performance is also great .  Big Display , Average camera .  Little heavy near to 203 gm weight .",samsung a14,general,positive,10,21
51,"I ordered Samsung A14 light green variant .  Look wise phone is attractive .  Performance is also great .  Big Display , Average camera .  Little heavy near to 203 gm weight .",display,general,positive,111,118
52,"I ordered Samsung A14 light green variant .  Look wise phone is attractive .  Performance is also great .  Big Display , Average camera .  Little heavy near to 203 gm weight .",camera,general,neutral,129,135
53,"I ordered Samsung A14 light green variant .  Look wise phone is attractive .  Performance is also great .  Big Display , Average camera .  Little heavy near to 203 gm weight .",samsung a14,general,negative,10,21
54,"I don ' t like this product , but I want exchange this product Flipkart forcefully hands over to me . This is very dangerous to bought products from Flipkart . If u not like the product and want to return it , this facility not available with it .  I never bought any more product from Flipkart .",flipkart,general,negative,63,71
55,Too bad performance  Bad battery back up  Slow charging  Function not proper work  I don ' t requirement this product,battery back up,general,negative,25,40
56,Very disappointed with Samsung phone performance this is my first mobile purchased from Samsung and I regret doing this phone is not upto mark .    May be i am unlucky purchasing this mobile anyway I will return back this in a while with big loss,phone performance,general,negative,31,48
57,Very disappointed with Samsung phone performance this is my first mobile purchased from Samsung and I regret doing this phone is not upto mark .    May be i am unlucky purchasing this mobile anyway I will return back this in a while with big loss,phone,general,negative,31,36
58,Don ' t buy .    Bad camera .  Battery doesn ' t even last for a day on normal usage . Takes forever to charge . min 2 - 3hrs for full .  Too bulky .  GIANT Bazzles .  Display is OK OK .  No always on display .    Only thing good is the back panel look .    Why Samsung ? Why ?    Life would be better without this phone .,phone,general,negative,315,320
59,Don ' t buy .    Bad camera .  Battery doesn ' t even last for a day on normal usage . Takes forever to charge . min 2 - 3hrs for full .  Too bulky .  GIANT Bazzles .  Display is OK OK .  No always on display .    Only thing good is the back panel look .    Why Samsung ? Why ?    Life would be better without this phone .,camera,general,negative,21,27
60,Don ' t buy .    Bad camera .  Battery doesn ' t even last for a day on normal usage . Takes forever to charge . min 2 - 3hrs for full .  Too bulky .  GIANT Bazzles .  Display is OK OK .  No always on display .    Only thing good is the back panel look .    Why Samsung ? Why ?    Life would be better without this phone .,battery,general,negative,31,38
61,Don ' t buy .    Bad camera .  Battery doesn ' t even last for a day on normal usage . Takes forever to charge . min 2 - 3hrs for full .  Too bulky .  GIANT Bazzles .  Display is OK OK .  No always on display .    Only thing good is the back panel look .    Why Samsung ? Why ?    Life would be better without this phone .,display,general,negative,168,175
62,Don ' t buy .    Bad camera .  Battery doesn ' t even last for a day on normal usage . Takes forever to charge . min 2 - 3hrs for full .  Too bulky .  GIANT Bazzles .  Display is OK OK .  No always on display .    Only thing good is the back panel look .    Why Samsung ? Why ?    Life would be better without this phone .,display,general,neutral,168,175
63,Don ' t buy .    Bad camera .  Battery doesn ' t even last for a day on normal usage . Takes forever to charge . min 2 - 3hrs for full .  Too bulky .  GIANT Bazzles .  Display is OK OK .  No always on display .    Only thing good is the back panel look .    Why Samsung ? Why ?    Life would be better without this phone .,phone,general,positive,315,320
64,"Excellent product and awesome features , zoom is beyond comparison    Excellent display and good battery life . S pen is a master in it ' s own league .    While sticking screen guards Kindly make sure glue doesn ' t leak to the speaker or S pen modules as it may create an issue    Inorder to avail the offer    Please go to    Account  Coupons  All rewards and scroll down    You will get the offer mentioned and you can order the same if you are eligible    Happy purchasing",display,general,positive,80,87
65,"Excellent product and awesome features , zoom is beyond comparison    Excellent display and good battery life . S pen is a master in it ' s own league .    While sticking screen guards Kindly make sure glue doesn ' t leak to the speaker or S pen modules as it may create an issue    Inorder to avail the offer    Please go to    Account  Coupons  All rewards and scroll down    You will get the offer mentioned and you can order the same if you are eligible    Happy purchasing",battery life,general,positive,97,109
66,"Excellent product and awesome features , zoom is beyond comparison    Excellent display and good battery life . S pen is a master in it ' s own league .    While sticking screen guards Kindly make sure glue doesn ' t leak to the speaker or S pen modules as it may create an issue    Inorder to avail the offer    Please go to    Account  Coupons  All rewards and scroll down    You will get the offer mentioned and you can order the same if you are eligible    Happy purchasing",s pen,general,positive,112,117
67,"ordered the product during pre - book period , exchanging my old OP6 .    The product is great , the seller delivered in time . The exchange process with Flipkart was also great . After the return period I got my Galaxy buds 2 and Watch 4 classic as well .    The camera quality is excellent , the battery life is great as well . I am getting around 10 hours SOT , and 24 hours total time in a full recharge .    OneUI is one of the best Android experience you can get .",battery life,general,positive,298,310
68,"ordered the product during pre - book period , exchanging my old OP6 .    The product is great , the seller delivered in time . The exchange process with Flipkart was also great . After the return period I got my Galaxy buds 2 and Watch 4 classic as well .    The camera quality is excellent , the battery life is great as well . I am getting around 10 hours SOT , and 24 hours total time in a full recharge .    OneUI is one of the best Android experience you can get .",camera,general,positive,264,270
69,"ordered the product during pre - book period , exchanging my old OP6 .    The product is great , the seller delivered in time . The exchange process with Flipkart was also great . After the return period I got my Galaxy buds 2 and Watch 4 classic as well .    The camera quality is excellent , the battery life is great as well . I am getting around 10 hours SOT , and 24 hours total time in a full recharge .    OneUI is one of the best Android experience you can get .",oneui,general,positive,413,418
70,"ordered the product during pre - book period , exchanging my old OP6 .    The product is great , the seller delivered in time . The exchange process with Flipkart was also great . After the return period I got my Galaxy buds 2 and Watch 4 classic as well .    The camera quality is excellent , the battery life is great as well . I am getting around 10 hours SOT , and 24 hours total time in a full recharge .    OneUI is one of the best Android experience you can get .",product,general,positive,12,19
71,Product is really good but flipkart service is not I am not able to get my offer which were offered with the phone kindly guide the customers in a proper way to get the buds and watch at the offer price after buying the phone .,product,general,positive,0,7
72,Product is really good but flipkart service is not I am not able to get my offer which were offered with the phone kindly guide the customers in a proper way to get the buds and watch at the offer price after buying the phone .,flipkart service,general,negative,27,43
73,"This Smartphone is just beast ,  I am switching to Samsung phone after long time after note 5 .  Design is really awesome and it ' s very comfortable to hold . A bit heavier side it is expected as title says beast .  Display best in the market first point which interest me in this phone .  Second point which I liked about of this phone is the excellent Battery life even having so huge and beautiful Display it is giving 8 - 9 hrs screen on time which is again amazing .  Beautiful and fluent UI",smartphone,general,positive,5,15
74,"This Smartphone is just beast ,  I am switching to Samsung phone after long time after note 5 .  Design is really awesome and it ' s very comfortable to hold . A bit heavier side it is expected as title says beast .  Display best in the market first point which interest me in this phone .  Second point which I liked about of this phone is the excellent Battery life even having so huge and beautiful Display it is giving 8 - 9 hrs screen on time which is again amazing .  Beautiful and fluent UI",smartphone,general,neutral,5,15
75,"This Smartphone is just beast ,  I am switching to Samsung phone after long time after note 5 .  Design is really awesome and it ' s very comfortable to hold . A bit heavier side it is expected as title says beast .  Display best in the market first point which interest me in this phone .  Second point which I liked about of this phone is the excellent Battery life even having so huge and beautiful Display it is giving 8 - 9 hrs screen on time which is again amazing .  Beautiful and fluent UI",display,general,positive,217,224
76,"This Smartphone is just beast ,  I am switching to Samsung phone after long time after note 5 .  Design is really awesome and it ' s very comfortable to hold . A bit heavier side it is expected as title says beast .  Display best in the market first point which interest me in this phone .  Second point which I liked about of this phone is the excellent Battery life even having so huge and beautiful Display it is giving 8 - 9 hrs screen on time which is again amazing .  Beautiful and fluent UI",battery life,general,positive,355,367
77,"This Smartphone is just beast ,  I am switching to Samsung phone after long time after note 5 .  Design is really awesome and it ' s very comfortable to hold . A bit heavier side it is expected as title says beast .  Display best in the market first point which interest me in this phone .  Second point which I liked about of this phone is the excellent Battery life even having so huge and beautiful Display it is giving 8 - 9 hrs screen on time which is again amazing .  Beautiful and fluent UI",ui,general,positive,495,497
78,Phone is just Awsome camera quality superb  S Pen is addiction to ultra users And Display is quality was best . . . battery could be better compare to iphone  Overall Device is super fast . . . price is high but with offers its worth,phone,general,positive,0,5
79,Phone is just Awsome camera quality superb  S Pen is addiction to ultra users And Display is quality was best . . . battery could be better compare to iphone  Overall Device is super fast . . . price is high but with offers its worth,camera,general,positive,21,27
80,Phone is just Awsome camera quality superb  S Pen is addiction to ultra users And Display is quality was best . . . battery could be better compare to iphone  Overall Device is super fast . . . price is high but with offers its worth,display,general,positive,82,89
81,Phone is just Awsome camera quality superb  S Pen is addiction to ultra users And Display is quality was best . . . battery could be better compare to iphone  Overall Device is super fast . . . price is high but with offers its worth,battery,general,negative,116,123
82,Phone is just Awsome camera quality superb  S Pen is addiction to ultra users And Display is quality was best . . . battery could be better compare to iphone  Overall Device is super fast . . . price is high but with offers its worth,phone,general,negative,0,5
83,Need to buy charger seperately for full support of 45W . It charges within 60 minutes most of time and screen on time is 6 - 7 hours . The fort is nearly 10 - 15 kms away from my home and zoom and clearty after taking pics it ' s just awesome . Had to buy this one as it gives few more features than Apple . Portraits are good too . Overall great but little pricier as we compare to US prices .,zoom,general,positive,188,192
84,Need to buy charger seperately for full support of 45W . It charges within 60 minutes most of time and screen on time is 6 - 7 hours . The fort is nearly 10 - 15 kms away from my home and zoom and clearty after taking pics it ' s just awesome . Had to buy this one as it gives few more features than Apple . Portraits are good too . Overall great but little pricier as we compare to US prices .,clearty,general,positive,197,204
85,"The first time you look at it , it isn ' t that impressive , but once you touch it , god what a feeling . The device is aesthetic and looks better with lot of light around . The phantom black is awesome .    Coming to the cameras , they are better than any phone out there . When i say any phone that includes an iPhone too . The first time in my life , i don ' t feel like adding any filter or do any edits to my pics . They are just perfect . Perfect details , perfect colours and best resolution .",device,general,positive,110,116
86,"The first time you look at it , it isn ' t that impressive , but once you touch it , god what a feeling . The device is aesthetic and looks better with lot of light around . The phantom black is awesome .    Coming to the cameras , they are better than any phone out there . When i say any phone that includes an iPhone too . The first time in my life , i don ' t feel like adding any filter or do any edits to my pics . They are just perfect . Perfect details , perfect colours and best resolution .",cameras,general,positive,222,229
87,"Best Android phone available in market . Beautiful Display for multimedia and amazing sound system . Excellent processor for smooth daily operations and multi - tasking . No heating issues for regular usage . Not a gamer so cannot comment on gaming performance or heating issue . Amazing Battery life , can last almost 2 days for medium usage easily 1 day for even heavy usage . Finally the camera . . . . it is going to give iphone tough competition . Awesome images and videos . Night photography is next level",phone,general,positive,13,18
88,"Best Android phone available in market . Beautiful Display for multimedia and amazing sound system . Excellent processor for smooth daily operations and multi - tasking . No heating issues for regular usage . Not a gamer so cannot comment on gaming performance or heating issue . Amazing Battery life , can last almost 2 days for medium usage easily 1 day for even heavy usage . Finally the camera . . . . it is going to give iphone tough competition . Awesome images and videos . Night photography is next level",display,general,positive,51,58
89,"Best Android phone available in market . Beautiful Display for multimedia and amazing sound system . Excellent processor for smooth daily operations and multi - tasking . No heating issues for regular usage . Not a gamer so cannot comment on gaming performance or heating issue . Amazing Battery life , can last almost 2 days for medium usage easily 1 day for even heavy usage . Finally the camera . . . . it is going to give iphone tough competition . Awesome images and videos . Night photography is next level",sound system,general,positive,86,98
90,"Best Android phone available in market . Beautiful Display for multimedia and amazing sound system . Excellent processor for smooth daily operations and multi - tasking . No heating issues for regular usage . Not a gamer so cannot comment on gaming performance or heating issue . Amazing Battery life , can last almost 2 days for medium usage easily 1 day for even heavy usage . Finally the camera . . . . it is going to give iphone tough competition . Awesome images and videos . Night photography is next level",processor,general,positive,111,120
91,"Best Android phone available in market . Beautiful Display for multimedia and amazing sound system . Excellent processor for smooth daily operations and multi - tasking . No heating issues for regular usage . Not a gamer so cannot comment on gaming performance or heating issue . Amazing Battery life , can last almost 2 days for medium usage easily 1 day for even heavy usage . Finally the camera . . . . it is going to give iphone tough competition . Awesome images and videos . Night photography is next level",battery life,general,positive,288,300
92,"Best Android phone available in market . Beautiful Display for multimedia and amazing sound system . Excellent processor for smooth daily operations and multi - tasking . No heating issues for regular usage . Not a gamer so cannot comment on gaming performance or heating issue . Amazing Battery life , can last almost 2 days for medium usage easily 1 day for even heavy usage . Finally the camera . . . . it is going to give iphone tough competition . Awesome images and videos . Night photography is next level",camera,general,positive,391,397
93,Top class mobile none of the mobile matches to this beast . Samsung always rocks . S - Pen super latency accuracy simply amazing . Samsung worked very well on Battery part and succeeded 100 % . Audio improved a lot . Brightness exceptional . Overall mobile Mobile of the Year .,mobile,general,positive,10,16
94,Top class mobile none of the mobile matches to this beast . Samsung always rocks . S - Pen super latency accuracy simply amazing . Samsung worked very well on Battery part and succeeded 100 % . Audio improved a lot . Brightness exceptional . Overall mobile Mobile of the Year .,samsung,general,positive,60,67
95,Top class mobile none of the mobile matches to this beast . Samsung always rocks . S - Pen super latency accuracy simply amazing . Samsung worked very well on Battery part and succeeded 100 % . Audio improved a lot . Brightness exceptional . Overall mobile Mobile of the Year .,s - pen,general,positive,83,90
96,Top class mobile none of the mobile matches to this beast . Samsung always rocks . S - Pen super latency accuracy simply amazing . Samsung worked very well on Battery part and succeeded 100 % . Audio improved a lot . Brightness exceptional . Overall mobile Mobile of the Year .,battery,general,positive,159,166
97,Top class mobile none of the mobile matches to this beast . Samsung always rocks . S - Pen super latency accuracy simply amazing . Samsung worked very well on Battery part and succeeded 100 % . Audio improved a lot . Brightness exceptional . Overall mobile Mobile of the Year .,audio,general,positive,194,199
98,Top class mobile none of the mobile matches to this beast . Samsung always rocks . S - Pen super latency accuracy simply amazing . Samsung worked very well on Battery part and succeeded 100 % . Audio improved a lot . Brightness exceptional . Overall mobile Mobile of the Year .,brightness,general,positive,217,227
99,"Samsung S23 Ultra is the best mobile till date from the company . It ' s UI is very fast & smooth . The camera is improved from before . The heating issue is not at all felt after using the mbl . Battery is just great , having SOT around 7 - 8 hours with mixed usage . S Pen is another thing we would love very much which is same as S22 Ultra . Design wise no changes except for more flatter screen .",samsung s23 ultra,general,positive,0,17
100,"Samsung S23 Ultra is the best mobile till date from the company . It ' s UI is very fast & smooth . The camera is improved from before . The heating issue is not at all felt after using the mbl . Battery is just great , having SOT around 7 - 8 hours with mixed usage . S Pen is another thing we would love very much which is same as S22 Ultra . Design wise no changes except for more flatter screen .",ui,general,positive,73,75
101,"Samsung S23 Ultra is the best mobile till date from the company . It ' s UI is very fast & smooth . The camera is improved from before . The heating issue is not at all felt after using the mbl . Battery is just great , having SOT around 7 - 8 hours with mixed usage . S Pen is another thing we would love very much which is same as S22 Ultra . Design wise no changes except for more flatter screen .",battery,general,positive,196,203
102,"Samsung S23 Ultra is the best mobile till date from the company . It ' s UI is very fast & smooth . The camera is improved from before . The heating issue is not at all felt after using the mbl . Battery is just great , having SOT around 7 - 8 hours with mixed usage . S Pen is another thing we would love very much which is same as S22 Ultra . Design wise no changes except for more flatter screen .",battery,general,neutral,196,203
103,"Samsung S23 Ultra is the best mobile till date from the company . It ' s UI is very fast & smooth . The camera is improved from before . The heating issue is not at all felt after using the mbl . Battery is just great , having SOT around 7 - 8 hours with mixed usage . S Pen is another thing we would love very much which is same as S22 Ultra . Design wise no changes except for more flatter screen .",s pen,general,positive,269,274
104,"Samsung S23 Ultra is the best mobile till date from the company . It ' s UI is very fast & smooth . The camera is improved from before . The heating issue is not at all felt after using the mbl . Battery is just great , having SOT around 7 - 8 hours with mixed usage . S Pen is another thing we would love very much which is same as S22 Ultra . Design wise no changes except for more flatter screen .",screen,general,neutral,392,398
105,Fantastic mobile in all means . This is the best Android in market without doubt and I feel this is far better than latest iPhone in terms of quality and features .  Noted my observations after 2 weeks of usage .    But think twice before buying this from Flipkart . Such a pathetic service . I bought this phone in exchange of my S20 Fe 5g . My mobile was in flawless condition and the exchange amount was 22k . But during inspection they told it has a scratch on side and 3k will be deducted . It was just a very minor line on the side and because of that they deducted 3000Rs . Absolutely ridiculous . So think before exchanging your phone and getting this product .,mobile,general,positive,10,16
106,Fantastic mobile in all means . This is the best Android in market without doubt and I feel this is far better than latest iPhone in terms of quality and features .  Noted my observations after 2 weeks of usage .    But think twice before buying this from Flipkart . Such a pathetic service . I bought this phone in exchange of my S20 Fe 5g . My mobile was in flawless condition and the exchange amount was 22k . But during inspection they told it has a scratch on side and 3k will be deducted . It was just a very minor line on the side and because of that they deducted 3000Rs . Absolutely ridiculous . So think before exchanging your phone and getting this product .,flipkart,general,negative,256,264
107,Great product . First time using a Samsung device and so far so good . Will write more in details after a few weeks of usage . But the overall experience so far has been excellent . It s worth buying .,product,general,positive,6,13
108,After one month of use I found facial recognition and fingerprint scanner are not good being ultra top model from Samsung it should work flawlessly night time it doesn ' t recognize your face and about fingerprint scanner u have to put lots of effort to unlock your phone by multiple time scanning your finger by applying different amount of force on the screen .,facial recognition,general,negative,31,49
109,After one month of use I found facial recognition and fingerprint scanner are not good being ultra top model from Samsung it should work flawlessly night time it doesn ' t recognize your face and about fingerprint scanner u have to put lots of effort to unlock your phone by multiple time scanning your finger by applying different amount of force on the screen .,fingerprint scanner,general,negative,54,73
