id,text,aspect,category,polarity,from,to
27,I've had better Japanese food at a mall food court.,Japanese food,general,negative,16,29
28,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,general,negative,114,118
29,The french fries -- with the kalmata dip were terrific!,french fries -- with the kalmata dip,general,positive,4,40
30,"Three page wine menu, one page entree and horedevous.",entree,general,positive,31,37
31,Bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world: BLUE RIBBON SUSHI.,BLUE RIBBON SUSHI,general,positive,101,118
32,I also really enjoy the simplicity of the decor and intimate feeling of a small restaurant.,feeling,general,positive,61,68
33,Appetizer are excellent here; you can make a great (and inexpensive) meal out of them.,meal,general,positive,69,73
34,If you like seafood and/or Greek food you will love this place though it is not limited to just these things.,Greek food,general,positive,27,37
35,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",reservations,general,negative,35,47
36,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table,general,neutral,28,33
37,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,general,positive,4,11
38,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,sushi,general,positive,46,51
39,instead ordered an ice cold beer which to me works with indian.,beer,general,positive,28,32
40,"In such a crappy part of town to find a good value for lunch, this place is great.",lunch,general,positive,55,60
41,Love their drink menu.,drink menu,general,positive,11,21
42,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,pizza,general,positive,79,84
43,"Food wise, its ok but a bit pricey for what you get considering the restaurant isn't a fancy place.",restaurant,general,negative,68,78
44,The only friendly staff member was the guy at the bar.,guy,general,positive,39,42
45,"Even upon delivery, their juicy pork buns are quite good . .",pork buns,general,positive,32,41
46,The service was excellent and the food was delicious.,food,general,positive,34,38
47,An excellent service,service,general,positive,13,20
48,"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham.",breakfast sandwiches,general,positive,50,70
49,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",plate,general,positive,120,125
50,"Great food at REASONABLE prices, makes for an evening that can't be beat!",food,general,positive,6,10
51,They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.,assortment of wraps,general,positive,23,42
52,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",fried tofu,general,negative,81,91
53,"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.",portions,general,negative,35,43
54,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",meal,general,positive,49,53
55,We always enjoy the pizza.,pizza,general,positive,20,25
56,"Only wine and beer are served, but the house varities are actually quite good.",served,general,negative,23,29
57,"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",foods,general,positive,61,66
58,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,general,positive,23,27
59,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,chinese food,general,positive,93,105
60,Save room for the desserts! ;-),desserts,general,positive,18,26
61,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,general,positive,16,20
62,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",Mexican food,general,neutral,135,147
63,Management should really take notice and train their waitstaff and teach them some proper manners.,waitstaff,general,negative,53,62
64,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,SHOWS,general,positive,21,26
65,Food is excellent quality for a good restaurant price.,price,general,positive,48,53
66,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,Egyptian restaurant,general,positive,30,49
67,"Interesting selection, good wines, service fine, fun decor.",decor,general,positive,53,58
68,"My father had the flank steak which was very good, and my mother had the swordfish.",flank steak,general,positive,18,29
69,Service is not what you are coming here for...,Service,general,negative,0,7
70,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,general,positive,30,35
71,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Maine Lobster,general,positive,37,50
72,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",seasoning,general,negative,114,123
73,NOT THE PLACE IT ONCE WAS,PLACE,general,negative,8,13
74,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,general,negative,4,16
75,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,general,negative,4,15
76,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,general,negative,95,102
77,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",menu,general,positive,186,190
78,Why do people rave about the ambience.,ambience,general,negative,29,37
79,"We ordered a selection of the small plates, and the shoe string onions, goat cheese pizza, grilled asparagus and fried brie with fruit were all very good.",goat cheese pizza,general,positive,72,89
80,Great bottle of wine.,bottle of wine,general,positive,6,20
81,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,general,neutral,105,113
82,It's just O.K. pizza.,pizza,general,neutral,15,20
83,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini,general,neutral,21,28
84,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,half-price Saturday night option,general,positive,20,52
85,The worst excuse for Japanese food I've ever encountered.,Japanese food,general,negative,21,34
86,They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).,sauce cart,general,neutral,13,23
87,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,general,positive,57,73
88,"I complained to the waiter and then to the manager, but the intensity of rudeness from them just went up.",waiter,general,negative,20,26
89,"Really though, where's the seasoning?",seasoning,general,negative,27,36
90,The sauce is delicious and the crust is perfect.,sauce,general,positive,4,9
91,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",menu,general,positive,4,8
92,Lebanese Food!Yum!,Lebanese Food,general,positive,0,13
93,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,general,positive,57,62
94,"Many people talk about the great pizza and poor service, so it can't just be the rantings of a few dissatisfied customers.",service,general,negative,48,55
95,The sushi is always fresh and yummy and the menu is pretty varied.,sushi,general,positive,4,9
96,"I can say that the wraps, burgers and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money.",wraps,general,positive,19,24
97,All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,general,positive,65,75
98,Their coffee is quite good too!,coffee,general,positive,6,12
99,"It's really also the service, is good and the waiters are friendly.",waiters,general,positive,46,53
100,"To be fair, the food still is good and the service is quick and attentative even though its usually very busy.",food,general,positive,16,20
101,The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10!,live jazz,general,positive,64,73
102,I just found out that you can have the place to yourself on nights and weekends for a private party - can't wait to celebrate my next birthday there.,place,general,positive,39,44
103,"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",cold lobster salad,general,positive,52,70
104,"quacamole at pacifico is yummy, as are the wings with chimmichuri.",wings with chimmichuri,general,positive,43,65
105,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",fish,general,positive,64,68
106,Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,hot white mocha,general,positive,50,65
107,The food was boring and expensive.,food,general,negative,4,8
108,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,waiting,general,negative,117,124
109,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",place,general,positive,23,28
110,Try their plain pizza with fresh garlic or eggplant.,plain pizza,general,positive,10,21
111,you can actually get 2 salads worth if u take it home and add it to some lettuce!,lettuce,general,neutral,73,80
112,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,general,negative,41,46
113,Also get the Onion Rings -- best we've ever had.,Onion Rings,general,positive,13,24
114,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,general,neutral,134,138
115,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,pork belly tacos,general,positive,96,112
116,"Lunch came with pickels and slaw, no extra charge.",Lunch,general,positive,0,5
117,"The service was excellent, the food was excellent, but the entire experience was very cool.",service,general,positive,4,11
118,The food is tasty and portion sizes are appropriate.,food,general,positive,4,8
119,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",service,general,positive,4,11
120,"The appetizers are ok, but the service is slow.",service,general,negative,31,38
121,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",dishes,general,positive,105,111
122,Pizza here is consistently good.,Pizza,general,positive,0,5
123,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,general,positive,53,57
124,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",Chilli Chicken,general,negative,145,159
125,Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,general,positive,48,53
126,Open & Cool Place with the Best Pizza and Coffee,Place,general,positive,12,17
127,Patroon features a nice cigar bar and has great staff.,staff,general,positive,48,53
128,Ingredients are organic which is a real plus for me.,Ingredients,general,positive,0,11
129,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",customer service,general,negative,127,143
130,Made my dining experience uncomfortable.,dining experience,general,negative,8,25
131,The food is great and authentic.,food,general,positive,4,8
132,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",pastas,general,positive,61,67
133,The Seafood Dynamite is also otherworldly.,Seafood Dynamite,general,positive,4,20
134,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,dish,general,neutral,113,117
135,"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana.",Entrees,general,neutral,0,7
136,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,general,positive,118,144
137,Definitely try the taglierini with truffles - it was incredible.,taglierini with truffles,general,positive,19,43
138,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,general,positive,49,61
139,"When she complained, the waitress said, Sorry.",waitress,general,neutral,25,33
140,I highly recommend visiting this restaurant and having dinner and drinks!,drinks,general,positive,66,72
141,"By far, the best pizza in Manhattan.",pizza,general,positive,17,22
142,The pizza's are not huge and the crust is thin…keep that in mind when you're ordering.,crust,general,neutral,33,38
143,Everything was going good until we got our meals.,meals,general,negative,43,48
144,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",salmon,general,positive,28,34
145,I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,lunch,general,neutral,64,69
146,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",mayonnaise,general,negative,18,28
147,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",dim sum,general,neutral,239,246
148,"Try the ribs, sizzling beef and couple it with coconut rice.",beef,general,positive,23,27
149,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",room,general,negative,127,131
150,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,general,positive,0,13
151,"it gets really busy, so get there on the early side so you can grab a seat, if you do have to wait, its not bad because the service is quick!",service,general,positive,124,131
152,There was only one waiter for the whole restaurant upstairs.,waiter,general,neutral,19,25
153,Seattle's BEST Winelist,Winelist,general,positive,15,23
154,This place has great indian chinese food.,indian chinese food,general,positive,21,40
155,Satay is one of those favorite haunts on Washington where the service and food is always on the money.,service,general,positive,62,69
156,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,menu,general,negative,73,77
157,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,mushroom consomme,general,positive,56,73
158,"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",Sashimi portion,general,positive,4,19
159,"The naan was some of the best I've had and I really enjoyed the bhartha, not too tomatoey.",naan,general,positive,4,8
160,The service is outstanding and my crab-cake eggs benedict could not have been better.,crab-cake eggs benedict,general,positive,34,57
161,Plus they made a perfect martini.,martini,general,positive,25,32
162,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",pork croquette sandwich,general,positive,77,100
163,This place has ruined me for neighborhood sushi.,sushi,general,positive,42,47
164,How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!,dinners,general,negative,89,96
165,Prices are higher to dine in and their chicken tikka marsala is quite good.,Prices,general,negative,0,6
166,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",prices,general,positive,36,42
167,Best dish is nori-wrapped tuna.,nori-wrapped tuna,general,positive,13,30
168,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,general,negative,90,95
169,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",mirrored walls,general,negative,57,71
170,The manager was rude and handled the situation extremely poorly.,manager,general,negative,4,11
171,Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?,Malted Milk Ball Gelato,general,positive,0,23
172,"I wish I could like this place more, and I wish someone would retrain the staff.",staff,general,negative,74,79
173,"The food is very good too but for the most part, it's just regular food, nothing special.",food,general,positive,4,8
174,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,general,positive,6,11
175,"Nice restaurant overall, with classic upscale Italian decor.",Italian decor,general,positive,46,59
176,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,general,negative,60,66
177,The service is fine and they allow you to enjoy the view.,service,general,positive,4,11
178,I couldn't reccommend their Godmother pizza any higher.,Godmother pizza,general,positive,28,43
179,"But, they were too big for the bun.",bun,general,neutral,31,34
180,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,general,positive,81,86
181,The high prices you're going to pay is for the view not for the food.,food,general,negative,64,68
182,"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,general,negative,54,66
183,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,general,positive,31,48
184,"Service ok but unfriendly,filthy bathroom.",Service,general,negative,0,7
185,"Our waiter was non-existent and after our food finally arrived over an hour after we ordered, we were not given any water or utensils.",waiter,general,negative,4,10
186,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",music,general,negative,52,57
187,The main entree was also very good.,main entree,general,positive,4,15
188,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,general,positive,10,14
189,"If you are going for the food, it will not be worth it.",food,general,negative,25,29
190,i especially like their soft shell crab sandwich with fries.,soft shell crab sandwich with fries,general,positive,24,59
191,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes such as Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",menu,general,positive,37,41
192,"Good food at the right price, what more can you ask for.",food,general,positive,5,9
193,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,general,positive,64,69
194,I have never had cheescake like this.,cheescake,general,positive,17,26
195,We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,general,positive,39,48
196,I went this past Saturday and had a excellent meal of consisting of a braised lamb shank with mashed potatoes.,braised lamb shank with mashed potatoes,general,positive,70,109
197,"The waiters were very professional, courteous and attentive.",waiters,general,positive,4,11
198,Not a very fancy place but very good Chinese style Indian food.,place,general,neutral,17,22
199,"The bread and lamb chops I had before the meal were quite good, however.",bread,general,positive,4,9
200,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate decor will make you feel like you're no longer in the city.",unmarked wooden doors,general,positive,85,106
201,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,general,positive,15,19
202,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,general,neutral,71,75
203,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.",egg white omelet,general,positive,50,66
204,The bar is very well stocked with interesting beers and well priced wines.,priced wines,general,positive,61,73
205,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths,general,positive,4,9
206,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,general,positive,163,170
207,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,general,negative,76,90
208,The portions are large and the servers always surprise us with a different starter.,portions,general,positive,4,12
209,I've never had bad service and the fish is fresh and delicious.,fish,general,positive,35,39
210,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,general,positive,25,31
211,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",entree range,general,positive,14,26
212,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,rooms,general,positive,45,50
213,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",fish,general,positive,86,90
214,I would not expect this for a $55 dinner.,dinner,general,negative,34,40
215,Decor leaves something to be desired.,Decor,general,negative,0,5
216,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,lunch specials,general,negative,19,33
217,"Largest and freshest pieces of sushi, and delicious!",pieces of sushi,general,positive,21,36
218,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,seated,general,positive,50,56
219,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,general,positive,8,16
220,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",bread,general,positive,4,9
221,The fried dumplings are GREAT!,fried dumplings,general,positive,4,19
222,Staff is accomodating make sure you are satified.,Staff,general,positive,0,5
223,"The beverages were excellent, and the dessert was good.",dessert,general,positive,38,45
224,A perfect place to take out of town guests any time of the year.,place,general,positive,10,15
225,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,dining,general,positive,57,63
226,"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",MAC AND CHEESE,general,negative,131,145
227,They couldn't even make a salad that was appealing.,salad,general,negative,26,31
228,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,general,positive,4,11
229,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,general,positive,4,9
230,The sauce is excellent (very fresh) with dabs of real mozzarella.,dabs of real mozzarella,general,neutral,41,64
231,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,white organza tent,general,positive,18,36
232,"Terrible service, food ok, pricey",food,general,neutral,18,22
233,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,general,positive,202,207
234,"For a savory take on the soup and sandwich meal, try the hot and sour soup.",soup and sandwich meal,general,positive,25,47
235,Finally a meal that you will remember for a long time!,meal,general,positive,10,14
236,"In addition, the food is very good and the prices are reasonable.",food,general,positive,17,21
237,We could have made a meal of the yummy dumplings from the dumpling menu.,dumpling menu,general,positive,58,71
238,Intimate but charming interior with extremely friendly and attentive service.,service,general,positive,69,76
239,"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,general,positive,72,77
240,I thought the food isn't cheap at all compared to Chinatown.,food,general,negative,14,18
241,"Great food, great lay out and awesome service.",food,general,positive,6,10
242,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,thai cuisine,general,positive,77,89
243,"– Great drinks , corn beef hash, coffee, B Fast burritos, Gluten Free menu.",B Fast burritos,general,positive,41,56
244,"An awesome organic dog, and a conscious eco friendly establishment.",dog,general,positive,19,22
245,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,general,positive,66,72
246,"The entree was bland and small, dessert was not inspired.",entree,general,negative,4,10
247,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,general,positive,54,64
248,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,general,positive,47,53
249,"The food was good, the service prompt, and the price very reasonable.",service,general,positive,23,30
250,I ended the meal with the unusual dessert of a port and chocolate tasting....yummy!,dessert of a port and chocolate tasting,general,positive,34,73
251,The sauce tasted more like Chinese fast food than decent Korean.,sauce,general,negative,4,9
252,"If presentation and service is your thing, then this magic show works.",service,general,positive,20,27
253,"Even when the chef is not in the house, the food and service are right on target.",food,general,positive,44,48
254,The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,staff members,general,positive,4,17
255,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,general,positive,166,171
256,The dish had like 6 pieces of beef in it.,dish,general,neutral,4,8
257,For two people with tip was less than $25 bucks.,tip,general,neutral,20,23
258,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,general,positive,4,15
259,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bar,general,positive,28,31
260,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room,general,positive,29,45
261,The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,waitress,general,negative,4,12
262,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",cuisine,general,neutral,82,89
263,"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",space,general,neutral,4,9
264,The food was great!,food,general,positive,4,8
265,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,pub,general,negative,85,88
266,"Hands down, the best tuna I have ever had.",tuna,general,positive,21,25
267,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,staff,general,negative,41,46
268,I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,general,neutral,52,63
269,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",food,general,neutral,100,104
270,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",food,general,neutral,1,5
271,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,TOASTING,general,negative,22,30
272,If I could give 0 stars I would do so for this place.,place,general,negative,47,52
273,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",menu,general,negative,104,108
274,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,general,positive,4,20
275,"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,general,positive,24,28
276,The food is sinful.,food,general,positive,4,8
277,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",after dinner drink,general,positive,90,108
278,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Boton Shrimp,general,neutral,99,111
279,Beef noodle soup is good as well.,Beef noodle soup,general,positive,0,16
280,"So we sat at the bar, the bartender didn't seem like he wanted to be there.",bar,general,neutral,17,20
281,"I was there for brunch recently, and we were tag teamed by a waitress and a waiter.",waiter,general,negative,76,82
282,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",door,general,neutral,49,53
283,"But the space is small and lovely, and the service is helpful.",space,general,positive,8,13
284,They came out over cooked and the cheese was almost non existant.,cheese,general,negative,34,40
285,Just go in and sample the greatest french food west of Daniel.,french food,general,positive,35,46
