id,text,aspect,category,polarity,from,to
10,"Important note : Opt for this course only if you plan to do the entire specialisation . It is developed solely for the specialisation and not as a standalone course . You will not learn much concepts or theories or practice any R programming here . In general this course was basic and good enough to get someone started for specialisation . The video lectures for setting up R , RStudio and Github account were helpful and very basic ( maybe coz I already had an github account ) .",course,general,positive,30,36
11,"Important note : Opt for this course only if you plan to do the entire specialisation . It is developed solely for the specialisation and not as a standalone course . You will not learn much concepts or theories or practice any R programming here . In general this course was basic and good enough to get someone started for specialisation . The video lectures for setting up R , RStudio and Github account were helpful and very basic ( maybe coz I already had an github account ) .",video lectures,general,positive,346,360
12,"This is a lousy course . The subject and material could be interesting ; however , the lectures are inanimate and the quizzes are a Rubic ' s cubes of sudden death with no value to assess whether you ' ve understood the key points of the lectures ! While this course was a timed release ( implying someone at the U of Copenhagen is involved with it week to week , it feels as if it is an archived course with no live administration ; the only interaction you seem to have is with other students . This has got to be the worst Coursera course I have taken and I have taken quite a few .",course,general,negative,16,22
13,"This is a lousy course . The subject and material could be interesting ; however , the lectures are inanimate and the quizzes are a Rubic ' s cubes of sudden death with no value to assess whether you ' ve understood the key points of the lectures ! While this course was a timed release ( implying someone at the U of Copenhagen is involved with it week to week , it feels as if it is an archived course with no live administration ; the only interaction you seem to have is with other students . This has got to be the worst Coursera course I have taken and I have taken quite a few .",lectures,general,negative,87,95
14,"This is a lousy course . The subject and material could be interesting ; however , the lectures are inanimate and the quizzes are a Rubic ' s cubes of sudden death with no value to assess whether you ' ve understood the key points of the lectures ! While this course was a timed release ( implying someone at the U of Copenhagen is involved with it week to week , it feels as if it is an archived course with no live administration ; the only interaction you seem to have is with other students . This has got to be the worst Coursera course I have taken and I have taken quite a few .",quizzes,general,negative,118,125
15,"This is a lousy course . The subject and material could be interesting ; however , the lectures are inanimate and the quizzes are a Rubic ' s cubes of sudden death with no value to assess whether you ' ve understood the key points of the lectures ! While this course was a timed release ( implying someone at the U of Copenhagen is involved with it week to week , it feels as if it is an archived course with no live administration ; the only interaction you seem to have is with other students . This has got to be the worst Coursera course I have taken and I have taken quite a few .",material,general,negative,41,49
16,Interesting and thought provoking course BUT the peer assignment tasks and evaluation criteria are moving targets that seem to be very hard to hit per my own experience and the discussion forums . Also what if you do not totally agreed with the IDEA that thematic presentation of art is the way that modern art has to be presented . And find themes as more of a way for art institutions to promote their own agendas and longevities . Which again is nothing new in the presentation of art but also can meander away from the artists ' and art works ' intent !,course,general,positive,34,40
17,Interesting and thought provoking course BUT the peer assignment tasks and evaluation criteria are moving targets that seem to be very hard to hit per my own experience and the discussion forums . Also what if you do not totally agreed with the IDEA that thematic presentation of art is the way that modern art has to be presented . And find themes as more of a way for art institutions to promote their own agendas and longevities . Which again is nothing new in the presentation of art but also can meander away from the artists ' and art works ' intent !,peer assignment tasks,general,negative,49,70
18,Interesting and thought provoking course BUT the peer assignment tasks and evaluation criteria are moving targets that seem to be very hard to hit per my own experience and the discussion forums . Also what if you do not totally agreed with the IDEA that thematic presentation of art is the way that modern art has to be presented . And find themes as more of a way for art institutions to promote their own agendas and longevities . Which again is nothing new in the presentation of art but also can meander away from the artists ' and art works ' intent !,presentation,general,negative,264,276
19,"Awesome class . It was very accessible and had some great examples . I would have liked to see a little more asked of the students . It would have been fun to implement some more examples that required the full ML tool box ( cross validation , training ) . I was a little surprised that there were no discussion / examples of tree classifiers or Naive Bayes . It would have been helpful to have a discussion on how to handle categorical features .",class,general,positive,8,13
20,"Awesome class . It was very accessible and had some great examples . I would have liked to see a little more asked of the students . It would have been fun to implement some more examples that required the full ML tool box ( cross validation , training ) . I was a little surprised that there were no discussion / examples of tree classifiers or Naive Bayes . It would have been helpful to have a discussion on how to handle categorical features .",class,general,negative,8,13
21,"Nice course , instructor is so pretty : p and gives all detail . But those who are weak in English , may face problem to follow . Never the less , good course from one of the best B - School in the world . IE ranks 12 in Global MBA ranking by FT )",course,general,positive,5,11
22,"Nice course , instructor is so pretty : p and gives all detail . But those who are weak in English , may face problem to follow . Never the less , good course from one of the best B - School in the world . IE ranks 12 in Global MBA ranking by FT )",instructor,general,positive,14,24
23,"Nice course , instructor is so pretty : p and gives all detail . But those who are weak in English , may face problem to follow . Never the less , good course from one of the best B - School in the world . IE ranks 12 in Global MBA ranking by FT )",instructor,general,negative,14,24
24,"I really enjoyed this course . Professional , fun , filled with tons of useful information . I recommend to take the Lesson Design as well . Then it really clicks , all the theory they teach you is actually applied to all the courses of this Specialization in the videos , the assignments . reinforces the message Great job team ASU",course,general,positive,22,28
25,"I really enjoyed this course . Professional , fun , filled with tons of useful information . I recommend to take the Lesson Design as well . Then it really clicks , all the theory they teach you is actually applied to all the courses of this Specialization in the videos , the assignments . reinforces the message Great job team ASU",assignments,general,positive,277,288
26,"I really enjoyed this course . Professional , fun , filled with tons of useful information . I recommend to take the Lesson Design as well . Then it really clicks , all the theory they teach you is actually applied to all the courses of this Specialization in the videos , the assignments . reinforces the message Great job team ASU",team asu,general,positive,324,332
27,"This is easily the best introductory statistical mechanics course on - line . Prof . Cramer presents the fundamental concepts of statistical mechanics in a sensible manner which makes this difficult subject somewhat manegable even for beginners . People with former experience with statistical mechanics will , on the other hand , benefit from the inclusion of the more involved connections to quantum mechanics and physical chemistry . I also highly recommend the mentioned youtube courses on some advanced topics .",introductory statistical mechanics course,general,positive,24,65
28,"This is easily the best introductory statistical mechanics course on - line . Prof . Cramer presents the fundamental concepts of statistical mechanics in a sensible manner which makes this difficult subject somewhat manegable even for beginners . People with former experience with statistical mechanics will , on the other hand , benefit from the inclusion of the more involved connections to quantum mechanics and physical chemistry . I also highly recommend the mentioned youtube courses on some advanced topics .",prof . cramer,general,positive,78,91
29,Gives you a broad knowledge of all the different ways you can interact with the Arduino . Starting withe simplest elements as resistors and LEDs and ending in the most complex and advanced interfaces i . e . ethernet and wireless interfaces . Your knowledge will increase exponentially with every minute you use to study . Personally I consider this course a great and thrilling ride .,course,general,positive,350,356
30,"A really great introduction to Machine Learning , with accessible and understandable concepts introduced in a way that I can grasp both the mathematics and the intention behind them . Some of the Programming examples are challenges , but they need to be to ensure that you understand the subject matter , but all of them work well once you have completed them . Andrew Ng is an engaging teacher and I ' m very happy to have done this course and will recommend it to others .",course,general,positive,434,440
31,"A really great introduction to Machine Learning , with accessible and understandable concepts introduced in a way that I can grasp both the mathematics and the intention behind them . Some of the Programming examples are challenges , but they need to be to ensure that you understand the subject matter , but all of them work well once you have completed them . Andrew Ng is an engaging teacher and I ' m very happy to have done this course and will recommend it to others .",programming examples,general,positive,196,216
32,"A really great introduction to Machine Learning , with accessible and understandable concepts introduced in a way that I can grasp both the mathematics and the intention behind them . Some of the Programming examples are challenges , but they need to be to ensure that you understand the subject matter , but all of them work well once you have completed them . Andrew Ng is an engaging teacher and I ' m very happy to have done this course and will recommend it to others .",andrew ng,general,positive,362,371
33,"The content was very insightful , it provided me with some lenses ( as promised ) to analyse different organizational issues and have deeper understanding of possible strategies for me as a change agent . The two things I ' ve missed were 1 ) some peer - graded assignment in addition to quizzes and 2 ) some list for future investigation / reading . Maybe you would consider adding those to future courses . Thank you !",content,general,positive,4,11
34,"The content was very insightful , it provided me with some lenses ( as promised ) to analyse different organizational issues and have deeper understanding of possible strategies for me as a change agent . The two things I ' ve missed were 1 ) some peer - graded assignment in addition to quizzes and 2 ) some list for future investigation / reading . Maybe you would consider adding those to future courses . Thank you !",peer - graded assignment,general,negative,248,272
35,"The content was very insightful , it provided me with some lenses ( as promised ) to analyse different organizational issues and have deeper understanding of possible strategies for me as a change agent . The two things I ' ve missed were 1 ) some peer - graded assignment in addition to quizzes and 2 ) some list for future investigation / reading . Maybe you would consider adding those to future courses . Thank you !",content,general,negative,4,11
36,"This is my first course in coursera . It feels great to have been taught by the field head of machine learning . The tasks assigned were pretty awesome , and work done by the existing codes ( like analyzing pictures ) were awesome . Thank you sir for taking your time to teach us . I am grateful to you and the coursera team for arranging the machine learning course .",machine learning course,general,positive,343,366
37,"This is my first course in coursera . It feels great to have been taught by the field head of machine learning . The tasks assigned were pretty awesome , and work done by the existing codes ( like analyzing pictures ) were awesome . Thank you sir for taking your time to teach us . I am grateful to you and the coursera team for arranging the machine learning course .",tasks,general,positive,117,122
38,"This is my first course in coursera . It feels great to have been taught by the field head of machine learning . The tasks assigned were pretty awesome , and work done by the existing codes ( like analyzing pictures ) were awesome . Thank you sir for taking your time to teach us . I am grateful to you and the coursera team for arranging the machine learning course .",coursera team,general,positive,311,324
39,"Instructor is very good . His explanation about CONTIKI is simple super . Course Structure is very good . But , in my opinion require little bit elaborated explanation about ASSIGNMENT . Rather than everything is fine . Thanks to COURSERA .",instructor,general,positive,0,10
40,"Instructor is very good . His explanation about CONTIKI is simple super . Course Structure is very good . But , in my opinion require little bit elaborated explanation about ASSIGNMENT . Rather than everything is fine . Thanks to COURSERA .",course,general,positive,74,80
41,"Instructor is very good . His explanation about CONTIKI is simple super . Course Structure is very good . But , in my opinion require little bit elaborated explanation about ASSIGNMENT . Rather than everything is fine . Thanks to COURSERA .",assignment,general,negative,174,184
42,"Instructor is very good . His explanation about CONTIKI is simple super . Course Structure is very good . But , in my opinion require little bit elaborated explanation about ASSIGNMENT . Rather than everything is fine . Thanks to COURSERA .",coursera,general,positive,230,238
43,"This was a great course ! Easy intro into programming in general , and Prof . Chuck is great ! Enjoyed it thoroughly and learned a lot . Continuing to the next one !",course,general,positive,17,23
44,"This was a great course ! Easy intro into programming in general , and Prof . Chuck is great ! Enjoyed it thoroughly and learned a lot . Continuing to the next one !",prof . chuck,general,positive,71,83
45,Good coverage in a very fast intro to the subject . Definitely take away some things I am able to put into use in my work . I get the feeling this is quite a new course ( compared with the very well established Data Science Specialization ) and does not have the student interaction base yet . I hope this aspect develops - perhaps even with the TAs . For this level course student interaction could be even more valuable than the more hands on data science subjects . Hope this specialization takes off as well as the DSS did !,course,general,positive,162,168
46,Good coverage in a very fast intro to the subject . Definitely take away some things I am able to put into use in my work . I get the feeling this is quite a new course ( compared with the very well established Data Science Specialization ) and does not have the student interaction base yet . I hope this aspect develops - perhaps even with the TAs . For this level course student interaction could be even more valuable than the more hands on data science subjects . Hope this specialization takes off as well as the DSS did !,course,general,negative,162,168
47,"Personally I had trouble with week 2 of the course . I think more details on the types of inputs and outputs with some examples would have been useful . For example , I ' m still not sure whether buttons are considered tactile or electronic inputs . It might be obvious to others but I can see see how it can be argued either way .",course,general,negative,44,50
48,"This course doesn ' t have any writing assignments . I appreciated it because it truly did help me understand the ins and outs of citations , which I needed to know in order to continue on with this course . I tend to get lazy and cute incorrectly because I never had the chance to learn how to do it in school . This professor is very understanding and straight to the point . It ' s what I need for this type of course . If you listen to the professor , it ' s no problem to pass the assignments and quizzes . repetitive . long . too academic . unnecessary terms . The instructor voice is annoying after 2 minutes . Blah .",course,general,positive,5,11
49,"This course doesn ' t have any writing assignments . I appreciated it because it truly did help me understand the ins and outs of citations , which I needed to know in order to continue on with this course . I tend to get lazy and cute incorrectly because I never had the chance to learn how to do it in school . This professor is very understanding and straight to the point . It ' s what I need for this type of course . If you listen to the professor , it ' s no problem to pass the assignments and quizzes . repetitive . long . too academic . unnecessary terms . The instructor voice is annoying after 2 minutes . Blah .",professor,general,positive,318,327
50,"This course doesn ' t have any writing assignments . I appreciated it because it truly did help me understand the ins and outs of citations , which I needed to know in order to continue on with this course . I tend to get lazy and cute incorrectly because I never had the chance to learn how to do it in school . This professor is very understanding and straight to the point . It ' s what I need for this type of course . If you listen to the professor , it ' s no problem to pass the assignments and quizzes . repetitive . long . too academic . unnecessary terms . The instructor voice is annoying after 2 minutes . Blah .",professor,general,negative,318,327
51,"This course doesn ' t have any writing assignments . I appreciated it because it truly did help me understand the ins and outs of citations , which I needed to know in order to continue on with this course . I tend to get lazy and cute incorrectly because I never had the chance to learn how to do it in school . This professor is very understanding and straight to the point . It ' s what I need for this type of course . If you listen to the professor , it ' s no problem to pass the assignments and quizzes . repetitive . long . too academic . unnecessary terms . The instructor voice is annoying after 2 minutes . Blah .",writing assignments,general,negative,31,50
52,"Excellent course ! One of the best I have ever taken on photography . It opens up a large variety of topics and plots them along the evolution of photography from its very beginning to today . All of the content was hugely interesting , the materials and required readings were well - chosen and , most important of all , the course opened my eyes to many new possibilities of creative expression . This course is a must for anyone seriously interested in the subject of photography .",course,general,positive,10,16
53,"Excellent course ! One of the best I have ever taken on photography . It opens up a large variety of topics and plots them along the evolution of photography from its very beginning to today . All of the content was hugely interesting , the materials and required readings were well - chosen and , most important of all , the course opened my eyes to many new possibilities of creative expression . This course is a must for anyone seriously interested in the subject of photography .",content,general,positive,204,211
54,"Excellent course ! One of the best I have ever taken on photography . It opens up a large variety of topics and plots them along the evolution of photography from its very beginning to today . All of the content was hugely interesting , the materials and required readings were well - chosen and , most important of all , the course opened my eyes to many new possibilities of creative expression . This course is a must for anyone seriously interested in the subject of photography .",materials,general,positive,241,250
55,"This is one of if not the best course that I have taken . The instructor is outstanding and I find the lectures well prepared and well delivered . As an anthropology - zoology major and a meditator of about 5 - years , I find this course as an incredible bridge between the science of the brain and the practice of mindfulness . I hope that Robert Wright will continue to create offerings for the Coursera world ! Thank you so much for creating and providing this material . Craig Silverman",course,general,positive,31,37
56,"This is one of if not the best course that I have taken . The instructor is outstanding and I find the lectures well prepared and well delivered . As an anthropology - zoology major and a meditator of about 5 - years , I find this course as an incredible bridge between the science of the brain and the practice of mindfulness . I hope that Robert Wright will continue to create offerings for the Coursera world ! Thank you so much for creating and providing this material . Craig Silverman",instructor,general,positive,62,72
57,"This is one of if not the best course that I have taken . The instructor is outstanding and I find the lectures well prepared and well delivered . As an anthropology - zoology major and a meditator of about 5 - years , I find this course as an incredible bridge between the science of the brain and the practice of mindfulness . I hope that Robert Wright will continue to create offerings for the Coursera world ! Thank you so much for creating and providing this material . Craig Silverman",lectures,general,positive,103,111
58,"This is one of if not the best course that I have taken . The instructor is outstanding and I find the lectures well prepared and well delivered . As an anthropology - zoology major and a meditator of about 5 - years , I find this course as an incredible bridge between the science of the brain and the practice of mindfulness . I hope that Robert Wright will continue to create offerings for the Coursera world ! Thank you so much for creating and providing this material . Craig Silverman",robert wright,general,positive,341,354
59,"A well - designed course that allows me to understand the web development concepts . Each section is clear and flows to the next section . A great teaching method that makes you think and try out the changes . It does not matter if you make mistakes , the tutor as your back , and provides the before and after source code . Brilliant , other course providers should follow a similar method .",course,general,positive,18,24
60,"A well - designed course that allows me to understand the web development concepts . Each section is clear and flows to the next section . A great teaching method that makes you think and try out the changes . It does not matter if you make mistakes , the tutor as your back , and provides the before and after source code . Brilliant , other course providers should follow a similar method .",tutor,general,positive,256,261
61,"This is the BEST online course I ' ve taken on Coursera - or any other online platform for that matter . I appreciate the care taken to script each lesson and I also like the animation that kept me engaged . There ' s nothing worse than listening to an instructor who ' s not even prepared and is "" just sitting there "" in front of a camera . I also liked the final PDF documents . I plan on applying what I learned from this course at work .",course,general,positive,24,30
62,"This is the BEST online course I ' ve taken on Coursera - or any other online platform for that matter . I appreciate the care taken to script each lesson and I also like the animation that kept me engaged . There ' s nothing worse than listening to an instructor who ' s not even prepared and is "" just sitting there "" in front of a camera . I also liked the final PDF documents . I plan on applying what I learned from this course at work .",script,general,positive,136,142
63,"This is the BEST online course I ' ve taken on Coursera - or any other online platform for that matter . I appreciate the care taken to script each lesson and I also like the animation that kept me engaged . There ' s nothing worse than listening to an instructor who ' s not even prepared and is "" just sitting there "" in front of a camera . I also liked the final PDF documents . I plan on applying what I learned from this course at work .",animation,general,positive,175,184
64,"This is the BEST online course I ' ve taken on Coursera - or any other online platform for that matter . I appreciate the care taken to script each lesson and I also like the animation that kept me engaged . There ' s nothing worse than listening to an instructor who ' s not even prepared and is "" just sitting there "" in front of a camera . I also liked the final PDF documents . I plan on applying what I learned from this course at work .",instructor,general,negative,253,263
65,"This is the BEST online course I ' ve taken on Coursera - or any other online platform for that matter . I appreciate the care taken to script each lesson and I also like the animation that kept me engaged . There ' s nothing worse than listening to an instructor who ' s not even prepared and is "" just sitting there "" in front of a camera . I also liked the final PDF documents . I plan on applying what I learned from this course at work .",final pdf documents,general,positive,360,379
66,"One of the best MOOC I ' ve experienced . Narration has been wonderful and straight from the heart . Examples so relevant and memorable so as to make an everlasting impression . It is undoubtedly on of the best ever MOOC ever commissioned by Coursera . Thanks Dr Siedel , thanks Michigan . J SinghBangalore",mooc,general,positive,16,20
67,"One of the best MOOC I ' ve experienced . Narration has been wonderful and straight from the heart . Examples so relevant and memorable so as to make an everlasting impression . It is undoubtedly on of the best ever MOOC ever commissioned by Coursera . Thanks Dr Siedel , thanks Michigan . J SinghBangalore",narration,general,positive,42,51
68,"One of the best MOOC I ' ve experienced . Narration has been wonderful and straight from the heart . Examples so relevant and memorable so as to make an everlasting impression . It is undoubtedly on of the best ever MOOC ever commissioned by Coursera . Thanks Dr Siedel , thanks Michigan . J SinghBangalore",dr siedel,general,positive,260,269
69,"I signed up for this course because I had read Martin Seligman ' s Learned Optimism and wanted to learn more about positive psychology . I would have liked this class to have gone more in depth in terms of the actual science and research involved ( the studies Dr . Fredrickson refers to are for the most part only touched on briefly ) , and to have spent less time listening to the on - site students discussing their personal opinions ( though I appreciated their insights , I would have liked to have learned more actual information ) . I did get something out of the experiential activities . Although they are optional , I would recommend doing them to really get something out of the class . They allowed me to stop and think about things I may not have made the time for otherwise .",course,general,positive,21,27
70,"Machine Learning is a complete course about the mathematical techniques to make computers learn by themselves . In this course you will study the rationale behind mathematical algorithms and learn how to translate it into computation languages such as Octave or MAtlab . Warning : the course is fast - paced and requires some intermediate level on calculus , programming and algebra . You will be able to pass the course even if you are not pro at that but it will be hard !",course,general,negative,31,37
71,"Machine Learning is a complete course about the mathematical techniques to make computers learn by themselves . In this course you will study the rationale behind mathematical algorithms and learn how to translate it into computation languages such as Octave or MAtlab . Warning : the course is fast - paced and requires some intermediate level on calculus , programming and algebra . You will be able to pass the course even if you are not pro at that but it will be hard !",course,general,positive,31,37
72,"Ni Hao , I liked the course , good course content though the first week which includes the tones was tough as it is hard to memorize the same . But as English phrase says , "" try try till you succeed "" or keeping trying till you succeed . So we have to keep trying the tones till we succeed . Would like to thank the Professor for the video lectures . XieXie",course,general,positive,21,27
73,"Ni Hao , I liked the course , good course content though the first week which includes the tones was tough as it is hard to memorize the same . But as English phrase says , "" try try till you succeed "" or keeping trying till you succeed . So we have to keep trying the tones till we succeed . Would like to thank the Professor for the video lectures . XieXie",content,general,positive,42,49
74,"Ni Hao , I liked the course , good course content though the first week which includes the tones was tough as it is hard to memorize the same . But as English phrase says , "" try try till you succeed "" or keeping trying till you succeed . So we have to keep trying the tones till we succeed . Would like to thank the Professor for the video lectures . XieXie",content,general,negative,42,49
75,"Ni Hao , I liked the course , good course content though the first week which includes the tones was tough as it is hard to memorize the same . But as English phrase says , "" try try till you succeed "" or keeping trying till you succeed . So we have to keep trying the tones till we succeed . Would like to thank the Professor for the video lectures . XieXie",professor,general,positive,317,326
76,"This is an excellent course . It ' s very thought - provoking and provides insight into meditation - - a subject that eludes many people . The course needs more quizzes to help students learn and remember the knowledge taught in the lectures . It also needs a better evaluation scheme - - the two essay - only evaluation form does not do enough to test student knowledge . Test are needed . A better evaluation scheme would weigh testing and essays , for example , 60 % testing , 40 % essay .",course,general,positive,21,27
77,"This is an excellent course . It ' s very thought - provoking and provides insight into meditation - - a subject that eludes many people . The course needs more quizzes to help students learn and remember the knowledge taught in the lectures . It also needs a better evaluation scheme - - the two essay - only evaluation form does not do enough to test student knowledge . Test are needed . A better evaluation scheme would weigh testing and essays , for example , 60 % testing , 40 % essay .",quizzes,general,negative,161,168
78,"This is an excellent course . It ' s very thought - provoking and provides insight into meditation - - a subject that eludes many people . The course needs more quizzes to help students learn and remember the knowledge taught in the lectures . It also needs a better evaluation scheme - - the two essay - only evaluation form does not do enough to test student knowledge . Test are needed . A better evaluation scheme would weigh testing and essays , for example , 60 % testing , 40 % essay .",evaluation,general,negative,267,277
79,"This is an excellent course . It ' s very thought - provoking and provides insight into meditation - - a subject that eludes many people . The course needs more quizzes to help students learn and remember the knowledge taught in the lectures . It also needs a better evaluation scheme - - the two essay - only evaluation form does not do enough to test student knowledge . Test are needed . A better evaluation scheme would weigh testing and essays , for example , 60 % testing , 40 % essay .",test,general,negative,348,352
80,"This course is wonderful ! Its great oportunity for career evolution . I learned very much ! When I did contacting a teacher ( Eva ) about some specific questions , she was super helpful and helped me with the issue . I appreciate the opportunity and the creation of the course . Thanks so much .",course,general,positive,5,11
81,"This course is wonderful ! Its great oportunity for career evolution . I learned very much ! When I did contacting a teacher ( Eva ) about some specific questions , she was super helpful and helped me with the issue . I appreciate the opportunity and the creation of the course . Thanks so much .",eva,general,positive,127,130
82,The lectures and practicals are very easy to understand . The programming homework is a little bit hard for a python beginner to finish . I wish there are more hints or test examples . It would be better to include some reference papers for those who are more interested in the sequencing techniques and methods to read by themselves . And it would be very nice to have a summary slide at the end of the course .,lectures,general,positive,4,12
83,The lectures and practicals are very easy to understand . The programming homework is a little bit hard for a python beginner to finish . I wish there are more hints or test examples . It would be better to include some reference papers for those who are more interested in the sequencing techniques and methods to read by themselves . And it would be very nice to have a summary slide at the end of the course .,programming homework,general,negative,62,82
84,The lectures and practicals are very easy to understand . The programming homework is a little bit hard for a python beginner to finish . I wish there are more hints or test examples . It would be better to include some reference papers for those who are more interested in the sequencing techniques and methods to read by themselves . And it would be very nice to have a summary slide at the end of the course .,practicals,general,positive,17,27
85,The lectures and practicals are very easy to understand . The programming homework is a little bit hard for a python beginner to finish . I wish there are more hints or test examples . It would be better to include some reference papers for those who are more interested in the sequencing techniques and methods to read by themselves . And it would be very nice to have a summary slide at the end of the course .,reference papers,general,negative,220,236
86,The lectures and practicals are very easy to understand . The programming homework is a little bit hard for a python beginner to finish . I wish there are more hints or test examples . It would be better to include some reference papers for those who are more interested in the sequencing techniques and methods to read by themselves . And it would be very nice to have a summary slide at the end of the course .,summary slide,general,neutral,372,385
87,Terrible . Nobody seems to monitor the forum . No response to questions posted . I want to rate zero but there is no such option available .,forum,general,negative,39,44
88,Fantastic professor . Lots of very useful materials . Straightforward requirements . Contemporary cases . Very engaging course . Fascinating !,professor,general,positive,10,19
89,Fantastic professor . Lots of very useful materials . Straightforward requirements . Contemporary cases . Very engaging course . Fascinating !,materials,general,positive,42,51
90,Fantastic professor . Lots of very useful materials . Straightforward requirements . Contemporary cases . Very engaging course . Fascinating !,course,general,positive,120,126
91,Excellent course . One of the best . Related complex subject matter in a understandable way for those who have some basic background in this area . I took this course twice . Liked it better the second time . Highly recommended .,course,general,positive,10,16
92,"Perfect ! ! ! So , I had high expectations when I started the course and all were overcome . I recommend the course to all who wish to start some work , however slight , with biofilms . I congratulate the entire team of teachers .",course,general,positive,62,68
93,"Perfect ! ! ! So , I had high expectations when I started the course and all were overcome . I recommend the course to all who wish to start some work , however slight , with biofilms . I congratulate the entire team of teachers .",teachers,general,positive,220,228
94,"Excellent way to revisit / rethink what it is to learn and how best to go about it . While unquestionably a boon to students , as an adult ( past middle age ) , I took away many important and unexpected tips , techniques , and perspectives . Although I personally had little direct use for the section on Testing , it was still interesting—and I certainly wish I ' d known that material when I was a student . One thing I would have liked to have addressed is how to set up and use self - testing to assist with day - to - day , non - student procedures and learning situations . Both faculty members were engaging and inspired confidence .",faculty members,general,positive,585,600
95,"Learnt a lot of stuff on how things happen inside all of us . Struggled in few sections , as i have not been in tough with physiology . . . Feel program could be much more valuable by using1 ) 3D videos to support the lecture2 ) more examples of the application of the concepts in real life3 ) increase the extent of interdisciplinary elements ( Sports , medical , day in the life . ) 4 ) Videos of Experts to share their findings / research",3d videos,general,positive,193,202
96,I love this course ! ! It helped me a lot ! We are using all the information given and applying it in our kitchen . It would be great to have more courses like this . We´re creating new habits in our family . Thank you Maya for sharing .,course,general,positive,12,18
97,I love this course ! ! It helped me a lot ! We are using all the information given and applying it in our kitchen . It would be great to have more courses like this . We´re creating new habits in our family . Thank you Maya for sharing .,maya,general,positive,219,223
98,"Thank you Dr . Biccheiri for taking me through this course . I am involved in a Sanitation and Hygiene behavior baseline survey in Schools in India and I found this course relevant to my understanding of how behavior is an outcome of norms that arise in turn from empirical and normative expectations . However , I am still left wondering if defecation in the open is a social norm in India .",dr . biccheiri,general,positive,10,24
