id,text,aspect,category,polarity,from,to
10,"There were no treatment benefits from this particular drug. My nausea was not controlled at all, in fact I felt more nauseaus after taking the medication. I had severe restlessness, developed an intense feeling of anxiety, had an extreme desire to sit down, then lay down and went on to develop a dystonic reaction. I developed an intense feeling of doom, my stomach had feelings of cramps, knotting and pain. My neck felt tense and the ambulance was called and I was taken to the emergency dept of local hospital. Ambulance officers gave me pain relief and this settled my stomach of the knotting and cramping/pain. This also settled the feeling of doom. In emergency, after numerous examinations and questionning, abdo xray, I was given IV hydration x 2 litres and Ondansetron IV x 2 - 8 hours apart. I was observed in emergency overnight and went home the next morning with no side effects at all. Never will I take maxalon again!",metoclopramide,nausea,negative,-1,-1
11,"nothing....I think I am getting worse! I dont know what else to write, I just dont get better!..I am so dissappointed, I feel my eyes tired and dry easily, I get tired so fast and my lips are dry the whole day! upset stomach, nausea, fever twice a day DOXI 100 mg...plus face creams.. I wash my face carefully everyday, I exercise (jogging) but it is the same and even worse, my face gets red and have several bumps in my whole chics...hate it! :(",doxycycline,acne rosacea,negative,-1,-1
12,"Reduced the pain. no noticeable side effects. Started taking right after surgery. I had to subsequent surgeries during the following 5 months. Was taking in conjunction with narcotics right after surgery and for a week or so, then only the Celebrex. After about one year, it was reduced down to once a day. I noticed if I didn't take the medication my shoulder would consistantly ache at about a 3-4 out of 10 pain scale. With the medication, I would rate the pain as 0-1, not really noticeable, but still there.",celebrex,post shoulder surgery pain,neutral,240,248
13,None due to the short time taking drug. Headache first morning at 4AM that was relieved with Excedrin. Migraine headache with vomiting that lasted 14 hours. Couldn't go to work that day and stopped taking it. Not much to tell. I was just starting treatment with Klonopin and Abilify with the goal of stopping Klonopin in 30 days and then seeing how Abilify was working.,abilify,bipolar,negative,275,282
14,"Improved exercise tolerance. Stopped coughing up blood. Improvement in chest pain. Nausea, bad dreams, very prone to sunburn. For the antibiotic to be effective I need to take a relatively large dose for my size (50kgs). Have to take anti-nausea medication while on the course of antibiotic otherwise tend to lose weight. Have had repeated courses of this antibiotic over several years. Sometimes it works and other times it doesn't but the infection always recurs within a few weeks of stopping the treatment.",proquin-xr,recurrent pseudomonas chest infection,positive,-1,-1
15,"there were no treatment benefits in taking this drug i broke out into hives all over my torso i was seen in the doctor's office for a swollen lymph node in my groin. at first i was told to use warm compresses; this didn't work, so they put me on an antibiotic (keflex) and within 2 days i had broken out into hives all over my torso, and the lymph node did not decrease at all in size. it was still red, swollen, and painful. i then heard about lymph drainage, done by a certified massage therapist. went for one session. by the end of the session, my lymph node was smaller, no longer red, and no longer painful; within a day after the session, the lymph node was no longer swollen.",keflex,infected lymph node,negative,261,267
16,"I did not experience any treatment benefits from Topamax for my severe and incapacitating migraines. I did not get relief for my migraine headaches. My migraine headaches did not stop. My migraine headaches did not decrease in duration(3 days per migraine) or intensity (severe). I had one - 3 day a week migraine for over seven years. The Topamax treatment side effects were extreme when I was taking it. I experienced extreme weight loss, I went from one hundred thirty pounds down to ninety eight pounds. I experienced mental confusion and had a hard time focusing on anything including family, relationships and work. I experienced a deep depression and had suicidal ideations that I had never before had. I also experienced loss of my word finding skills. The treatment details for Topamax which is used to treat seizure disorders was also supposed to treat migraines are as follows. As the patient I was to take fifty milligrams per day and was told I would lose perhaps two percent of my body weight but that after a thirty day period my migraines would decrease in intensity and decrease in duration.",topamax,migraines,negative,49,56
17,"cleared acne, dried skin out considerably. Was very easy to use. Did not take much to use. No smell or fragrance. created such redness and irratation my face looked worse from that then it did from the acne. Created cracks around my eye area that was very sensitive. My skin burned and stung. Skin became so dry it itched. I was embarrased by the redness and flaking. It almost looked like my skin was burned apply nightly to clean skin",differin,acne,neutral,-1,-1
18,"In the beginning of my treatment for type 2 diabetes, I found the benefits of Glucophage or metformin for me to be two-fold. Number one, metformin did seem to lower my blood sugar over a short amount of time in the beginning. Number two, as a medication I found necessary in my life, I have found it fairly inexpensive to purchase as a generic drug. The treatment side effects I experienced were in the beginning. At the very start of taking Glucophage, I had diarrhea. It did go away after some time on the drug. I take 1000 mg caplets; one in the morning with my breakfast and one in the evening with my dinner.",metformin,type 2 diabetes,neutral,92,101
19,"While I definitely did notice some improvement in my depression, I believe that Zoloft is far from being a truly effective antidepressant drug. My depression had somewhat subsided and my panic attacks were less severe, albeit not completely gone. From my personal experience, this drug exerts its effects mainly through a total numbing of one`s emotions. I had become a zombie, not feeling depressed but at the same time not feeling any positive emotions. My emotions had been totally flattened. My libido was gone. I had absolutely no desire for any kind of sexual activity. 50 mg per day, in the mornings. Total duration of the treatment: 3 years. During the treatment course, attempts were made to titrate the dosage to 100 mg per day, but I couldn`t tolerate it.",zoloft,depression,positive,80,86
20,"After menopause, I experienced painful intercourse and some bleeding caused by vaginal dryness. I tried over-the-counter lubricants including suppositories but found them to be inconsistent and they also masked sensitivity in the vaginity area. Vagifem has little side effects. I occasionally notice some discharge. I also feel bloated for a day or so after inserting. The small tablet is inserted vaginally twice a week. It's recommended that you do so at the same time of day. Twice a week is somewhat difficult to keep track of. Does that mean every 3 days or every 4 days? It involves marking treatment down on a calendar to maintain a regular schedule.",vagifem,vaginal dryness,neutral,245,252
21,"While taking Effexor at the 37.5mg dose, I have noticed some improvement in my mood stability throughout the morning. I felt less anxious during the day, but anxiety creeps in again towards the night. Although I felt MUCH happier and more like my ""old"" self on the higher dose, the 37.5mg dose allowed me to sleep the night, which was not possible at the higher dose. Upset stomach was common if I forgot to take it with food. My doctor prescribed due to depression and anxiety. As mentioned above, I felt so much better on the higher dose (75mg?)... but was unable to sleep at night for several weeks on this dose. Therefore, I began again at the lower (37.5mg) dose (after trying a few other antidrepressants). Overall, I am currently unhappy with the effects of the lower dose.",effexor,depression,positive,13,20
22,cleared my UI i didnt even know i had one.. feeling sick dizzy made vision in eye go funny. made tendons in whole body swell made muscels feel like they are burning. i cant excercise now because i have to let me tentons heal . i dont know how long it will take. brain fog extream fear and emotional . please dont ever take this medication im horrified by how it made me feel in such a short amout of time,proquin-xr,u/i,negative,-1,-1
23,"Mirapex: tremor control Mirapex: impulse control absence, induction of OCD symptoms, drug addiction (heroin, crack, etc.) and hepatitis B & C all pursuant to massive sexual and substance risk taking behaviors, loss of professional license, theft of $1million of clients' funds, gambled EVERYTHING away, lost everything, began inappropriate sexual relationships with prostitutes in home town and in Central America as well as with underaged females (who were often teenaged crack addicts), theft of EVERY SINGLE ITEM of any value from his extremely elderly wealthy father and from the rest of us, left crack in our young adult daughter's car, severing of relationships: WE have to protect ourselves from him and his evil-Mirapex reactions Subsequently: he got DBS implanted and has been able to reduce the Mirapex - BUT THE DAMAGE IS DONE",mirapex,parkinson's,negative,0,7
24,"I sometimes wake up refreshed although with xyrem I only sleep for about 5 hrs every night Night sweats. waking up too early. Getting unrefreshed sleep every other night I have been taking Xyrem for about 2 months. I sleep about 5 to 5 1/2 hours every night. I wake up between 3 to 3 1/2 hour after the 1st dose and then I sleep for about 2 to 2 1/2 hours after the 2nd dose and am unable to fall asleep. The weirdest thing is that I get a refreshing sleep every other day. On the days that I wake up exhausted, I am barely able to make it through the day and am hungry all the time. The next night, I usually sleep well and have a better day there after. I am going to stop taking it and I am going to explore other options such as Rozerem or Trazodone",xyrem,"unrestful sleep, narcolepsy?",negative,44,49
25,"As an RN for 14 years, I was familiar with Detrol LA and why it was prescribed for me. I was diagnosed two years ago with Multiple Sclerosis and have a spastic bladder. Soon after being prescribed Detrol LA, I had a definite decrease in urination frequency. However, after about six months, my urinary habits returned to pre-medication levels. I void every two hours. About one year ago, I stopped taking Detrol LA for two months, thinking that giving my bladder a break from the med would help. I then restarted Detrol LA and noticed no difference. I am seriously thinking about stopping the medication. It is essentially useless. Mild dry mouth. Otherwise, no side effects. I have been on Detrol LA for since being diagnosed with Multiple Sclerosis two years ago. I have a spastic bladder and urinate every two hours. I take 2mg twice a day. The medicine worked for about six months, then was virtually ineffective.",detrol-la,spasdic bladder,positive,-1,-1
26,"Risperdal reduces worry about visual and auditory hallucinations that remain. Personality remains intact. Disturbing thoughts are reduced. Significant weight gain, weak muscles, fogginess, nightmares, sleepwalking and loss of appreciation for humor. She sees people and hears music that others do not see or hear, therefore takes risperdal when symptoms are too difficult to manage to be a competent spouse, parent and professional. Talk therapy combined with medication monitoring supported by Risperdal each night helped to improve self confidence and reduce paranoia.",risperdal-consta,hallucinations,positive,-1,-1
27,"Breathing became easier. Had leg cramps, dizzyness, muscle weakness, tiredness - progressive over two months of taking Symbicort. The patient died two months after commencing Symbicort. Discussion after death led to physician suggesting this was the cause of a massive MI and death. He was going to report this to the manufacturers. On using second issue of Symbicort death occured.",symbicort,asthma,negative,119,128
28,"It mostly eliminated the urge to smoke, allowing me to quit. Having tried other drugs to quit smoking, I was shocked by how effective this drug was. Severe depression, suicidal, that continued for eight months until I decided to start smoking again. Drug made my kidneys ache. My daughter had similar depression/suicidal side effects. In my opinion a dangerous drug. I followed the recommended drug regime, until I reached a dose of 1 mg a day. I did not feel the need to increase dosage beyond that, as I stopped smoking, and was having side effects of nausea, stomach cramps, kidney pain, as well as mood changes, which I had anticipated, and thought were normal.",chantix,tobacco addiction,negative,-1,-1
29,"better mental acumen, energy,hair texture,better physical endurance and strength I would not term the effects as negative side effects, nor would I say they the effects were as beneficial as I expected them to be. 10 years later and I am still suffering the same symptoms, though not as severe. I have had a very difficult time getting traditional Dr.s to look beyond the Thyroid and to realize that for a woman it becomes a package deal. Once you hit menopause and the chemical balance shifts it is not enough to look at one part of the body and blame that for all your symptoms. I was NEVER sick as a child or young adult. I never had female problems, but once menopause set in my body went haywire. I KNOW, in speaking with women my own age,that I am not an isolated case. Thyroid disease is more prevalent than ever and this drug does not cut it for some patients. One pill every morning 1 hour before breakfast. Just recently instructions have included not taking vitamins with Calcium 2 hrs after the pill, but this has not made a difference.",synthroid,hypothyroid,neutral,-1,-1
30,"After the administration of the first injection the pain decreased, however after a period of two weeks it returned. A second injection was administered. There was no improvement and undesirable side effects, as described below, appeared. Two days after the 2nd injection the body weight started to increase. In the forth day it was 1.5 kg heigher. In the following four days it returned to almost normal. During this period I felt tired and dizzy and fainted at one occasion. The blood test indicated that the concentrations of potassium and sodium were outside the normal limits (Potassium too high, 5.3 mmol/L and sodium too low, 134 mmol/L), in a dangerous range. Similarly to the pH, the safe range for these two ions is narrow. Four days later the potassium was OK, 5.1 mmol/L albeit high, but the sodium, remained unchanged. In additional three days, the sodium was OK,136 mmol/L ,albeit low. I continued to feel tired for the next two weeks Two injections were administered in a period of two weeks",betamethasone,trochanteric bursitis,negative,-1,-1
31,"For awhile it did prevent cold sores. Then I started having frequent chest pains as well as fainting spells. Now I'm finding out from an ER Physician and the Pharmacist I 1. should never have been prescribed this dosage (twice what should be prescribed in per day) and NO-ONE should take Acyclovir for this length of time either. I've been told this is the reason for my fainting spells, chest pain, low blood pressure problems, increased kidney (renal) damage, yeast infections and most recently a series of fungal infections. fainting spells, chest pain, low blood pressure, further kidney damage, infections followed up with fungal infections. I now am taking 1000 mg of L-Lysiene (natural food store or grocery store) per day. It's extrememly low cost and it's very effective. I hope this information will help someone not go through what I've gone through. I don't have chest pain since I've quit using it after one week. I was never even given one liver functioning test on this at all and that is reccommended by the way. Good Luck and take care.",zovirax,cold sores/ herpes i,positive,-1,-1
32,"Reduces the symptoms of pseudomonas chest infection for a few weeks, especially the haemoptysis. Condiderable nausea, bad dreams & increased sensitivity to the sun. Take the drug for a 3 week course then wait until symtoms increase again then have another 3 week course. Usually works out at about 3 weeks on & 3 to 4 weeks off.",proquin-xr,chest infections,positive,-1,-1
33,improve cystic acne on chin -- I still get a few bumps but not as many or as violent as before the treatment. perhaps a little dryness but I cannot say that this was a problem at all. I have tried many prescription and nonprescription medications for adult acne. This one worked as well as any of them with less irritation. While I was using the medication to treat cystic acne I also saw a significant improvement is white heads and black heads. White heads on my forehead virtually disappeared.,aczone,acne,neutral,-1,-1
34,cleared bacteria on skin slightly stomach pains sickness tetracycline is a antibiotic and a hormone used to control infections and regulate hormonal imbalances.,tetracycline,acne,positive,57,69
35,"The 1st week felt great. All the racing thoughts were gone. Mind was kinda empty and quiet. I could concentrate. I was able to think of a task that needed done and complete it. Then move on to the next task. Was only able to work on 1 thing at a time instead of going from one thing to the next without finishing anything. Could listen to the person talking to me without starting to day dream and lose the conversation. Was very happy with it. 1st 2 days had nothing in my head. No thoughts at all. Didn't talk because there was nothing to say. I could understand people talking to me, but didn't have responses. Kinda groggy. Took a nap on the 1st day, which is something I never do. In my third week, feel like its stopped working. Minds not racing like before, but feels like all my thoughts are blurry. Feel very blah, not motivated at all. Could sit all day and do nothing. Before meds I ran around all day from one thing to the next and not finish anything. I could be in the middle of folding laundry, then walk away to do the dishes. I couldn't take my kids with me to the grocery store because their talking would distract me and I would forget things. Taking a list wouldn't help because I couldn't write lists. Now, I don't even want to do the laundry. I don't want to do anything. I wondering if changing the dose will help. Started out on 40ml. Which I thought was kinda high because I only weigh 118. Was told to go to 80ml after only 3 days. I did that and could not sleep at all! Was awake for at least 48 hours. So the doc had me go back down to 40ml. Which isn't working now.",strattera,add,positive,-1,-1
36,"This medication enabled me to think clearly. My thought processes were more coherent. It assisted me in concentrating and therefore I was able to complete tasks --- finally had follow-thru! I was able to manage my time better. This medication caused me to be nervous, tremble and I became slightly irritable. nan",ritalin-la,adhd,neutral,-1,-1
37,"The benefits of Celexa have been surprising and welcome. Over the passt 15 years I've been given every anti-depressant the doctors could think of. Most had no effect at all, some had such uncomfortable side effects that I couldn't take them long enough to find out if they would help at all. One (I can't remember the name) actually lifted my depression almost immediately and made me feel great, but after about 3 weeks I was suddenly plunged into a depression that was darker and more frightening than any I'd experienced before. I stopped taking it. The side effects I experienced with Celexa were heart palpitations during the first few weeks of taking it, which later subsided. Yawning was also a side effect, but it went away after a couple of months. I take 1 1/2 40 mg. tablets of Celexa once a day.",celexa,"depression, irritability",neutral,16,22
38,"The acne has decreased and I have not had major skin irritation or sunburn like I know other acne treatments can cause. Mild dry skin that improves with the use of cream. I was prescribed the medication for moderate acne. I have been using it every night, a pea-sized amount all over my face except eyes, 30 minutes after washing and drying my face with a mild soap. I wait unitl it dries before going to bed, so it won't smear off. I use a moisturizing cream the next day with SPF of at least 15.",differin,mild acne,positive,-1,-1
39,"The benifit of taking the drug was to decrease the symptoms of depression and anxiety. In addition, the drug did not suppress the libido on the opposite it increase the sexual desire. Side effects were many. THEre was a decrease in energy levels and dizzines. There was weight gain. At the end of the 30 days period the feelings of depression were still an issue The treatment consisted of taking 30mg every morning for thirty days. Also, started an exercise program to increase the endorphins levels in the brain. The doctor suggested fifteen minutes of sunshine a day. After the thirty days period the follow up consisted of answering questions about the positive and negative effects of the drug. After reviewing the answers it was determined that I needed to be on a higher dosage because the symptoms of depression were still an issue. The increase in dosage was from 30mg to 60mg and still at the end of thirty days there was mo change in the symptoms. Finally I had to switch to another medication which so far it has worked fine.",cymbalta,depression,positive,-1,-1
40,"it's admittedly very good at preventing pregnancy... because well...it kinda stops the urge to have it. constant back and stomach cramps,breakthrough bleeding(really often),it made my interest in sex really really low because I developed dyspareunia(painful intercourse) and it made me avoid sex which made me considerably depressed..and depression may or may not be a side effect..but it definitely was a thing. one shot every 4 months,it's fairly painless... it's a great form of contraceptive. because it basically makes you abstinent..the side effects just aren't worth it.",depo-provera,birth control,positive,-1,-1
41,"2blood preasure meds and still prescribed 1 more some coughing 1 pill every 12 hours,with 300mg labetalol every 12 hours and amlodipine 10 mg 1 per day. i have fatigue and muscle weekness the jury is still out,on why,it is now suggested i have a non alcoholic fatty liver,from a gallblader echo. I am very leary of taking any meds.for extra work for my liver.",prinivil,high blood preasure,positive,-1,-1
42,"i was experiencing nausea without vomiting. The doctor prescribed stemetil 3x daily. The first day the nausea was largely alleviated by the taking the stemetil. The second day of taking stemetil i began to experience unpleasant anxiety and a cramping sensation in my muscles, particularly my arms. This worsened throughout the day and I found myself uncontrollably flexing my muscles and not being able to control it. My GP prescribed stemetil for the nausea associated with a migraine. 5 mg x 3 a day. After experiencing the symptoms as described above, I returned to the Doctor. He injected me with something? which counteracted the uncontrollable cramping I was experiencing.",prochlorperazine,nausea,negative,-1,-1
43,I have tried many other medications that were useless. Over the counter as well as other px. This treatment always works. The headache subsides in one to two hours. The only side affect noted is feeling tired. I feel tired and usually need to take a short rest a few hours after taking medication,zomig,migraine,neutral,-1,-1
44,"Breast cancer was oestrogen and progesterone positive so taking this following surgery and radiotherapy reduced likelihood of recurrence My hot flashes, which had stopped with HRT taken some 8 years prior for 5 years, came back ++. Following a 6 week course of radiotherapy I went onto daily tamoxifen, then after 3 years on this I was changed onto Arimidex which I tolerated better.",nolvadex,breast cancer,positive,-1,-1
45,treatment benefits include migrain pain subsiding in about 20 minutes. No lingering fuzziness from taking this medication. Did not make me sleepy. If migrain pain appeared hours later another dose taken. This drug is especially handy for anyone with pre-menstural migrain headaches for me there w4ere no treatment side effects. This medication did not cause drowsiness and I was able to keep doing my daily activiites. I also found that if I drank some coffee it would work even faster. It works in about 20 minutes after taking the medication. I take one tablet at the onset of of any migrain. After taking the tablet in about 20 minutes depending upon how fast I got to the pain. The medication started to work and within about 20 minutes the headache was all but forgotten. This is a safe great medication for anyone who suffers from migrain pain,fioricet,migraines,neutral,-1,-1
46,"The benefits of the treatment were clearing a fungal infection that plaqued me for a few months. I did not experince any treatment side effects. However, I did get pregnant while taking the medicine, but I did not have any complications. I had to take 3 pills everyday for six weeks to clear up the fungal infection. The treatment was not hard, but it was effective.",grifulvin-v,fungus,neutral,-1,-1
47,"Deppression disappeared. Anxiety disappeared. Since I have been on Lexapro I have realised I have been depressed most of my life. I have a very strong family history of major depression. I was in denial to the fact I was depressed. When you have always been depressed you don't know any different. Since Lexapro I have felt alot calmer and happier. The intense guilt I felt about everything has almost gone. My mind would also constantly relieve traumatic past events and mistakes I had made. I really didn't ever want to wake up in the morning - but now I do. The depressive need to sleep in the day time has gone. I am also becoming much less socially isolated, more confident and have began ejoying life. I would have liked to find Lexapro Many years ago. I started taking 5mg daily for the first two weeks and did feel an increase in anxiety which subsided after a couple of days. When I increased to 10 mg the anxiety returned and then again subsided. I also felt ""far away and fuzzzy headed"" for about 3 weeks. Insomnia was also an initial side effect. After 6 weeks I am not experiencing any side effects and am extremely grateful for my improved mood. I began taking Lexapro for 6 weeks. I started at 5mg for two weeks and then increased it to 10mg. I plan to continue taking it for a long time as i have never felt better.",lexapro,depression/anxiety,neutral,67,74
48,"Stabilizes my thyroid function and brings it into a ""normal"" range. Consequently my heart rate normalizes Early in treatment Drs. would give me a specific dose to take for as long as 6 weeks. During this amount of time, on say..30-20 mgs per day, my thyroid would become so enlarged, I could barely swallow.. I now have a better handle on it.. and monitor my self with either breaking pills or smaller doses which I can control. ALSO--I now have Osteopenia. First need to say Drs. waned me to have thyroid ablation. I opted to ""keep"" my thyroid and treat with mediycation, rather than ""killing it off"" chemically and becoming HYPO-Thyroid and treating with a replacement ""synthroid"" type meds. Early in treatment Drs. would give me a certain dose to take for as much as 6 weeks-long after reaching ""normal"" (tsh etc..)thyroid levels, Now I monitor myself by how I feel and usually I'm not accurate, but most of the time I am. ALSO I now have Osteopenia-exercise and calcium and Vit D are all very important!",methimazole,hyperthyroidism,positive,-1,-1
49,"Some weight loss/craving control, lessened desire to drink Tons of tingling in the hands/feet, intense hypersomnia (sleeping 16+ hours a day), increased aggressiveness, loss of appetite, lack of energy Topiramate was given as a mood stabilizer for bipolar and BPD, ended up sleeping a great deal of the time, which I suppose stabilizes your moods if you're never awake to have them.",topamax,borderline personality disorder,positive,-1,-1
50,"I fractured of my ankle 30 years ago and about 3 years ago I developed arthritis in the same joint (but nowhere else) which was very painful and caused swelling, redness and reduced movement. I tried all sorts of treatment (aspirin, ibuprofen and a number of recommended natural remedies, the best of which can be said they made things no worse). I was prescribed naproxen and this has worked really well, so much so that I have thought on a couple of occasions that I have been 'cured', but within a few days of stopping the tablets twinges reappear. None noticed One 500mg tablet twice a day",naproxen,arthritis,neutral,364,372
51,none this stuff was awful -it hurt me -dont take it severe leg and arm pain -horrible diarea-very sick chills and fever-dizzy -tired allot of abdominal pain -i really hurt allot only took it 5 days and felt so much better when off this stuff even though i still have a uti,macrobid,uti,negative,-1,-1
52,"None really. At the beginning it did relieve the pain and helped me to sleep. It wasn't long until I became physically and psychologically dependant on the drug and the treatment became much worse than the problem for which it was prescribed. Soma is listed as a muscle relaxant which is quite misleading. Because it has been cleverly marketed, it is readily prescribed (or was) and very accessible. I think many pain management physicians prescribe soma for their patients without much thought as to the risks. The major adverse affects is the rapid tolerance developement and short term memory loss. There were a number of times that I'd forgotten if /or how much I had taken, which on one occasion precipitated an emergency room visit. It should be classified as a schedule 2 drug at least because of the potential for abuse and overdose. I think this drug should be taken off of the market. There aren't any treatment details. The pain management physician prescribed the medication each monthly visit and increased the dosage not long after introducing the drug as treatment. These kinds of physicians are really drug dealers cloaked in an DEA approved office.",soma,migraines/upper back pain,negative,243,247
53,"Chantix did effectively reduce the urge to have a cigarette. Taken twice per day was most effective, but side effects precluded that dosage for this patient(see below). Chantix was taken in the morning, and patient rarely, if ever, even thought of wanting or 'needing' a cigarette during the day. In the evening, however, (when the second pill was due to be taken, but wasn't), and especially if patient had an alcoholic beverage, the urge to smoke returned with a vengence, though a few puffs were all it took to kill the urge. When patient stopped taking Chantix (after a year of use), the urge for nicotine returned. The side effects for patient were 1) an upset stomach directly after taking pill, and 2) VERY disturbing and vivid dreams. Patient found that, regarding the stomach upset, it was less important to have food in your stomach before taking the pill (stomach still got upset), than to actually take the pill in the midst of eating, (i.e. eat some food, take the pill, then eat some more). This method of taking the pill virtually eliminated the stomach upset problem. As to the vivid dreams, that is why the patient only took one pill in the morning and did not take the pill in the evening. Although patient still occasionally had vivid dreams, the incidence was far less often than when taking the pill twice per day. Chantix was prescribed per the guidelines noted by the manufacturer. As noted above, the dosage was altered by the patient to alleviate negative side effects. Although a stop-smoking plan was packaged with the initial prescription, the patient stopped participating in the follow up due to the lack of urges for cigarettes. This, however, may be why the patient was on the prescription for a year versus a few months.",chantix,stop smoking aid,positive,0,7
