id,text,aspect,category,polarity,from,to
101,"The service varys from day to day- sometimes they're very nice, and sometimes not.",service,restaurant,neutral,4,11
102,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,table,restaurant,neutral,90,95
103,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,restaurant,positive,19,23
104,We always have a delicious meal and always leave feeling satisfied.,meal,restaurant,positive,27,31
105,"Dip the ingredients in with your chopsticks, swirl them around, and eat.",ingredients,restaurant,neutral,8,19
106,"Dip the ingredients in with your chopsticks, swirl them around, and eat.",chopsticks,restaurant,neutral,33,43
107,First went here to enjoy their garden terrace.,garden terrace,restaurant,positive,31,45
108,The pizza was pretty good and huge.,pizza,restaurant,positive,4,9
109,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",cuisine,restaurant,neutral,4,11
110,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,restaurant,positive,50,60
111,They are often crowded on the weekends but they are efficient and accurate with their service.,service,restaurant,positive,86,93
112,They are often crowded on the weekends but they are efficient and accurate with their service.,crowded,restaurant,negative,15,22
113,All my co-workers were amazed at how small the dish was.,dish,restaurant,negative,47,51
114,"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,restaurant,positive,4,14
115,"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,restaurant,positive,34,41
116,"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,restaurant,positive,61,65
117,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,restaurant,negative,24,40
118,"The wait staff is friendly, and the food has gotten better and better!",wait staff,restaurant,positive,4,14
119,"The wait staff is friendly, and the food has gotten better and better!",food,restaurant,positive,36,40
120,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",vibe,restaurant,positive,44,48
121,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",french food,restaurant,positive,76,87
122,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",packed,restaurant,negative,16,22
123,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,restaurant,positive,64,69
124,Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,restaurant,positive,48,53
125,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,pre-theater menu,restaurant,positive,25,41
126,I also ordered for delivery and the restaurant forgot half the order.,delivery,restaurant,negative,19,27
127,I also ordered for delivery and the restaurant forgot half the order.,order,restaurant,negative,7,12
128,Our server checked on us maybe twice during the entire meal.,server,restaurant,negative,4,10
129,Our server checked on us maybe twice during the entire meal.,meal,restaurant,neutral,55,59
130,The strong scents coming from the left and right of me negatively affected my taste buds.,scents,restaurant,negative,11,17
131,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,restaurant,positive,11,27
132,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",check,restaurant,negative,143,148
133,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",spider roll,restaurant,neutral,11,22
134,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",price,restaurant,positive,124,129
135,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",shell crab,restaurant,positive,67,77
136,Deep Fried Skewers are good and still rare to find in NYC.,deep fried skewers,restaurant,positive,0,18
137,"I have tried to make reservations, but both times, the hostess didn't have my name.",reservations,restaurant,neutral,21,33
138,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,restaurant,negative,55,62
139,I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,restaurant,positive,21,32
140,I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),restaurant,positive,63,85
141,Their tuna tartar appetizer is to die for.,tuna tartar appetizer,restaurant,positive,6,27
142,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",food,restaurant,neutral,25,29
143,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",chef,restaurant,positive,114,118
144,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",fish dishes,restaurant,positive,186,197
145,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",soups,restaurant,positive,202,207
146,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",kitchen,restaurant,positive,134,141
147,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",cuisine,restaurant,positive,104,111
148,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",wine,restaurant,positive,12,16
149,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",french fare,restaurant,positive,42,53
150,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,restaurant,positive,21,27
151,I love Indian food and consider myself to be quite an expert on it.,indian food,restaurant,positive,7,18
152,Some baby pizzas get their wish.,baby pizzas,restaurant,neutral,5,16
153,Overall A oh ya even though there is waiting it is deff worth it,waiting,restaurant,negative,37,44
154,The lava cake dessert was incredible and I recommend it.,lava cake dessert,restaurant,positive,4,21
155,VT is what baby pizzas hope to be when they grow up.,baby pizzas,restaurant,neutral,11,22
156,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,restaurant,negative,18,25
157,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",food,restaurant,negative,40,44
158,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",managers,restaurant,negative,81,89
159,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,restaurant,positive,80,84
161,The last time I went we were seated at a table in a corridor next to the kitchen.,table,restaurant,negative,41,46
162,good selection of wines ranging from affordable to high end.,selection of wines,restaurant,positive,5,23
163,"Nice restaurant overall, with classic upscale Italian decor.",italian decor,restaurant,positive,46,59
164,Not impressed with the food.,food,restaurant,negative,23,27
165,The entire dining experience was wonderful!,dining experience,restaurant,positive,11,28
166,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,wine selection,restaurant,positive,4,18
167,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,restaurant,neutral,101,112
168,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,service,restaurant,positive,0,7
169,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,restaurant,positive,91,97
170,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,reservation,restaurant,negative,71,82
171,"Order the panang duck, it's fantastic.",panang duck,restaurant,positive,10,21
172,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",food,restaurant,neutral,0,4
173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,restaurant,negative,76,90
174,"Other than the crappy service from two individuals, it's great.",service,restaurant,negative,22,29
175,They have authentic Indian at amazin prices.,indian,restaurant,positive,20,26
176,They have authentic Indian at amazin prices.,prices,restaurant,positive,37,43
177,Ambiance- relaxed and stylish.,ambiance,restaurant,positive,0,8
178,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",bbq salmon,restaurant,positive,30,40
179,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",sea bass,restaurant,positive,42,50
180,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",crispy duck,restaurant,positive,55,66
181,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,restaurant,positive,20,31
183,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",pizza,restaurant,negative,80,85
184,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,restaurant,neutral,122,127
185,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,restaurant,positive,54,60
186,and yes Dal Bukhara is so dam good and so are all the kababs.,dal bukhara,restaurant,positive,8,19
187,I look forward to eating here again,eating,restaurant,positive,18,24
188,I've been coming here as a child and always come back for the taste.,taste,restaurant,positive,62,67
189,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,restaurant,positive,99,103
190,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,restaurant,positive,114,119
191,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,restaurant,positive,29,46
192,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",mussels,restaurant,positive,56,63
193,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of leaping lizard,restaurant,positive,2,25
194,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",food,restaurant,neutral,0,4
195,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,restaurant,negative,21,33
196,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",sugar,restaurant,negative,50,55
197,The food always tastes fresh and served promptly.,food,restaurant,positive,4,8
198,The food always tastes fresh and served promptly.,served,restaurant,positive,33,39
199,The pizza here is delicious.,pizza,restaurant,positive,4,9
200,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",pizza,restaurant,positive,0,5
201,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",delivery,restaurant,positive,80,88
202,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,restaurant,positive,10,22
203,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,restaurant,positive,10,22
204,But who says Murray's is anything about service.,service,restaurant,neutral,40,47
205,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,restaurant,negative,104,108
206,Hats off to the chef.,chef,restaurant,positive,16,20
207,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",service,restaurant,negative,0,7
208,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,restaurant,positive,138,144
209,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,restaurant,positive,4,9
210,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,restaurant,positive,34,50
211,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,restaurant,negative,90,96
212,Its an excellent place to relax and the food is one of the best in the city of New York.,place,restaurant,positive,17,22
213,Its an excellent place to relax and the food is one of the best in the city of New York.,food,restaurant,positive,40,44
214,"service is friendly, and never had a problem walking in and getting a table.",service,restaurant,positive,0,7
215,"service is friendly, and never had a problem walking in and getting a table.",getting a table,restaurant,positive,60,75
216,The atmosphere was crowded but it was a great bistro-type vibe.,atmosphere,restaurant,neutral,4,14
217,The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,restaurant,positive,46,62
218,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,restaurant,negative,15,23
219,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,restaurant,neutral,101,107
220,The food was bland oily.,food,restaurant,negative,4,8
221,"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,restaurant,positive,33,39
222,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,restaurant,positive,77,81
223,The fish is fresh but the variety of fish is nothing out of ordinary.,fish,restaurant,positive,4,8
224,The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,restaurant,negative,26,41
225,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,restaurant,positive,23,34
226,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,restaurant,positive,40,51
227,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",bottle of wine,restaurant,positive,64,78
228,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",meal,restaurant,positive,13,17
229,"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,restaurant,positive,44,53
230,"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,restaurant,positive,15,31
231,"Ambiance and music funky, which I enjoy.",ambiance,restaurant,positive,0,8
232,"Ambiance and music funky, which I enjoy.",music,restaurant,positive,13,18
233,"The food, drinks and service are clearly among the best in the city.",food,restaurant,positive,4,8
234,"The food, drinks and service are clearly among the best in the city.",drinks,restaurant,positive,10,16
235,"The food, drinks and service are clearly among the best in the city.",service,restaurant,positive,21,28
236,I went there in late afternoon for some bite size food and refleshment with my date.,food,restaurant,neutral,50,54
237,I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,restaurant,neutral,59,70
238,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,restaurant,positive,82,90
239,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,restaurant,positive,108,115
240,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,restaurant,positive,217,222
241,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,restaurant,positive,228,234
242,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,restaurant,positive,128,136
243,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,restaurant,positive,163,170
244,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,restaurant,positive,175,187
245,"Last time I went here, the waitress didn't come back after taking our order.",waitress,restaurant,negative,27,35
246,Try the tandoori salmon!,tandoori salmon,restaurant,positive,8,23
247,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,restaurant,positive,15,25
248,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,restaurant,negative,12,17
249,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,restaurant,positive,55,62
250,I love the atmorphere @ peep!,atmorphere,restaurant,positive,11,21
251,The service was attentive and her suggestions of menu items was right on the mark.,service,restaurant,positive,4,11
252,The service was attentive and her suggestions of menu items was right on the mark.,menu items,restaurant,positive,49,59
253,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,restaurant,positive,31,48
254,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",pizza,restaurant,positive,202,207
255,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,restaurant,positive,4,15
256,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,restaurant,negative,37,41
257,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,restaurant,negative,59,66
258,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,restaurant,positive,7,22
259,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,restaurant,neutral,55,66
260,What came to our table was burned beyond recognition and stringy.,table,restaurant,neutral,17,22
261,I had the Pad Thai and the noodles were sticky.,pad thai,restaurant,negative,10,18
262,I had the Pad Thai and the noodles were sticky.,noodles,restaurant,negative,27,34
263,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,restaurant,neutral,57,66
264,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,restaurant,positive,80,101
265,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,restaurant,positive,53,58
266,The hostess is rude to the point of being offensive.,hostess,restaurant,negative,4,11
267,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,restaurant,positive,35,39
268,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,restaurant,negative,88,101
269,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,restaurant,negative,9,17
