id,text,aspect,category,polarity,from,to
74,Excellent and informative .,implicit,Book#General,positive,-1,-1
75,"Three young women escaped by labeling what happened to them as wrong , and finding a way to survive outside the confines of their world.They paid a price no child should pay , and once they left , they needed to learn to survive in a completely different world than that which they knew.Follow Celeste , Kristina , and Juliana as they struggled through verbal , physical and sexual abuse .",they,Content#Characters,negative,136,140
76,Although this book was hard to read at times because of the disturbing content it was a book I 'm very glad I read !,book,Book#General,negative,14,18
77,"It has helped me do a great deal of brainstorming about the fundamentals of my business , including challenging my own biases and preconceptions about my shop.The only reason my review is not 5 stars is that it does repeat itself a bit at the end .",end,Content#Plot,positive,243,246
78,I ca n't wait to read Gene next !,implicit,Book#General,positive,-1,-1
79,"Again a tale well unwound as the story proceeds , linked together with presentations of ordinary domestic life .",tale,Content#Plot,positive,8,12
80,i also got tired of reading him refer to her as boss .,implicit,Content#Plot,negative,-1,-1
81,"This is a must read for anyone who is interested in health , medicine , and of course in understanding Cancer .",read,Book#General,positive,15,19
82,The best book on cancer EVER !,book,Book#General,positive,9,13
83,An excellent series !,series,Book#General,positive,13,19
84,"In some of the investigating there is too much detail , in other parts there 's not enough .",parts,Content#Plot,negative,65,70
85,strongly recommend it !,implicit,Book#General,positive,-1,-1
86,Not up to her first 3 books .,implicit,Book#General,negative,-1,-1
87,"For anyone looking for reason to hope that their cancer is curable , this book is trove of stories of lives saved and changed by the work of cancer researchers.This book will be referenced in other works for a long time .",book,Book#General,positive,74,78
88,Very informative book on cancer .,book,Book#General,positive,17,21
89,I have read most of this series and have enjoyed all .,series,Book#General,positive,25,31
90,"I did no like this book as much as some of her others , No particular reason , perhaps I should try some other authors , as I have only read Camilla Lackberg 's , and although I really like her books , I should try and have some variety .",books,Book#General,positive,194,199
91,This history is a good reminder to really think about what the doctors want you to do .,history,Content#Plot,positive,5,12
92,"She uses a good idea of dealing with the world of reality TV , but until the last 100 pages , it is as though she has not decided whether this is a criminal thriller or a trash book about domestic problems .",implicit,Content#Plot,negative,-1,-1
93,"If anyone else were to do a history of cancer , they truly could not match the quality of this book .",book,Book#Quality,positive,95,99
94,From the beginning each character was intriguing .,character,Content#Characters,positive,24,33
95,"However , I still have a preference for her precedent trilogies ( The Farseer , The Liveship Traders , and The Tawny Man ) .",precedent,Book#General,positive,44,53
96,Perfection .,implicit,Book#General,positive,-1,-1
97,"Robin Hood 's middle books tend to be a bit longwinded and tiresome , but the third books are always satisfying .",Robin,Book#General,negative,0,5
98,"This book was worth the wait , and I will keep watching for the next novel ... no matter how long it takes !",next,Book#General,positive,64,68
99,"It is , however , testament to some excellent planning that Hobb executes the climax in the way she does ; she 's obviously been writing toward this moment since the very first words of this trilogy , and she weaves a number of disparate and seemingly meaningless clues into her solution to this whole mess .",planning,Book#Quality,positive,46,54
100,"He paints a clear picture of a hugely complicated disease , and his compassion for his patients shines through his explanations that often read like a thriller and technical medical manual at the same time .",implicit,Book#Author,positive,-1,-1
101,I highly recommend this to anybody considering it and even those that are not .,implicit,Book#General,positive,-1,-1
102,"Her books are amazing , well written and well translated , would highly recommend them to anyone who likes crime fiction",books,Book#Quality,positive,4,9
103,It was not until I was 2/3 through the second book in the series that I realized the true genius of Hobb 's writing style and story lines .,Hobb,Book#Quality,positive,100,104
104,"DI Steele is a case in point - she is so 'way out ' there , so vulgar , so rough , but in a funny way she becomes almost ' cute ' and likeable ... .but it does take six books to get to this point.There are plots within plots within plots ... .puts the book into the 'almost can not put down ' category .",DI,Content#Characters,negative,0,2
105,") I enjoyed this book completely I enjoyed the trials Nevarre went through I was sad , angry , and happy at all the times the author was hoping I would be .",trials,Content#Plot,positive,47,53
106,It grabs your interest from the very first pages .,implicit,Content#Plot,positive,-1,-1
107,The plots are always so interesting that you are formulating questions as you read on .,plots,Content#Plot,positive,4,9
108,"It 's a bit slow here and there , but overall , a good solid read .",read,Content#Plot,negative,61,65
109,"This story was a heart wrenching one , but allowed the reader to realize that children in foster care can have unsurmountable problems because of abuse that marks and scars them permanently and no amount of love and care can repair the damage done , sometimes inflicted from infancy .",story,Content#Plot,negative,5,10
110,"If you are a fan of this series it is an enjoyable , although stumbling , read that advances the story plot towards a conclusion while leaving you wanting more at the end .",implicit,Book#General,negative,-1,-1
111,"Dr. Mukherjee may be a cancer physician , but I really hope he continues to write , as his prose is such a beautiful thing , and his ability to explain scientific concepts in such a way as to make them totally accessible to the lay public .",prose,Book#General,positive,91,96
112,Not a good device .,device,Book#Quality,negative,11,17
113,A huge learning experience .,implicit,Book#General,positive,-1,-1
114,I like her writing style and the recurring characters .,recurring,Content#Characters,positive,33,42
115,My only problem with this one is that the eventual denouement is less than believable ( ca n't explain those reservations without spoilers ) .,eventual,Content#Plot,negative,42,50
116,* More humanizing characteristics and quotations .,characteristics,Content#Plot,positive,18,33
117,"Thus although you will never know it , you will have been there at the initial motivation of that person and thus indirectly present at the earliest genesis of the eventual great idea.This book has THAT potential .",book,Book#General,positive,189,193
118,"Written in the style of Clive Cussler or Steve Berry , Adams has crafted a riveting narrative full of action and adventure with a twist of compelling mystery.Alexander the Great is an incredibly intriguing figure and it 's evident that Adams has done his homework .",mystery.Alexander,Content#Characters,positive,150,167
119,The second just wore me down and depressed me .,second,Book#General,negative,4,10
120,But do n't let that keep you away !,implicit,Book#General,positive,-1,-1
121,"The character development as usual was top notch , but the world building in this final story was almost extinct .",world,Content#Plot,positive,59,64
122,"For one thing , it 's a feast of life stories and love stories .",implicit,Content#Plot,positive,-1,-1
123,"Very disappointed that e books are selling for such a high amount , especially since it is a download and the cost factor is how much ?",implicit,Book#Prices,negative,-1,-1
124,"I wish I hadn't spent the money.Truthfully , this book is first off , fairly poorly written .",implicit,Book#General,negative,-1,-1
125,Great narration ( I like Vance 's pronunciation of surnames in the Swedish manner ) .,narration,Book#Quality,positive,6,15
126,"Logan , Steele and the other characters are all interesting , and the dialogue , as usual , sparkling.Recommended .",dialogue,Book#Quality,positive,70,78
127,"The Stranger is a weak title , but I suppose other titles might have given something away .",The,Book#Title,negative,0,3
128,"It 's an amazing and beautifully written book , one of the best I have ever read .",book,Book#General,positive,41,45
129,This is the first book by Cathy Glass that I bought and by far her best .,book,Book#General,positive,18,22
130,"After 100 pages , I still had none of my questions answered and I gave up on the book .",book,Book#General,negative,81,85
131,"Not a page turner , but very well researched and written",implicit,Book#General,neutral,-1,-1
132,Dr. Mukherjee takes us on a long and twisted journey to discover the essential underpinnings of an illusive foe .,journey,Content#Plot,positive,45,52
133,Could not love these more !,implicit,Book#General,positive,-1,-1
134,Came as promised - perfect shape !,shape,Service#General,positive,27,32
135,"A kaleidoscope of plot twists , substantial characters with markedly different personas , and concise yet magnetic writing combined in a quite satisfying collision of multiple mysteries .",writing,Book#Quality,positive,115,122
136,After all the buildup I felt let down .,implicit,Book#General,negative,-1,-1
137,The book should be retitled as A history of some Medical Oncologists .,book,Book#General,negative,4,8
138,"The Emperor ... will naturally attract readers trying to understand cancer but should also be read by all care givers and , as a group , by historians .",The,Book#General,positive,0,3
139,Arrived as listed .,implicit,Service#General,positive,-1,-1
140,"The book makes a personal , positive story about cure for Cancer .",story,Content#Plot,positive,37,42
141,For a strange topic ( history & treatment of Cancer ) it grabs & holds your attention .,implicit,Book#General,positive,-1,-1
142,loved it good story line and kept me on edge,implicit,Content#Plot,positive,-1,-1
143,I have read many of Faye Kellerman 's Peter Decker/Rina Lazarus novels and enjoyed them .,Faye,Book#General,positive,20,24
144,There are plot twists and cliff-hangers looming around every corner ; enough to keep you on your toes .,cliff-hangers,Content#Plot,positive,26,39
145,"Not a page turner , but very well researched and written",implicit,Book#General,positive,-1,-1
146,It almost feels that you are living through it too .,implicit,Content#Plot,positive,-1,-1
147,"Reading about the patience and determination that Cathy shows in caring for this little girl is inspiring , although her no holds barred story shows the tremendous hoops many foster parents have to jump through in order to get the support and help they need for the children in their care .",implicit,Content#Plot,positive,-1,-1
148,"Sadly , the resolution of this second plot will hinge on an incredible coincidence that Kellerman does n't really even try to justify.This coincidence hurts The Burnt House , but not irreparably ; overall , this remains a good book .",book,Book#General,positive,227,231
149,It is a well told story showing the failure of child services even in England,child,Content#Plot,negative,47,52
150,"It has a compelling plot , many interesting characters , and a subject matter that 's both timely and important.Dr .",characters,Content#Characters,positive,44,54
151,"I felt the author , Robin Hobb , managed to tidy things up rather nicely in the end , but not without some unexpected twists and turns along the way .",Robin,Book#Author,positive,20,25
152,"There are a great many characters , and their lives are fascinating to follow .",characters,Content#Characters,positive,23,33
153,Excellent history of cancer .,history,Book#General,positive,10,17
154,This is a truly heartbreaking story of an abused little girl .,story,Content#Plot,negative,30,35
155,"Or if it was , it was a bit disheartening to learn that Diana was a KFC fan and enjoyed listening to Disney movie soundtracks and reading self-help books .",implicit,Content#Plot,negative,-1,-1
156,"Do read this trilogy by all means , but do n't expect things to go as you think or anticipate in any of her story lines but be prepared to be amazed and entertained in a new and fresh way .",trilogy,Book#General,positive,13,20
157,At least half the novel is finished before the plot becomes interesting .,novel,Book#General,negative,18,23
158,"It added nothing , except was the author 's excuse to have a very unrealistic happy ending .",ending,Content#Plot,negative,84,90
159,"So if this is your first glance at Lckberg , I recommend starting with Ice Princess . & nbsp ; < a data-hook=product-link-linked class=a-link-normal href=/The-Ice-Princess-A-Novel/dp/1451621744/ref=cm_cr_arp_d_rvw_txt ? ie=UTF8 > The Ice Princess : A Novel < /a >",Ice,Book#General,positive,71,74
160,"We think the plot progressed too slowly and did so little to sustain suspense , that we were just tired of the whole thing by the time everything got resolved .",whole,Content#Plot,negative,111,116
161,"Every person in this book had some huge drama or tragedy in their past , which seems unrealistic .",implicit,Content#Plot,negative,-1,-1
162,This is a wonderful lock yourself away and be transported back into time drama .,implicit,Book#General,positive,-1,-1
163,good read and i learned things i did not know ... even after reading many books on diana .,read,Book#General,positive,5,9
164,"All in all , an exciting tale with a big surprise ending .",ending,Content#Plot,positive,50,56
165,"These 2 stories could have been separate books , there is no reason to link them which turns out to be an artificial device and stretches the readers ability to suspend disbelief .",2,Content#Plot,negative,6,7
166,"I 'll still read Camilla Lackberg , just that this book was n't as good as the earlier 3 books in the series , but I have great hope for Book # 5 .",Book,Book#General,positive,51,55
167,I understand how it feels to have uncaring parents with mental problems and have gone through a lot like Jodi just not as severe my heart goes out to all the children who suffer at the hands of the people who should be the one loving and protect ing them and to the brave caring of the foster parents and care takers who care enough to help,foster,Content#Characters,positive,286,292
168,"I loved the change in Bella , she have become my favorite character in the whole series.Where the Heart Is has been a great book .",series.Where,Book#General,positive,81,93
169,Read this book now to be prepared .,book,Book#General,positive,10,14
170,"There are also a couple of good storylines involving some of Patrick 's co-workers.I don't know if it was the story or just that this is the fourth book I have read by this author and in this series , but I was able to figure out the twist really soon .",storylines,Content#Plot,positive,32,42
171,"this book really pulls at your heart strings. , it truly makes you wander about some people and how some carer s can handle these problems",book,Content#Plot,positive,5,9
172,True story that is heart wrenching .,story,Content#Plot,negative,5,10
173,My family is from Sweden and have the privilege of reading so many of her books.The west coast town of Fjallbacka plays prominent in her books and it is wonderful the way she describes the town and the surrounding area .,way,Book#Quality,positive,167,170
174,I simply put it down and selected what to read next .,implicit,Book#General,negative,-1,-1
175,I respect the patience of this woman and do wish there were more like her .,implicit,Content#Characters,positive,-1,-1
176,Mukherjee explains with remarkable clarity the genetic and molecular basis of cancer -- how so many mutations and circumstances have to occur before it can start and grow .,implicit,Content#Plot,positive,-1,-1
177,"This book gave me clarity , it gave me hope .",book,Book#General,positive,5,9
178,"It 's not as strong of a book in terms of plotting as the first , but it does pull things together nicely , setting up what will hopefully be a fitting conclusion to the Riftwar Cycle .",book,Book#General,positive,25,29
179,It is another sad story of how horrible children can be treated .,story,Content#Plot,negative,18,23
180,Love the history and descriptions of how the search to heal or prevent cancer has transpired over the years .,descriptions,Content#Plot,positive,21,33
181,The storyline was well written and an excellent ending to the series .,ending,Content#Plot,positive,48,54
182,"Although this book has many twists that confused me at times , I give any book about children being abused emotionally or physically 5 stars because being a survivor myself it takes a lot of courage and every bit of inner strength to survive .",twists,Content#Plot,negative,28,34
183,definitely worth reading,implicit,Book#General,positive,-1,-1
184,"The conclusion raps up very nicely , in fact maybe a little bit too nicely as everything comes to a happy ending .",conclusion,Content#Plot,negative,4,14
185,"Great writing , storyline could have been great , but I did n't like the direction it took .",direction,Content#Plot,negative,73,82
186,"Unfortunately the hatchet-job done by the publisher forced me to put the book down multiple times , greatly impacting my experience.I 'm really regretting paying for the hard cover .",hatchet-job,Service#General,negative,18,29
187,My heart goes out for little Jodie who will never have a normal life .,Jodie,Content#Characters,positive,29,34
188,This is a well-written exciting book about the history of cancer .,book,Book#General,positive,32,36
189,I ca n't wait to read Magician 's end ! ! !,Magician,Content#Plot,positive,22,30
190,The twist and turns are great and keep.you entrance .,twist,Content#Plot,positive,4,9
191,"And of course , there is history between Gaille and Daniel that has to be resolved for their adventure to be a success.I 'm a bit of an ancient history buff , so I found the well-researched novel interesting , although occasionally confusing .",novel,Content#Plot,negative,190,195
192,not really crazy about the way it was writtenand to think of what was happening it was sadshe most of the time felt very alone,way,Book#Quality,neutral,27,30
193,"Next to my adored Abraham Verghese , MD , Dr. M. is the best medical/MD writing today.If you have any interest in cancer/oncology , you MUST read this book .",book,Book#General,positive,151,155
194,A definite must read !,implicit,Book#General,positive,-1,-1
195,"Then there are the doctors and the researchers , revealed as so very human in these pages , as stubborn and blind at times as they are brilliant and inspired .",doctors,Content#Characters,positive,19,26
196,Ms. Hobbs should write half as much and twice as much action .,implicit,Book#Quality,negative,-1,-1
197,"I love the character of McRae too much to stop reading , so I 'm hoping that MacBride will be kinder to him in the next book ! Despite my negative reactions I found Dark Blood to be another excellent book in this series .",character,Content#Characters,positive,11,20
198,Very enlightening about her life .,implicit,Content#Plot,positive,-1,-1
199,This book is a very touching sweet book that will keep you wanting to know what is happening next ca n't wait to read the next one in this series,book,Book#General,positive,5,9
200,I admire anyone who can devote themselves to trying to help children who have been abused .,implicit,Content#Characters,positive,-1,-1
201,it is a little wordy at times and repeats its self more than i would like but the story sucks you in and its hard to put it down .,implicit,Book#General,negative,-1,-1
202,"It 's an amazing sad story , I can not believe you all go trough this kind of misery .",story,Content#Plot,positive,21,26
203,That is a major error .,implicit,Book#Quality,negative,-1,-1
204,"This is an unbelievable story about a child who has experienced the most horrible event with the very people she should have been able to trust , her parents .",event,Content#Plot,negative,82,87
205,"A fascinating look into the history of cancer and the heroics , politics , blindness and pettiness of science .",implicit,Content#Plot,positive,-1,-1
206,I immediately bought the next novel in the series .,next,Book#General,positive,25,29
207,I found this book to be very boring compared to her other works .,book,Book#General,negative,13,17
208,"It just had no wings , and no roots to take off or take hold .",implicit,Book#General,negative,-1,-1
209,Enjoyed the layers of depth to his story and the pace of adventure .,layers,Book#General,positive,12,18
210,It is nice to see that there are people who care in a world that can be so dreadful .,implicit,Content#Plot,positive,-1,-1
211,Celeste Jones ' book is a no-holds-barred riveting story that starts out in high gear and gets right into the story - a true story - of growing up in a cult with a very peculiar set of life philosophies .,life,Content#Plot,neutral,185,189
212,I am always entertained .,implicit,Book#General,positive,-1,-1
213,"And now please tell me how he can do so with his common law wife who has 3 kids from some pickpocket , who is a commoner and on top of that has the reputation of a whore ? I admit that because the last book has some interesting action twists and turns it is better than the second one .",action,Content#Plot,positive,228,234
214,Camilla Lackberg is not formulaic but she wraps her characters in the plot quite neatly .,implicit,Book#Quality,positive,-1,-1
215,I would recommend this and any of the books in the series to anyone who likes crime stories with a Scottish accent .,implicit,Book#General,positive,-1,-1
216,"Sometimes she goes overboard with her expositions of conservative Judaism ( beliefs and practices ) , but thankfully those references are pretty casual in Burnt House.Meanwhile , a clever two-pronged plot centers our attention in this tale .",implicit,Content#Plot,negative,-1,-1
217,"Jodie ` s story is an example of the most extreme of cases but still so important to be aware of , as there are still so many unreported cases of this type of thing going on all over .",Jodie,Content#Plot,positive,0,5
218,"Like many who have reviewed this book , I 'm a huge Robin Hobb fan , having read almost everything she 's published .",Robin,Book#Author,positive,52,57
219,"Also , just not a big fan of the writing style or the characters and way too much focus on their home lives for me .",writing,Book#Quality,neutral,33,40
220,"I highly recommend this book for those with an interest in medicine and the history of medicine , and especially for potential medical students .",book,Book#General,positive,24,28
221,I found the complex plot engaging .,plot,Content#Plot,positive,20,24
222,"Dark Blood , # 6 in the Logan McRae series is another action packed , nice dose of humor , ca n't put down must read book .",Dark,Book#General,positive,0,4
223,"And it was good to find out how Peter 's colleague Marge and her adopted daughter , Vega ( rescued from a cult in a previous book ) , are doing.This book is a page-turner and a very enjoyable read .",implicit,Content#Plot,positive,-1,-1
224,"Incredible true story of children living in a cult , unprotected & at times separated from parents . Cruel and gut-wrenching , hard to put aside & equally hard to read .",implicit,Book#General,positive,-1,-1
225,This book is a very touching sweet book that will keep you wanting to know what is happening next ca n't wait to read the next one in this series,next,Book#General,positive,93,97
226,Some of the same information told by each girl had different names or locations and tended to leave me confused .,same,Content#Plot,negative,12,16
227,"I liked this installment and it was an interesting story - not as good as her previous novel , but still entertaining She writes well and it is great to see the development of the characters over the time of the novels",story,Book#Quality,positive,51,56
228,"If so he might want to seek a second opinion on his 'Essex Girl'.Overall an enjoyable 'listen ' and good to see McRae at last winning one fight after so many second prizes , albeit injuring himself , AGAIN , in the process .",implicit,Content#Plot,positive,-1,-1
229,He also has a real respect and concern for the patients .,implicit,Book#Author,positive,-1,-1
230,Glad that her abusers got prosecuted and found guilty .,implicit,Content#Plot,positive,-1,-1
231,"Further afield , she attributes all U.S. combat deaths in Vietnam to the Viet Cong guerillas when the North Vietnamese Army may have killed more .",implicit,Content#Plot,negative,-1,-1
232,Really tells the history of the discovery and treatments of cancer .,implicit,Content#Plot,positive,-1,-1
233,Sweden has left a clear picture in my mind .,Sweden,Book#General,positive,0,6
234,"I normally like everything about the characters and the plots in this series , but in this particular book Lackberg uses a devise way too much so that it becomes irritating .",characters,Content#Characters,positive,37,47
235,"Good , engaging and accessible to non-doctors .",implicit,Book#General,positive,-1,-1
236,A very instructive and comprehensive book about the endless fight against cancer .,book,Book#General,positive,37,41
237,"In his hands and with considerable care and literary sensibility , this carefully researched , often technical , nonfiction book about a terrifying , relentless , and very wily disease , is as gripping as a very fine modern novel .",book,Book#General,positive,124,128
238,What a wonderful series !,series,Book#General,positive,17,23
239,"It took a while to get into but once I did , I found it fascinating .",implicit,Book#General,positive,-1,-1
240,All potential and actively practicing doctors should read this book .,book,Book#General,positive,63,67
241,The paperback edition will be 'corrected ' in 2013 making this expensive hard back a kind of trial run .,hard,Book#Prices,negative,73,77
242,There is a tiny element of a love story but it does n't hijack the rest which was very refreshing .,element,Content#Plot,positive,16,23
243,"This was nothing like those , and the Farseer books seem more similar to these than to the Liveship books , so I may have to consider that I just do n't actually like Robin Hobb as much as I 'd initially thought .",Robin,Book#Author,neutral,167,172
244,"I ca n't believe that it took 100 years for surgeons to recognize that the radical , disfiguring radical mastectomy surgery approach was equal to a lumpectomy with radiation .",implicit,Content#Plot,negative,-1,-1
