id,text,aspect,category,polarity,from,to
43,"help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering LandF number at LAX!",self-service option,service,negative,-1,-1
44,"Really missed a prime opportunity for Men Without Hats parody, there.",opportunity,implicit,neutral,22,33
45,spent hundreds to rectify the situation and you guys go quiet,situation,service,negative,30,39
46,how come ABC is the only one of the network channels you don't have?,ABC,service,neutral,9,12
47,I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,flights,service,positive,43,50
48,wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. wastedtime,flight,flight,negative,78,84
49,delayed to10.30!!,delays,flight,negative,-1,-1
50,Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?,change fee penalty,service,neutral,89,107
51,what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,luggage,baggage,negative,109,116
52,you have amazing staff and super helpful as I just ran the PrincessHalf they have spoiled me with comfort!!!,staff,service,positive,17,22
53,This is what you missed . Next trip to the 407.,trip,implicit,neutral,31,35
54,Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,seat upgrade fee,airline,negative,26,42
55,Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,website,technical issues,negative,36,43
56,why is flight 345 redirected?,website,app,neutral,-1,-1
57,"Awesome! RT : Watch nominated films at 35,000 feet. MeetTheFleet Oscars",flight,service,positive,-1,-1
58,thanks for the info I already knew...,credit,service,neutral,-1,-1
59,"why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",flight,service,negative,14,20
60,Just DM'd. Same issue persisting.,flights,airline,negative,-1,-1
61,status match program. I applied and it's been three weeks. Called and emailed with no response.,status match program,loyalty,negative,0,20
62,"once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",supervisor,staff,negative,92,102
63,plus what about food? And taxis?,food,service,negative,16,20
64,here is the ticket 0162424965446 please refund my unnecessary upgrade fee,upgrade fee,service,negative,62,73
65,Atlantic ploughs a lone furrow in the MiddleEast,moodlighting,flight,neutral,-1,-1
66,check out new music,implicit,implicit,neutral,-1,-1
67,"thank you for the easy itinerary shift for impending weather. Quick, painless and free.",itinerary,service,positive,23,32
68,Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,movie lineup,entertainment,positive,51,63
69,so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at OHare ? gross HelpMePlease AnyoneThere,voucher,service,neutral,33,40
70,FYI the info.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,app,service,negative,-1,-1
71,", this is the line in Denver to rebook due to weather issues. DO BETTER.",line,service,negative,14,18
72,you Cancelled Flighted our flights for no reason and now we have been on the phone for AN HOUR on our vacation. Why?,flights,service,negative,27,34
73,I send an email about my bad experience and you send back a generic response. Yet another reason why I'll never fly with you again.,experience,service,negative,29,39
74,keep me updated. Let me know that the bags make the flight to j-burg,bags,baggage,neutral,38,42
75,I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),flight,service,positive,49,55
76,"I applied for a position in ,and I was wondering if you guys received my application.",application,employment,neutral,73,84
77,"also during the run I was instructed to do, I shattered my computer.",computer,baggage,negative,59,67
78,“: The baggage fee is waived for Premier members. Please see ^JP” what's the point of membership?,bag claim,baggage,negative,-1,-1
79,heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,customer service,service,negative,-1,-1
80,Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.,problems,airline,negative,105,113
81,should NOT sell tickets for on has terrible service and UA staff cannot reach Silver,service,service,negative,44,51
82,Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,contact,service,negative,72,79
83,shares up on 4Q results -,results,implicit,neutral,16,23
84,my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,license,documents,neutral,11,18
85,YOU GUYS ARE HORRIBLE.,service,airline,negative,-1,-1
86,Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max epicfailunited,head count,flight,negative,63,73
87,crashed trying to check in.,ticket,service,negative,-1,-1
88,How about some free drinks on the flight back for the free promo?,drinks,service,positive,20,26
89,"seriously, though. will there not be direct flights from SFO-FLL in may???",flights,service,negative,44,51
90,"you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",seats,comfort,negative,27,32
91,wjere is our luggage so slow at lax,luggage,service,negative,13,20
92,"thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",Austin trips,route,positive,50,62
93,"8602947, jon at thanks.",airline,service,neutral,-1,-1
94,"I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",wait,service,negative,23,27
95,I need you to follow back in order to DM.,implicit,general,neutral,-1,-1
96,Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,deals,service,negative,-1,-1
97,service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,service,airline,negative,0,7
98,why would they make me share a room?,room,service,negative,31,35
99,"why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.",customer service,service,negative,40,56
100,I've never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable,customer service,service,negative,29,45
101,"While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",flight,flight,negative,39,45
102,they told to check with the airline regulation first so that is why I contacted you.,airline regulation,policy,neutral,28,46
103,i would like help with some flights please.,flights,flight,neutral,28,35
104,"has not responded to my various requests for contact numbers, does anyone know the UK customer service number for UnitedAirlines",contact numbers,service,negative,45,60
105,has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,connector,flight,negative,50,59
106,when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love!,deals,pricing,positive,32,37
107,- Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS?,website,service,negative,-1,-1
108,Site down? help,site,service,negative,0,4
109,spruce moose!,implicit,implicit,neutral,-1,-1
110,thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too sweet,baggage,airline,positive,28,35
111,how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. sneaky,layover,flight,negative,50,57
112,Only way to fly! Elevate Gold,Gold,airline,positive,25,29
113,you are offering us 8 rooms for 32 people FAIL,rooms,service,negative,22,27
114,What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs fail,vegan food options,food,negative,19,37
115,empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. UnFriendlySkies,entertainment,service,negative,-1,-1
116,so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! FAIL,boarding passes,boarding,negative,90,105
117,"By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,",experience,service,negative,-1,-1
118,"He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?",membership,service,negative,-1,-1
119,Nice RT : Vibe with the moodlight from takeoff to touchdown. MoodlitMonday ScienceBehindTheExperience,experience,experience,neutral,91,101
120,had to change to another airline to get to DC today ... Why is able to land in DC but not you? Cost me $800 ...ugh,airline,service,negative,25,32
121,I didn't today... Must mean I need to take another trip!,trip,travel,neutral,51,55
122,i think he actually did not like your screen 😃😃😃,screen,service,negative,38,44
123,"not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",experience,service,negative,15,25
124,Can't bring up my reservation online using Flight Booking Problems code,Flight Booking Problems,flight,neutral,43,66
125,"but if i tweet the ID number, won't that reveal my home address to anyone on the web?",employee,service,negative,-1,-1
126,"moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 DISAPPOINTED",seat,airline,negative,9,13
127,Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service united,luck,service,negative,-1,-1
128,at what pt do u just Cancelled Flight! Finally got stndby 4 1pm flight. What a day! missedWork clientNotHappy,flight,service,negative,31,37
129,"I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",flight,flight,negative,64,70
130,I've filed the claim but have no way of calling for updates. Is there another way to do this?,updates,service,neutral,52,59
131,Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,off board,flight,negative,40,49
132,You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,flight,airline,negative,13,19
133,thanks so much!,implicit,implicit,positive,-1,-1
134,"I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better.",response,airline,negative,-1,-1
135,does this process ever end? Still waiting for the reply since 2 months pathetic customerservice,customerservice,customer service,negative,80,95
136,Okay thank you,implicit,implicit,neutral,-1,-1
137,thanks -- we filled it out. How's our luck with this? Is it common?,connections,service,positive,-1,-1
138,we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,customer service,service,negative,72,88
139,"cs thinks that miles can repair the damage done, it will be interesting if they travel in and exp the worst flight ever!",travel issue,service,negative,-1,-1
140,you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook disappointed. expected better,flight,airline,negative,11,17
141,has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,baggage,service,negative,84,91
142,Debbie Baldwin gave a rockstar performance of the safety demo this evening on VX919 LAS2SFO BestCrew SheRocks,safety demo,service,neutral,50,61
143,can you please have flights in SJC ? I have no choice but to fly Southwest to Vegas 😩😭,flights,airline,neutral,20,27
144,I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,herbal tea,service,positive,58,68
145,But I don't see AA,implicit,implicit,neutral,-1,-1
146,can you assist with current flight status for flt 1016 out of DFW tomorrow at 6:55am?,flight status,flight,neutral,28,41
147,"lost my luggage 4 days ago on flight VX 112 from LAX to IAD and I'm calling every day, no response.Please give me back my stuff",luggage,baggage,negative,8,15
148,"it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",upgrade,service,negative,64,71
149,i DMed you the details,baggage claim,baggage,neutral,-1,-1
150,"that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",app,technology,positive,52,55
151,I flew back w other company since United didnt have an earlier flight,flight,service,negative,63,69
152,"Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",Chase United Club pass,service,neutral,19,41
153,boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag.,boarding time,service,negative,0,13
154,Why do I have to pay $ 17 for wifi with an international business ticket? pennypincher,wifi,airline,negative,30,34
155,7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,miles,loyalty,negative,54,59
156,thanks,customer service,service,positive,-1,-1
157,Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!,suitcase,baggage,negative,27,35
158,Comenity Bank is a joke! Please change. Nothing but constant problems with this bank,Comenity Bank,service,negative,0,13
159,thank you. I flew into Newark from Vail/Eagle.,Newark,destination,positive,23,29
160,are flights leaving Dallas for Seattle on time Feb 24?,flights,service,neutral,4,11
161,achieves a second year of profitability despite revenue pressure ... -,profitability,financial,neutral,26,39
162,Your website deserves a new design. html5 FTW!,baggage,baggage,negative,-1,-1
163,is my favorite airline.,airline,service,positive,15,22
164,sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,route,service,negative,-1,-1
165,you have to follow me in order for me to DM...come on now,bag,baggage,negative,-1,-1
166,trying to check-in...but looks like your site is down?,site,service,negative,41,45
167,Thank you!!,implicit,general,positive,-1,-1
168,"is the best airline I have flown on.Easy to change your reservation,helpful representatives and a comfortable flying experience",airline,airline,positive,12,19
169,"got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",flight,schedule,negative,6,12
170,I &lt;3 Flying VA But Life happens and I am trying to change my trip JPERHI Can you help.VA home page will not let me ?,trip,flight,neutral,64,68
171,flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,customer service,service,neutral,-1,-1
172,Lovely new plane from LGA to ORD but no power outlets?,bag,service,negative,-1,-1
173,"flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",razor,baggage,positive,-1,-1
174,"Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",flight,delays,negative,12,18
175,Did you find out where it is? Thanks,implicit,implicit,neutral,-1,-1
176,sounds like fun !,implicit,implicit,positive,-1,-1
177,Thanks. It is on the same ticket.,security logic,service,positive,-1,-1
178,"to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC",luggage,baggage,neutral,18,25
179,Twitter isn't letting me DM you..,agent,staff,neutral,-1,-1
180,"flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",flight,service,negative,0,6
181,gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft tell the truth!,gate announcement,communication,negative,0,17
182,Airline trouble this winter and not getting good customer service? contact we negotiate resolutions for You!,departure,flight,neutral,-1,-1
183,I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!,flying,experience,negative,-1,-1
184,how can you not put my bag on plane to Seattle. Flight 1212. Waiting in line to talk to someone about my bag. Status should matter.,bag,baggage,negative,23,26
185,dm these nuts,customer service,service,neutral,-1,-1
186,ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,Cancelled Flight,flight,negative,7,23
187,cool picture of another VirginAmerica plane off our wing. What a site!,plane,airline,positive,38,43
188,Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback and will be better,feedback,service,negative,107,115
189,Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,customer service,service,negative,-1,-1
190,"..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation and his original case back!",compensation,service,negative,90,102
191,started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,overhead bin,baggage,negative,47,59
192,Just submitted my response on the link you sent.,response,service,neutral,18,26
193,what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,delay,flight,negative,31,36
194,nah you wouldn't,implicit,implicit,neutral,-1,-1
195,. For those playing along at home:,service,service,neutral,-1,-1
196,pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston,flight,service,negative,72,78
197,Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,flights,service,neutral,-1,-1
198,thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,crew,staff,positive,35,39
199,your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,design,app,positive,25,31
200,plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!! 🍷👍💺✈️,upgrade,service,neutral,23,30
201,thanks for listening! I definitely was not the only person in line who thought it was absurd.,line,service,positive,62,66
202,husband and I ordered three drinks via my screen and they never came. Awesome!,drinks,service,negative,28,34
203,Can You Help ourprincess in need of some help in USA 🎀🇬🇧🎀🇺🇸🎀,flight,service,neutral,-1,-1
204,is anyone doing anything there today? Website is useless and no one is answering the phone.,website,app,negative,38,45
205,luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,baggage,baggage,negative,53,60
206,"Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!",preboarding,service,neutral,-1,-1
207,you should have 39 dollar LAX-Las fares!!!,status match,service,neutral,-1,-1
208,great. Well deserved.,website,service,positive,-1,-1
209,agent helps the person in front of me. Finishes up with them and then walks away. The guy behind me is as shocked as I am.,CPAP,service,negative,-1,-1
210,we have a hot female pilot! Sweet! DCA to SFO! :-),pilot,airline,positive,21,26
211,I sent in my feedback. Thank you.,feedback,service,neutral,13,21
212,why not? Is it a law or a policy?,customer service,service,neutral,-1,-1
213,"I mean. Probably inappropriate while on board.. But, it's on!",on board,service,positive,37,45
214,"Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",flights,service,negative,81,88
215,Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,airline,general,negative,-1,-1
216,"Now, when will we see VirginAmerica come to Philadelphia (PHL).",route,service,neutral,-1,-1
217,beginning of Feb I called United they said they would send another voucher by mail. Never got anything. tiredofwaiting,voucher,service,negative,67,74
218,"I send you an urgent message via eservice.com. BG0KWM Narayanan. Please respond ASAP. Also, NO local United Tel @ KUL",service,service,neutral,34,41
219,Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),flight,travel,negative,-1,-1
220,"Well, I didn't…but NOW I DO! :-D",trip,travel,positive,-1,-1
221,Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline and yr website is BEST transactional site EVER,tix,flight,positive,12,15
222,"Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",flight,service,neutral,3,9
223,I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,flight,flight,neutral,30,36
224,How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,flight,flight,negative,33,39
225,you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,seating,service,negative,22,29
226,I'm disappointed that the agent at the designated silver status check in line closed to assist all pasengers,agent,staff,negative,26,31
227,This is such a great deal! Already thinking about my 2nd trip to and I haven't even gone on my 1st trip yet! ;p,deal,pricing,positive,21,25
228,twitter team. you guys killed it for rescheduling me asap. thank you!,team,staff,positive,8,12
229,. If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,flights,service,neutral,39,46
230,"- can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",Cancelled Flight/chng fee,service,neutral,23,48
231,"Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",Customer Care,service,negative,42,55
232,This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,fix,service,negative,-1,-1
233,got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,service,service,positive,-1,-1
234,Really? Sprint? I thought you guys were 'kewl'! 0_0,planes,service,neutral,-1,-1
235,seriously would pay $30 a flight for seats that didn't have this playing. it's really the only bad thing about flying VA,seats,comfort,negative,37,42
236,okay ase24766m. Find our luggage.,luggage,baggage,negative,25,32
237,blocked me from DM'ing them because they would rather I complain about them in a public forum,forum,service,negative,88,93
238,"My post was just more of disappointment. I'm a frequent United flyer, it was a simple ??. 1 bad apple doesn't spoil the bunch.",Houston,location,neutral,-1,-1
239,yea get me to phoenix already. Delays all day with you people. It's bullshit.,staff,staff,negative,-1,-1
240,“:You've met your match.Got status on another airline? Upgrade : ? 🙉,airline,airline,neutral,46,53
241,is helping me step up my game! TinderTips tinderchamp,product,implicit,neutral,-1,-1
242,"- amazing customer service, again! 💕💕 RaeAnn in SF - she's the best! customerservice virginamerica flying",customer service,service,positive,10,26
243,. They were very understanding and helped me out. Thx! Comps,understanding,service,positive,17,30
244,I love this graphic.,graphic,branding,positive,12,19
245,A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. unacceptable,e-certificate,service,negative,13,26
246,Why is it taking 12 years to fly home to Dallas? Get your shit together.,flight,service,negative,-1,-1
247,the person is currently bettween gates 71A and 73 in LAX,response,service,neutral,-1,-1
248,you know I'm flying virgin for the fight MayweatherPacquiao,flight,airline,neutral,-1,-1
249,checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,flight,airline,negative,20,26
250,"for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",refund,service,negative,106,112
251,trying to add my boy Prince to my ressie. SF this Thursday from LAX,reservation,service,neutral,-1,-1
252,us too! Terrible airline! Just gave us a hotel hotline number and said sorry,airline,service,negative,17,24
253,I am all about the in flight artisanal cheese and wine pairing.,cheese and wine pairing,service,positive,39,62
254,Good point!,implicit,implicit,neutral,-1,-1
255,I am trying to book awards for September and need flights on but they will not show even w/ many award seats availab,flights,service,negative,50,57
256,I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,service dog,service,negative,21,32
257,Looks like a broken link for your assets,flights,service,negative,-1,-1
258,is saving my sanity right now:,sanity,implicit,neutral,13,19
259,Ok thank again for your help!,bags,service,positive,-1,-1
260,how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,gate checked bag,baggage,negative,18,34
261,Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,routes,service,positive,43,49
262,Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.,carryon,baggage,negative,44,51
263,I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.,pilot,staff,negative,-1,-1
264,i have a weekend of dealing with your company that would say otherwise.,company,service,negative,38,45
265,called your service line and was hung up on. This is awesome. sarcasm,service line,service,negative,12,24
266,is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,flight,airline,neutral,3,9
267,amazing to me that we can't get any cold air from the vents. VX358 noair worstflightever roasted SFOtoBOS,middle seat,seating,negative,-1,-1
268,and what am I suppose to do with that number?,number,service,neutral,38,44
269,pls properly train your agents. Requested to speak to 1k customer service and was transferred to a dead end. Not even open at this hr,agents,staff,negative,24,30
270,what's the point of asking for details about a servicedog when you book if your flight crew doesn't read them? (Continued),baggage,baggage,negative,-1,-1
271,I’m having trouble adding this flight my wife booked to my Elevate account. Help?,Elevate account,app,negative,59,74
272,"Anytime, sugafly.",service,flight,neutral,-1,-1
273,"Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",treatment by gate agents,staff,negative,74,98
274,Digging the swanky pink mood lighting during the flight from NYC to SFO. Just needs a cabaret singer. Think about it!,mood lighting,flight,neutral,24,37
275,it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. GetMartyHome,delay,service,negative,106,111
276,thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at,DM,service,negative,-1,-1
277,. ..I received on other flights. united truly breaks guitars. unitedbreaksguitars wantmymoneyback,guitars,service,negative,53,60
278,Results Handily Exceed Forecasts -,implicit,general,neutral,-1,-1
279,"Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",delays,service,negative,-1,-1
280,a brilliant brisk am in Boston in cue for vx363,flight,flight,neutral,-1,-1
281,Thanks!,schedule,service,positive,-1,-1
282,kudos for not Cancelled Flightling flights from DFW this morning. United usually first to panic...,flights,airline,positive,35,42
283,"tried calling too, but w/25 min phn wait means we'd miss options anyway",wait,service,negative,36,40
284,I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,credit,service,negative,112,118
285,I did DM the details but still no response. I have to book today.,property,baggage,negative,-1,-1
286,What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,website,technology,negative,26,33
287,How can I watch the Oscars2015 on my JFK-&gt;SFO flight?,flight,service,neutral,49,55
288,UA938 ORD-LHR. bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,plane,service,negative,79,84
289,DM does not work what do I do?,TravelBank,baggage,neutral,-1,-1
290,please be good to me this weekend!,implicit,airline,neutral,-1,-1
291,I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,confirmation number,implicit,neutral,-1,-1
