id,text,aspect,category,polarity,from,to
124,Going to bring it to service today.,service,electronics,neutral,21,28
125,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for mac,electronics,positive,29,53
126,"But we had paid for bluetooth, and there was none.",bluetooth,electronics,negative,20,29
127,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",lg notebook service center,electronics,neutral,22,48
128,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,electronics,negative,93,98
129,"My daughter uses it for games, email, facebook, pictures and music.",games,electronics,neutral,24,29
130,"It is always reliable, never bugged and responds well.",responds,electronics,positive,40,48
131,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,electronics,negative,63,74
132,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,electronics,neutral,63,74
133,"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,electronics,negative,37,45
134,they had to replace the motherboard in April,motherboard,electronics,negative,24,35
135,"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.",use,electronics,positive,110,113
136,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at microsoft,electronics,negative,31,56
137,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,electronics,negative,170,176
138,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",xp,electronics,positive,217,219
139,I love WIndows 7 which is a vast improvment over Vista.,windows 7,electronics,positive,7,16
140,I love WIndows 7 which is a vast improvment over Vista.,vista,electronics,negative,49,54
141,"Keyboard is great, very quiet for all the typing that I do.",keyboard,electronics,positive,0,8
142,Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,dell's customer disservice,electronics,negative,0,26
143,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,electronics,negative,9,23
144,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,electronics,neutral,64,67
145,"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core i7,electronics,positive,97,109
146,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,electronics,positive,50,65
147,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,electronics,positive,29,35
148,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",windows applications,electronics,neutral,58,78
149,You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,electronics,negative,58,71
150,It weighed like seven pounds or something like that.,weighed,electronics,neutral,3,10
151,It weighed like seven pounds or something like that.,seven pounds,electronics,neutral,16,28
152,"2 months later, the battery went.",battery,electronics,negative,20,27
153,You may need to special order a bag.,bag,electronics,neutral,32,35
154,It's color is even cool.,color,electronics,positive,5,10
155,keys are all in weird places and is way too large for the way it is designed.,keys,electronics,negative,0,4
156,keys are all in weird places and is way too large for the way it is designed.,designed,electronics,negative,68,76
157,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,electronics,positive,95,100
158,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,electronics,positive,102,107
159,The keyboard feels good and I type just fine on it.,keyboard,electronics,positive,4,12
160,I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,electronics,neutral,76,84
161,"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,electronics,negative,62,69
162,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",sales,electronics,positive,26,31
163,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",service,electronics,positive,33,40
164,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",dell support,electronics,positive,128,140
165,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive,electronics,neutral,133,143
166,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",motherboard,electronics,neutral,152,163
167,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed,electronics,positive,58,63
168,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",construction quality,electronics,positive,65,85
169,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",longevity,electronics,positive,91,100
170,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",cost,electronics,neutral,10,14
171,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,electronics,positive,8,16
172,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,electronics,positive,84,88
173,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","configuration of ""extra key""",electronics,positive,118,146
174,) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,electronics,neutral,19,28
175,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,electronics,positive,70,73
176,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,electronics,positive,75,83
177,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",pricetag,electronics,neutral,146,154
178,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",use,electronics,negative,34,37
179,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",work,electronics,negative,90,94
180,lots of preloaded software.,preloaded software,electronics,positive,8,26
181,"I wish it had a webcam though, then it would be perfect!",webcam,electronics,negative,16,22
182,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,electronics,positive,51,59
183,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,screen,electronics,neutral,92,98
184,Another thing I might add is the battery life is excellent.,battery life,electronics,positive,33,45
185,"One drawback, I wish the keys were backlit.",keys,electronics,negative,25,29
186,"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,electronics,positive,200,208
187,I wish the volume could be louder and the mouse didnt break after only a month.,volume,electronics,negative,11,17
188,I wish the volume could be louder and the mouse didnt break after only a month.,mouse,electronics,negative,42,47
189,"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,electronics,positive,45,53
190,"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",boots up,electronics,positive,100,108
191,It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,electronics,negative,47,57
192,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,electronics,positive,46,70
193,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,electronics,negative,61,67
195,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,mozzilla firfox,electronics,positive,110,125
196,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",bluetooth,electronics,negative,4,13
197,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,electronics,negative,44,69
198,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,electronics,negative,94,102
199,"Great battery, speed, display.",battery,electronics,positive,6,13
200,"Great battery, speed, display.",speed,electronics,positive,15,20
201,"Great battery, speed, display.",display,electronics,positive,22,29
202,"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,electronics,positive,4,12
203,I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,electronics,positive,29,41
204,I've been impressed with the battery life and the performance for such a small amount of memory.,performance,electronics,positive,50,61
205,I've been impressed with the battery life and the performance for such a small amount of memory.,memory,electronics,negative,89,95
206,"It's applications are terrific, including the replacements for Microsoft office.",applications,electronics,positive,5,17
207,"It's applications are terrific, including the replacements for Microsoft office.",microsoft office,electronics,positive,63,79
208,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",resolution,electronics,negative,35,45
209,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,electronics,negative,47,57
210,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,electronics,negative,59,73
211,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,electronics,negative,75,88
212,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,electronics,negative,21,36
213,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,electronics,negative,41,53
214,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,electronics,negative,33,36
215,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,electronics,negative,50,53
216,Is this partially due to the fact that it is running Windows Vista?,windows vista,electronics,neutral,53,66
217,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,electronics,negative,4,9
218,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,electronics,negative,20,29
219,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,electronics,negative,39,51
220,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,electronics,negative,70,78
222,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,electronics,positive,115,123
223,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,electronics,positive,85,90
224,Mostly I love the drag and drop feature.,drag and drop feature,electronics,positive,18,39
225,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,electronics,negative,26,32
226,"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,electronics,positive,46,55
227,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,electronics,positive,37,54
228,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iwork,electronics,positive,84,89
229,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",garageband,electronics,positive,91,101
230,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",imovie,electronics,positive,107,113
231,The screen is very large and crystal clear with amazing colors and resolution.,screen,electronics,positive,4,10
232,The screen is very large and crystal clear with amazing colors and resolution.,colors,electronics,positive,56,62
233,The screen is very large and crystal clear with amazing colors and resolution.,resolution,electronics,positive,67,77
234,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,electronics,negative,62,69
235,"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",itunes,electronics,positive,13,19
236,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",size,electronics,negative,0,4
237,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,electronics,neutral,76,92
238,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,electronics,negative,23,40
239,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,electronics,negative,74,82
240,Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,electronics,negative,80,85
241,"It has no camera but, I can always buy and install one easy.",camera,electronics,neutral,10,16
242,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,electronics,positive,4,11
243,The AMD Turin processor seems to always perform so much better than Intel.,amd turin processor,electronics,positive,4,23
244,The AMD Turin processor seems to always perform so much better than Intel.,intel,electronics,negative,68,73
245,After that the said it was under warranty.,warranty,electronics,neutral,33,41
246,The start menu is not the easiest thing to navigate due to the stacking.,start menu,electronics,negative,4,14
247,The start menu is not the easiest thing to navigate due to the stacking.,navigate,electronics,negative,43,51
248,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,electronics,negative,54,77
249,The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,electronics,negative,4,16
250,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,electronics,negative,4,14
251,Really like the textured surface which shows no fingerprints.,surface,electronics,positive,25,32
252,The screen is bright and the keyboard is nice;,screen,electronics,positive,4,10
253,The screen is bright and the keyboard is nice;,keyboard,electronics,positive,29,37
254,But the machine is awesome and iLife is great and I love Snow Leopard X.,ilife,electronics,positive,31,36
255,But the machine is awesome and iLife is great and I love Snow Leopard X.,snow leopard x,electronics,positive,57,71
256,"High price tag, however.",price tag,electronics,negative,5,14
257,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",mac os,electronics,positive,23,29
258,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,electronics,negative,52,72
259,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,electronics,negative,66,72
260,It is easy to use and lightweight.,use,electronics,positive,14,17
261,I went to Toshiba online help and found some suggestions to fix it.,toshiba online help,electronics,positive,10,29
262,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,electronics,positive,24,36
263,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,electronics,neutral,68,73
264,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,electronics,neutral,103,112
265,This laptop is a great price and has a sleek look.,price,electronics,positive,23,28
266,This laptop is a great price and has a sleek look.,look,electronics,positive,45,49
267,I especially like the keyboard which has chiclet type keys.,keyboard,electronics,positive,22,30
268,I especially like the keyboard which has chiclet type keys.,keys,electronics,positive,54,58
