id,text,aspect,category,polarity,from,to
56,"Helped summarize the basics for a newbie like me . Glad I took it : ) Recommended . Although , I do recommend some more material on the last two weeks - I loved the concepts that were taught , but I feel there could have been more lectures on BST applications , given how powerful they are ! Thanks !",lectures,presentation quantity,neutral,231,239
57,Excellent Course ! It ' s understandable even for beginners . The professor explains very well . I really learned a lot with this course ! 5 stars .,Course,course general,positive,10,16
58,"I am an amateur musician myself , in high school . I love playing music and singing so much but i always felt like i was missing theoretic information . Thanks to this course , I feel like i am overcoming this situation . Thank you so much for making this possible .",course,course general,positive,168,174
59,"Words . . . TOO MANY Words ! ! Talking talking talking , most if it without valuable content . I got bored listening to the instructors continuously telling us what they were going to tell us , repeating themselves , and then telling us what they told us again and again and again . Also WAY too many UMMMMsss from the instructors .",implicit,presentation quality,negative,-1,-1
60,"It was a very interesting course , however it was biased toward Spanish history with the inclusions . I was really more interested in what I thought the course was supposed to be about anyway , Medieval Manuscripts . I had a terrible time deciphering the lecturer ' s English and , because I ' m not interested in a course certificate , the course projects were a waste of my time , though I can see that they could be fun and add to the enjoyment of the course .",course projects,assignments quality,negative,341,356
61,"Very good basic course for everyone interested in the European Union . Here you can learn about the past and the present state of affairs in the EU , as well as get to know some future challenges . The course is filled with lots of EU - related facts and statistics and presents the EU from different points of view . I would say the course is quite a "" light "" one : there are no peer - reviewed assignments and quizzes are rather short and easy , but it definitely gives food for thought . Be aware that the videos are in French but with English subtitles .",peer - reviewed assignments,assignments quantity,negative,381,408
62,This course covers a lot of ground at a pretty fast pace . It ' s not going to teach every aspect of the subjects covered - it couldn ' t possibly do so in the time - - but it teaches enough to allow students to ask the right questions later . I would like to see more searching practical exercises to cement the learning . The existing assignments follow quite closely the worked examples which means those coding along with Dr chuck aren ' t going to have too much more to do .,course,course quality,neutral,5,11
63,The lectures and practicals are very easy to understand . The programming homework is a little bit hard for a python beginner to finish . I wish there are more hints or test examples . It would be better to include some reference papers for those who are more interested in the sequencing techniques and methods to read by themselves . And it would be very nice to have a summary slide at the end of the course .,summary slide,presentation quality,neutral,372,385
64,"Sorry to say that , but this course has nothing related to programming . I like Dr . Chuck courses , especially 2 - 4 in this specialization , but this course has no programming challenge and check only your ability to make screenshots . If you have any programming experience you don ' t need this course it doesn ' t pay off your time you spend for this . Sorry again , but it ' s my opinion .",course,course relatability,negative,29,35
65,"Great , thank you ! Would be even better with : - more analysis videos ( like there is one on the last week ) partitions available in intelligent formats ( e . g . musescore ) so that transposing instruments can avoid encoding the partitions",videos,presentation quantity,neutral,64,70
66,"Great course ! Easy to follow , useful , and very practical . At the same time , if you want to understand deeper why things work the way they do and / or the math behind it , the lectures give you good directions to look further into it . The programming assignments are a bit on the basic side ( in terms of what you have to do vs what they give you ) , but are still great to put these ideas into a practical setting , and the optional parts help you explore the applications in more depth . Really glad I put the time into it . Totally worth it .",programming assignments,assignments quality,neutral,244,267
67,"It would be awesome to have Chinese characters included in the course . I felt that some good grammar concepts were introduced , but there were several that I felt were overlooked and could use more explanation . The vocabulary is good and I learned a lot . I like the teacher and the conversations are good listening practice . I ' m happy with this course overall .",course,course general,neutral,63,69
68,"This might be a great course for those who don ' t have any previous background in Finance / Business . The course will give you a very introductory observations about modern finance . Tests are quite simple , more suitable for high school , probably . No math required . That ' s a nonsense for a finance course , but still .",course,course general,neutral,22,28
69,"The course content is perfect , however the rating system is kind of disappointing . First , the rating is very subjective , thus I might pay great efforts to my submission but get a grade below my expectation . Second , sometimes I can be busy on weekends thus I want to finish the peer review earlier on Friday , however , there might often be not enough submission to be reviewed , thus I am very pressured to do this with a exhausted mind and body in the evening on Sundays . Could I just pass if there ' s no other submission to review ?",rating system,grades general,negative,44,57
70,"Thanks Dr Chuck for a perfect , easy and interesting course . All topics that were discussed contain source code that is self described and easy to understand . I recommend this course to everyone who wants to learn something new . Many thanks to Dr Chuck and all people who make this course open to everybody . And thanks Coursera also : )",course,course comprehensiveness,positive,53,59
71,"I ' ve already written a review for part 1 and I have the same opinion about this one . The course is rather poor and not challenging . Only general information about relevant topics that as well read on wikipedia . No exercises , no code assignments . A lot of this content was repeated from first two parts of this specialization .",course,course general,negative,92,98
72,"Professor Fowler is great ! He spends some time explaining the theory behind the topic , and makes everything pretty easy to visualize . I would love if there were a few more resources with example problems . The quizzes can be pretty challenging , if you haven ' t done any practice problems first . My favorite thing about this MOOC and Prof . Fowler is his excitement - - which makes it feel , less like a lecture and more , like a fun conversation about calculus .",quizzes,assignments quality,neutral,213,220
73,"Before I took this course I took the Stanford Machine Learning course , which I greatly enjoyed . That course allows for the learning of difficult concepts in a way that I found less painful than working through a textbook . In this course there is a lot less video content , and the coding assignments are less interesting . Expect to spend a lot of time understanding the nuances of the code that the instructional team has developed , and be prepared to really pore over the gritty aspects of Octave or MATLAB . If you ' re serious about this course I suggest buying the accompanying book . The slides are not easy to understand without the audio narration , which makes them difficult to review , and unlike the case in the ML course , there are not a lot of readily available open introductions written on the topics .",assignments,assignments comprehensiveness,negative,291,302
74,"Very little content on offer other than some short clips and mildly interesting readings . The vast majority of the course is dedicated to short writing tasks that are supposed to get you engaged ( i . e . discussing ) diplomacy , but the practical effect is at best busy work with little new knowledge or insights gained . Extremely disappointed .",content,material quality,neutral,12,19
75,Very enjoyable and informative course . The course focuses on the process of data science rather than the technical aspects of data science . Provides a great overview . The lecturer is engaging and knowledgeable . An easy five stars .,course,course general,positive,31,37
76,"Some of the interesting topics discussed in this course could be treated substantially more extensive and detailed in order to get a better grip and understanding on them ( e . g . Gibbs sampling ) . After this course , it is a bit dazzling how much different algorithms and methods are available for clustering and retrieval tasks and this course easily could have been subdivided into two or three separate courses on the same topic with a more detailed treatment . Still , about many interesting subjects a tip of the iceberg has been brought to you . it tastes so good that you would like to have much more !",course,course quality,neutral,49,55
77,"I enjoyed this class , but the content feels amateurish . One major detracting factor is grading of the exams - a complete waste of time where there are multiple examples of contradictory slides to the quiz questions . The quizes often ask for information that is beyond the scope of the lectures and steadily becomes a process of just retaking exams until you get a 100 % . I don ' t think the quizes reinforced the material in the lecture but actually took away from the class . This class was at it ' s best during the recitals , where I actually got to understand the great strategies used in the videos .",grading,grades general,negative,89,96
78,"Very well made , great contents . The only reason I removed a star is it seemed to me there was more topics in the quizes than in the course itself in the first part . It was a bit confusing and the quizes required to look up information on the internet and there was no real way to know these topics would be in the quizes . Otherwise , I enjoyed the class and learned a gread deal .",quizes,assignments comprehensiveness,negative,115,121
79,"I audited this course . The videos are in fact useful . However , it would appear that the real interaction is reserved for the later weeks of the course . Thus moving from theory to application can be a bit abstract . Of course I did purchase the book and workbook created by the author and have found them to have additional material to support application .",course,course quality,neutral,15,21
80,"Awesome experience ! Great professor , clearly explains topics with easy to follow lectures , examples , and graphics . Has plenty of examples in easy to download and print pdf format . I have not tested the online help forums mainly because the lecture modules are very well made and self explanatory . Wishing I had this excellent resource available when I was taking Statics in college . Highly recommend for any Engineering Major , or just brushing up for the PE / FE Exams , etc .",professor,faculty comprehensiveness,positive,27,36
81,Clear and useful . More real study cases would have been a plus . As the analyses of failures investments . PFI mechanisms and impacts are not integrated . That ' s is missing .,implicit,course relatability,negative,-1,-1
82,"Overall good , thanks Prof . Geoffery ! A bit difficult , especially there is a lot part of RBM / DBN / DBM . There could be some CNN content included in the future . Thanks .",Prof . Geoffery,faculty general,positive,22,37
83,Not such a great course . Lectures don ' t cover what is needed in some assignments . Week 3 assignment was the hardest I ever took . Just plenty of work to be done and small amount of that work is going to stay with you . There is a lot of space to improve this course .,course,course workload,negative,17,23
84,"This course was very helpful . The information was very well presented , with a lot of examples and clear statements . Easy to understand , remember and practise . The tests were very accurate with clear questions and answers . The interviews were inspiring and clarifing the whole material of the course .",course,course comprehensiveness,positive,5,11
85,"Although much of the content seems common sense it is probably necessary to build a common foundation here for later courses . The peer assessments are potentially interesting but , in practice , the majority are so trivial - - 3 or 4 sentences repeating back material from the lectures - - as to be hardly worth reading . Since there is no real qualitative assessment in the peer grading , the work put in by a minority is not acknowledged nor the shortcomings of many highlighted . The instructor is unbelievably upbeat and animated which some will love and others . not . I tend to be in the latter camp but recognise this may be due to cultural differences or simply that I ' m a boring old sod !",courses,course general,negative,117,124
86,"There is some good content on creativity in this course , thoug it barely addresses problem solving . Do something different "" assingments were an interesting idea . Some content material is missing , including the link to a text that is needed to answer a quizz which will influence your final grade . Grading standards are weird : maximum grades are to be given to assignments performed in public , as if things done in private aren ' t creative ; there are better ways to have someone get out of their comfort zone . Assingments request that you be photographed or filmed , and there is no disclaimer that your photos or your privacy will be protected . If you are an introvert or simply a person who values privacy , this is not the course for you .",assingments,assignments quality,positive,127,138
87,"I loved this course . I loved the videos , I learned a lot from them . Dr . Dixon is an excellent teacher . The content of this course was awesome ! Thanks !",videos,presentation comprehensiveness,positive,34,40
88,"Strategic implementation , something that people generally forget about after creating their "" marvellous "" strategies and then watch them fail . This course teaches us how not to make that mistake . The course was nicely organised , though I believe the rubric for the last peer review assignment could do with a bit of tweaking . Rating on a 1 - 5 scale for about 10 questions clearly showed central tendency problems , as well as lots of subjectivity in the reviews . I hope it can be improved in the future !",peer review assignment,grades general,neutral,275,297
89,It is very interesting course with easy and comprehensive contents . It had short length videos which did not create boredom for me at all . I hope Coursera will improve it ' s stance more in the future . Thanks to Coursera team and teaching faculty . It is really adorable effort . Regards,videos,presentation quality,neutral,89,95
90,"Totally worth the money and time ( weekly 2 - 3 hours work ) . Wish I had even more time to further cement my social listening skills , but obviously I am doing this while I try to lead and manage my company , so it can be a little bit hard to balance . I am so glad to start this Social Media Marketing Certificate . 2 down and 4 more to go to complete the whole thing . I am so excited and pumped !",implicit,course value,positive,-1,-1
91,"The whole curse relies on the automated grading system , which is still a little sloppy . I think it would be useful to have one notebook or cheatsheet with all the important functions . And also , I personally like to have a reference assignment that was completed by the instructors . This could be provided before or after the course , but the way I really learn is by reading other peoples code and seeing ways to code problems . Thanks",automated grading system,grades general,negative,30,54
92,"The course is more an exercise in flexing Ivy vernacular than it is actually teaching . The learning curve is too steep to be useful to the majority of potential registrants . You ' re interested in this course either to ( a ) learn something about an exciting and ever changing field and / or ( b ) to have the Stanford logo on your LinkedIn profile . In both cases , move on . The curve is far too steep to be useful or to merit the countless additional hours of background learning the course should have done to bridge the gap .",course,course quality,negative,4,10
93,"Many interesting techniques to better learning and memorizing the material you want . But , IMHO , the concept of chunking isn ' t discovered by 100 % . Also , I think , that material can be arranged more effectively to understand easier . Anyway , I am very happy , that I learned how to learn and the information is really helpful to learn . Thanks !",implicit,course general,negative,-1,-1
94,"This course was useful and practical . It had essentially real - world application problems . The instructor elucidates every detail , though you may will face much harder problems on the assignments . This what makes the course more interesting and engaging . I also would recommend it to anyone whose future profession somehow is connected to economics / finance / accounting because these are basic skills . You MUST know them !",course,course general,positive,5,11
95,"The video materials were very poor , they did not cover all the aspects and the explanations were very brief . The course only contained a single project , which although fun , is not enough for learning a new language . After completing this course I feel that I don ' t really know Swift , but I can use it . After each week you have to complete a quiz . They should replace these quizzes with project , where you write real code . I took this course for free , but I wouldn ' t pay for it .",course,course quality,negative,115,121
96,Great information and really learned so much . Thank you for teaching this course . I really enjoyed learning this information . I will be revisiting some modules again for a refresher or go through it again since there was so much to learn . Thank you .,course,course quality,positive,75,81
