id,text,aspect,category,polarity,from,to
81,"Kenco coffee is good not great . I have just recently bought a tassimo machine and have been trying out different coffee ' s and tea ' s . This may be a hair above the maxwell house or about the same . So far my advice to you is to wait till the starbucks goes on sale ( and it does quite often here on amazon and walmart ) because thier house blend , breakfast blend and columbian are all really good . It seriously tastes like you went to a Starbucks and bought the coffee but at 1 / 3 the price ! ! !",house blend,general,positive,338,349
82,I love to make Italian risotto . I usually find I can only get arborio rice in small quantities and at a high price . This enormous bag cost me less than twenty dollars with subscribe and save . That saves A LOT of mullah and a lot of bother trying to shop for it too ( most markets round here don ' t carry arborio rice of any brand ) .,arborio rice,general,positive,63,75
83,"These olives are an absolute steal based on what they sell for here on Amazon . They have a nice size to them and none of them have been soft . The herb solution that this comes in is a great touch , but I strain it and just use my own mix ( olive oil , lemon , fresh herbs ) . Overall , a great value and 6 pounds may seem like a lot but we go through a can every month or so ( especially in the summer ) .",amazon,general,positive,71,77
84,"These olives are an absolute steal based on what they sell for here on Amazon . They have a nice size to them and none of them have been soft . The herb solution that this comes in is a great touch , but I strain it and just use my own mix ( olive oil , lemon , fresh herbs ) . Overall , a great value and 6 pounds may seem like a lot but we go through a can every month or so ( especially in the summer ) .",olives,general,positive,6,12
85,"These olives are an absolute steal based on what they sell for here on Amazon . They have a nice size to them and none of them have been soft . The herb solution that this comes in is a great touch , but I strain it and just use my own mix ( olive oil , lemon , fresh herbs ) . Overall , a great value and 6 pounds may seem like a lot but we go through a can every month or so ( especially in the summer ) .",olives,general,negative,6,12
86,"If you like me wear and drink black , then this tea is for you . I for the most part keep cautions of fruity teas I like my tea solid and strong . However this tea had this boldness with a twist of Apricot , which I enjoyed . It is great to break - up a routine of always just black and have some additional flavor to it , and this tea is the one .",tea,general,positive,48,51
87,wow . amazing price . can ' t beat it anywhere and the convenience of free delivery with amazon price makes it even more affordable . I make no - knead bread and pizza and this works very well for all sorts of other uses . Their website also gives tips for storage & uses & conversions with measurements which is helpful when some recipes call for packets of yeast etc . for the frugal gourmet !,amazon,general,positive,89,95
88,This tea has a pleasant cinnamon like aroma and has a cinnamony / Carob like flavor . It take longer to brew but is worth it ! It takes the edge off stress and is an enjoyable tea for morning or nightime ! I take it in the morning 1 / 2 hour before stressfull meetings and 1 / 2 hour before I go to sleep if it has been a stressful day . I like to stock up so I am prepared when things get tense !,tea,general,positive,5,8
89,This tea has a pleasant cinnamon like aroma and has a cinnamony / Carob like flavor . It take longer to brew but is worth it ! It takes the edge off stress and is an enjoyable tea for morning or nightime ! I take it in the morning 1 / 2 hour before stressfull meetings and 1 / 2 hour before I go to sleep if it has been a stressful day . I like to stock up so I am prepared when things get tense !,tea,general,negative,5,8
90,"So happy to find this hard to find product . Speedy delivery , great price , excellant service , great product . Thanks so much . Betty Crocker Supermoist Cake Mix , Cherry Chip , 18 . 25 - Ounce Boxes ( Pack of 12 )",betty crocker supermoist cake mix,general,positive,130,163
91,"Do you remember the Rolos of several years ago ? The Rolos with chewy caramel in the center ? Well , that ' s all changed now . Whatever is in the center is neither chewy , nor caramel as you and I know it . These are not your mother ' s Rolos .",rolos,general,negative,20,25
92,"My three very finicky dogs love this product , and I like the way I can cut them up into small pieces for training . There is only one ingredient in this : liver , all sourced within the United States , so I feel confident and safe giving this to my dogs . I buy this on a regular basis . It ' s priced better than any pet supply store I ' ve seen , even the larger chains . Qualifies for free shipping , which is also nice .",product,general,positive,37,44
93,"My three very finicky dogs love this product , and I like the way I can cut them up into small pieces for training . There is only one ingredient in this : liver , all sourced within the United States , so I feel confident and safe giving this to my dogs . I buy this on a regular basis . It ' s priced better than any pet supply store I ' ve seen , even the larger chains . Qualifies for free shipping , which is also nice .",shipping,general,positive,394,402
94,"I support a local animal shelter , too which I provide food monthly . By ordering in bulk , not only do I save money but it helps my budget in contributing to saving animals lives . The food is always shipped and delivered professionally and on time . I have tried buying in bulk at discount stores , but my time and gas factored in does not make it as cost effective as having it delivered to my home . Would highly recommend .",shipped,general,positive,201,208
95,I came across Canidae when we adopted a 3 week puppy whose mother had transitioned . We didn ' t know how to care for him properly so we went to the local pet store and they said Canidae was the food to use and to use it throughout his life . We simply wet the food for the first few weeks before going completely dry and he has loved it throughout . We also feed it to our 65 pound Goldendoodle and he loves it as well . Definitely a great find .,canidae,general,positive,14,21
96,"Whenever we can ' t find an item locally , I always turn to Amazon . com . I had run out of options looking for Crystal Geyser bottled water ; went in to Amazon and found something better , the 23 . 7 oz bottles of Poland Springs Water . I ordered it and within two to three days it was delivered . Thank you Amazon . com",amazon,general,positive,60,66
