id,text,aspect,category,polarity,from,to
51,Happy WorldOceansDay ! Great to see partnership working to tackle plasticpollution and binit4beaches.,plastic pollution,pollution,negative,-1,-1
52,"team still hard at it cleaning Silloth beach - I’m finding lots of cotton buds, wet wipes, fishing nets, fishing line .... GOplasticfree WorldOceanDay",beach,water,positive,39,44
53,Fantastic WorldOceansDay2018 beach event Bude with launching our Wave 1 education packs biology chemistry - go download! More next week. Please RT! Tnx to WOD2018,beaches,environment,neutral,-1,-1
54,Wirral mad about WorldOceansDay here... Gotta be... dogsoftwitter,ocean,water,neutral,22,27
55,Surface water flooding is possible across parts of Yorkshire and North East today. Keep up to date with the latest 5 day flood risk forecast for over the weekend:,surface water flooding,water,neutral,0,22
56,"As we commemorate the world environment day, what are we doing to help in reducing plastic bag pollution? wrote that PLASTIC BAGS AIDING POLLUTION via Express",pollution,water,negative,95,104
57,WATCH: more work from to tackle the problem of plastic pollution on our beaches in Cornwall Devon Dorset Somerset,beaches,beach,negative,72,79
58,"Many of us will have been to the beach over the BankHolidayWeekend, and here’s a little example of how we can all help tackle the plastic pollution in our seas. Please take your rubbish (and your Barbies...) home with you. BarbieOnTheBeach",beach,water,negative,33,38
59,"Environment Management teams set up pollution control equipment on the RiverLavant, WestSussex, during a training exercise today to mark EnvironmentIncidentsWeek. Regular joint training means we’re always ready to respond to incidents 24/7",River Lavant,water,negative,-1,-1
60,"freshwater fish always wash over the weir into tidal water westend rd ipswich, saved a jack pike today",tidal water,water,positive,47,58
61,Good work EA! Plastic pollution: 'Scourge' of debris on beaches tackled,plastic pollution,pollution,negative,14,31
62,The long term transformation of bathing water quality in our region is largely due to our £2.3 billion investment. As a result our region now boasts some of the finest bathing waters and beaches in Europe<U+0001F3D6><U+FE0F> Today we'll be joining to support WorldOceansDay,bathing water quality,water,neutral,32,53
63,Time to chill and reflect at the end of what was a very busy and inspiring WorldOceansDay congratulations to for pulling everything together for the North Devon team for the event TeamEA,water,water,neutral,-1,-1
64,"Women bear the brant of climate changes, poverty that it brings, the burden of fuel and water etc. the most vulnerable in flooding and heating. Etc.",water,water,neutral,88,93
65,Thank you. We look forward to an update in due course CleanerBeaches CleanerSeas,beach,water,positive,61,66
66,Tom was our first placement . Read more about our partnership here WorkFit ERSAAwards18 FridayFeeling,placement,employment,neutral,18,27
67,The Severn Guardian stopped in Cardiff Tonight. So happy I got see the skyoceanrescue whale. The Severn guardian is off to Bude on Friday for World Ocean Day,ocean,water,neutral,74,79
68,"“If we don’t use them, companies won’t make them.” Our AreaDirector shows off some of the rubbish found on today’s West Kirby beach clean Wirral for WorldOceansDay including a lot of disposable plastic cups! Binitforthebeach on your next visit!",plastic cups,pollution,positive,194,206
69,"Had an unofficial preview the other evening - all q impressive, but then it is one of the UK’s biggest sea defence projects",sea defences,infrastructure,neutral,-1,-1
70,walkthethames2018 we through with the M4 on the horizon Dorney lakes next stop focusonthefinish,marine plastic,water,neutral,-1,-1
71,"The weather was grim and after five jobs on The Lizard, Liam was starting to get cold. But his great work ends up here: bathingwatersgottalent",river,water,positive,-1,-1
72,Our Sampling and Collection teams will monitor groundwater level using a druck. The druck is used to assess the water levels,groundwater level,water,neutral,47,64
73,"Unfortunately, it's your canal that has breached into the River Ouzel, as I reported twice well over a year ago. So unfortunately for you, it is under your jurisdiction, and needs rectifying <U+0001F60A>",canal,water,neutral,25,30
74,"Locally significant surface water flooding impacts are likely due to heavy and slow-moving thunderstorms, says .",surface water,water,neutral,20,33
75,"Out with , police and Voluntary bailiffs on an Operation Clampdown patrol targeting illegal close season fishing",water,water,neutral,-1,-1
76,"We're busy in Bude at 's WorldOceansDay event! We've encouraged people to fill in these postcards, asking to protect our seas by designating 41 new Marine Conservation Zones",marine conservation zones,policy,neutral,148,173
77,We’ve joined forces with for WorldOceansDay to binit4beaches at clean ups at Whitley Bay and Saltburn! Do your bit to keep our northeast beaches in top condition and BeatPlasticPollution,beaches,environment,negative,53,60
78,Our Area Director being interviewed by on WorldOceanDay. Incredible amount of plastic collected in a short space of time.,plastic,pollution,neutral,78,85
79,Just last week we saw the still using sandbags. The weekend’s flooding has shown we need equipment which can be deployed quickly and is reusable too... oh and is cheaper than sandbagging. WATERGATE It saved my home from flooding in 2012.,equipment,flood management,neutral,89,98
80,Risk of water shortages for England warns via,water shortages,water,neutral,8,23
81,I just supported London Rivers Week 2018 on // you can too - sign up to generate a noise to support London's rivers!,rivers,water,neutral,24,30
82,Just about to pick up duty manager role - our teams are out protecting communities- stay floodaware for this afternoon and don’t drive through flood water thinkdontsink,flood water,water,neutral,143,154
83,"Scarborough is supposed to be a seaside tourist destination, but with warning against bathing in the sea. What next?",water,water,neutral,-1,-1
84,It’s more than a cleaning job if you read through the thread you’ll see. It’s probably anti erosion matting and very deep in the sand and very large. It’s a big problem too deal with. If it was as easy as pulling it off the beach we would have.,matting,environment,positive,100,107
85,"They are amazing, beautiful, historical and so different in each season <U+0001F60D> although I could do with a bit of drying out at the moment! Hopefully a bit of dry weather on the way..... <U+0001F923>",water,water,positive,-1,-1
86,GOOD: The barrier “thingy” has now been repositioned<U+2757><U+FE0F> BAD: It just shows how much rubbish finds its way into the water <U+0001F622> UGLY: I’m not sure the term “Duct” is the correct term for it<U+2753> <U+0001F937><U+200D><U+2640><U+FE0F> WerringtonMeadow,water,water,negative,128,133
87,"Millions of people are flushing the wrong things down the toilet, which means even more plasticpollution in our oceans. Do your bit for WorldEnvironmentDay and only flush the 3Ps; pee, poo and paper down the loo. For everything else; binit4beaches",oceans,water,negative,112,118
88,Celebrating today the wonderful beaches of the SW and the work SWRCMP does for protecting -monitoring them!WorldOceansDay SWRFCC,plastic,pollution,neutral,-1,-1
89,. it’s really a bold step. WorldEnviornmentDay plasticfree BeatPasticPollution | kudos to Haryana government!,pollution,water,negative,69,78
90,Probably the worst offender for us when we do beach cleans <U+0001F621>. Only flush the 3 P's! WorldOceansDay stoptheplastictide breakfreefromplastic TurnTheTideOnPlastic plasticpollution,plastic,pollution,negative,117,124
91,Is not about dumping is about recycling. GetABin UseABin,canal,water,neutral,-1,-1
92,We are holding our first water safety event on 24th June as part of the Drowning and Prevention Week 15 - 25th June! Lots of activities to see and do throughout the day.,water safety,water,positive,25,37
93,You messed up my favorite bass fishing spot on the river orwell,bass fishing spot,water,neutral,26,43
94,The is working to save fish in the West Park lake,fish,lake,neutral,23,27
95,"Because of all the rain the last few days the River Lea is running much higher than normal. You can check the level of flow at Walthamstow Marsh here,",river,water,neutral,46,51
96,"Also water in the leat is filthy, dead fish and the Kingfisher has not come back this year. <U+2639><U+FE0F>",water,water,negative,5,10
97,Well the sun might not be here but we are! We're in Killingworth until 7 talking about the final phase of our flood reduction scheme with and . The will also be giving a safety demonstration in the lake between 1 and 4! <U+0001F4A7>,water,water,positive,-1,-1
98,Will you be enjoying the warmer weather at the beach this weekend? Help us and protect and improve the BeautyOfTheBeach by thinking BEAUTY when it comes to the seaside!,beach,recreation,neutral,47,52
99,We're keeping this 'brief'! <U+0001F648> Underwear garments found during our beach clean up events today for WorldOceansDay <U+0001F633> We found lots of other interesting things too so watch out for a video over the next few days! BinItForBeaches WaterRangersNW NorthEast,event,event,positive,92,97
100,"Great to be speaking at Bude with for . Thanks for asking us, awesome to see so many people involved in helping our oceans! WorldOceansDay microplastics",microplastics,pollution,positive,139,152
101,I don't think waste companies or councils care <U+0001F610> plastic pollution solutions wheeliebin suez4ocean suez,pollution,water,negative,68,77
102,"Congratulations Keela! This is fabulous and so very, very well deserved.",water,water,neutral,-1,-1
103,"Are you interested in doing a PhD and contributing to helping London's river network, part of which is in the Land of the Fanns? Take a look at this new opportunity!",river network,infrastructure,neutral,71,84
104,After a week of beach cleans with we collected half a tonne of rubbish in total across 10 beaches! Here's our staff at Arnside Southlakes Cumbria WorldOceansDay binitforbeaches,fishing gear,pollution,positive,-1,-1
105,Technical officers from our Groundwater and Contaminated Land team have been in Cambridgeshire undertaking proactive engagement work with landfill operators. Here they are being shown the construction of a new cell at Milton. TeamEA,landfill,waste management,neutral,138,146
106,Here at our Bridgwater office we have recycled 11kg of plastic this week! WorldEnvironmentDay BeatPlasticPollution,plastic,pollution,negative,55,62
107,Our Derbyshire Field Team has been busy clearing debris from the fish pass on the RiverDerwent at DarleyAbbey to help fish to migrate,lake,water,neutral,-1,-1
108,"It has been a wetter week across all of England. River flows increased at the more than half of indicator sites, flows remain normal or higher for the time of year at the majority of indicator sites rainandriverdata water",river flows,monitoring,neutral,49,60
109,"It's so important that we all take care about what to put down the toilets. Remember the 3Ps - Pee, Poo and Paper. toilet environment careabitmore binit4beaches",toilets,water,neutral,67,74
110,World Environment Day santulanchaubey EnvironmentDay WorldEnvironmentDay BeatPlasticPollution PollutionFreeEnvironment,river,water,negative,-1,-1
111,"RT : Zero out of 10 for this morning's interview with Head of re stresses on water supplies. No mention of greywater recycling or rainwater harvesting throughout, or of the very helpful role the latter can play in also avoiding floods",water supplies,water,neutral,77,91
112,How many people does it take to open a sea wall?! <U+0001F602> Hear from a couple of them DriveTime rossall larkholme SeaDefence Flood,sea wall,infrastructure,neutral,39,47
113,Sadly it’s the Devon boat :( Jam First but shows the power of our sampling ADCP boat. Come see us and have a go at the Sea Lock on Bude Canal !,sampling boat,water,neutral,-1,-1
114,"We have an automated machine on the Silkstream in Edgware NorthLondon to lift collected debris from the river flow and put it in a skip. Our UpperColneTeam routinely go to site to help lift the larger logs, ensure the screen is clear and check if the skip's full. FloodAware",foul drain,infrastructure,neutral,-1,-1
115,You can view the latest river levels online direct from our monitoring stations. These levels can help you understand your flood risk now and in the next few days. Check the latest where you are:,river levels,monitoring,neutral,24,36
116,"20 million people’s water needs could be met in the amount lost to leakage in England, new report states",water,water,neutral,20,25
117,BeatPlasticPollution WorldEnvironmentDay2018 QuettaOnline is leading volunteer group who working for environment from last 7 years. WorldEnvironmentDay BeatPlasticPollution CleanQuetta GreenQuetta,water,water,negative,-1,-1
118,You would struggle in Lake Ewart due to the colour however let us know if you ever want to film in our patch as we’d be happy to assist/point you in the right direction for possible river and stillwater venues. Cheers.,lake,water,neutral,22,26
119,"After work by and South Tyneside Council to take the top off the Bede Burn and reduce the risk of flooding, Hebburn Lakes School have been helping us to plant water loving plants on its banks - it's going to look fantastic",water,tap water,neutral,159,164
120,"To BeatPlasticPollution, Dr has ensured the usage of cloth bags in the entire premises in India and abroad. ByeByeEthene_saysStRamRahim",water,water,negative,-1,-1
121,"GREAT OPPORTUNITY! invites academic researchers for an Innovation Placement working within a non-academic host organisation such as a private business, third-sector organisation or public body. More information here:",implicit,implicit,positive,-1,-1
122,Looking like a dry week ahead - are watching some of our key rivers as they haven’t seen rain for a while and levels are low,rivers,water,neutral,61,67
123,"A multi-million pound coastal defence scheme to shore up Rossall’s sea defences while reducing flood risk to 7,500 homes has been officially opened",coastal defence,infrastructure,neutral,22,37
124,in 1976 had to shut the old incinerator at Avonmouth for 6 months because the university study on mollusks 10.2km away found poisons in their flesh.. We have a lot more incinerators here now with useless and corrupted officers PollutionKnowsNoPostcode,pollution,environment,negative,227,236
125,The River Wear is just one of the beautiful watercourses our fab WaterRanger volunteers patrol! You too can help us protect watercourses from pollution by calling 0345 717 1100 if you spot any. WaterRangersNW,River Wear,watercourse,negative,4,14
126,"WorldOceansDay we can all do our bit by reducing our reliance on single use plastics, recycling and reusing what we can and not flushing what we shouldn't!",plastics,pollution,neutral,76,84
127,The warns there will be water supply shortages by 2050 unless waterefficiency measures are taken now. Learn how to get involved miltonkeynes,water supply,water,neutral,24,36
128,Very important message from St Petroc’s School in Bude happy WorldOceansDay,beaches,environment,neutral,-1,-1
129,"Hi Louise, we supplied and installed the flood protection measures at Paupers 18 months ago! Nice little project with barriers, some duct sealing etc.",flood protection measures,infrastructure,neutral,41,66
130,"There's only 3P's we want to have flushed down the loo ...Only Pee, Poo and Paper. Keep the beaches clean and binit4beaches.",beaches,environment,positive,92,99
131,"Here we're monitoring diatoms - some as small as 100th of a millimetre! - these help us detect excess nutrients, such as phosphates, in rivers and streams. It's environmentalincidentsweek evidenceled EAlaboratory",rivers,water,neutral,136,142
132,Delighted the Environment Agency has started checking more than 500 beaches weekly as part of a government pledge to eradicate avoidable plastics by 2042 plasticpollution GovePower,beaches,environment,negative,68,75
133,"Tomorrow,June 5th is WorldEnviromentDay Theme is ‘Beat Plastic Pollution’. Be part of this movement rejectsingleuseplastic Refusewhatyoucantreuse raiseawarenessaboutprotectingtheenvironment,",water,water,negative,-1,-1
134,Looks like are up to something interesting on the River Derwent in Derby this morning! What are you doing?!,River Derwent,water,neutral,50,63
135,On this WorldEnvironmentalDay let us BeatPlasticPollution for a better tomorrow for the next upcoming generation. Join us at EnviPharm2018 to Probe and Counteract the Toxic Impacts. Visit Alliedmeet,plastic pollution,water,negative,-1,-1
136,Pin Mill place of outstanding natural beauty where people on houseboats dump their sewage into the river. cleanrivers CleanSeas WorldOceanDay WorldEnvironmentDay2018 pinmill,sewage,pollution,positive,83,89
137,Our teams of volunteers are at Saltburn and WhitleyBay beach in celebration of WorldOceansDay You'll never believe some of the things we've found so far during our beach clean! <U+0001F633> Fantastic team work by all involved BinItForBeaches WaterRangersNW,beach,environment,positive,55,60
138,"With potentially intense downpours forecast over the next 24 hours, we urge motorists not to drive through flood water – just 30cm can move your car. You can check flood alerts at or by calling 0345 988 1188 floodaware",flood water,water,neutral,107,118
139,Help us promote the binit4beaches campaign and help keep our bathing waters clean by signing up for our big Thunderclap tweet here -,water,water,positive,69,74
140,Profiling the deep dark waters of Bude Canal with the RQPod radio controlled ADCP today. Good to see how WaterResources can help the local economy and safeguard the industrial archaeology. hydrometry hydrology sustainable,waters,water,positive,24,30
141,Great day with colleagues looking at soils and slurry pollution challenges on river Axe . Very proud of TeamEA,river,water,negative,78,83
142,BeatPlasticPollution WorldEnviornmentDay PSRajapurBKTLucknow did in 2017 and wl surely amaze world with new ideas to avoid Pollution in 2018,pump out machines,water,negative,-1,-1
143,We can't believe we've found a 20 litre container full of oil during our beach clean at Saltburn beach. <U+0001F633> This has now been removed and potentially prevented from entering the sea! Great team effort by everyone involved <U+0001F44D><U+0001F3FB> WorldOceansDay BinItForBeaches,oil,pollution,positive,58,61
144,"Also, opened a new £63m coastal defence scheme to shore up Rossall’s sea defences while reducing flood risk to 7,500 homes WorldEnvironmentDay",sea defences,water,neutral,69,81
145,Hopefully the worst of the pollution will pass overnight and the fish can reach areas with greater levels of oxygen saturation. For now.,pollution,water,negative,27,36
146,"Yes but better efficiency on lower slope and nice new details on usage of low flow channel and fish going over the baffles.The things work, though still keen to see eel/lamprey passage data for them!",efficiency,performance,neutral,15,25
147,"Very useful guide from (via ) re: the moving of water abstraction licences over to the environmental permitting regime. Makes sense, but not without its complexities!",water abstraction licences,regulation,neutral,48,74
148,I've not had mine checked in years..hope it's still fishing well.had a great 3 days at your lakes a few weeks back..,lakes,water,positive,92,97
149,"Just coming off national telecon where we check all teams, plans and partners are prepared ahead of storms arriving. Our teams continue to be active 24/7 ... main message stay safe, stay alert and please don't drive through flood water .. this rain could land anywhere",flood water,safety,positive,224,235
150,Day 8 - inspired by to search out the Kelvedon office bee orchid and admire the gardens 30DaysWild,marine environment,water,neutral,-1,-1
151,Excellent extended riverfly training day held thanks to and,river,water,neutral,19,24
152,Yesterday the helped us out with aerating our lakes here at WestParkOfficial 1/2,lakes,water,neutral,46,51
153,"Did you know, the produce a five day forecast for river flooding, see here Prepared FloodWarnings",river flooding,flooding,neutral,50,64
154,Today's worldoceanday marineplastics surfersagainstsewage,marine plastics,pollution,neutral,-1,-1
155,"Members of our King’s Lynn and Ely Field Teams who volunteered to do a beach clean up on WorldOceansDay at Hunstanton, Norfolk plasticwaste plastic<U+0001F30A><U+0001F30A>",ocean,water,negative,94,99
156,Great meeting with discussing how to deliver a multi benefit NFM project for the Stourhead waters wildlife waterquality agriculture flood mentalhealth,water,water,positive,91,96
157,BTW by ‘wild’ I don’t mean ‘native’ - white clawed crayfish are still protected and rivers they inhabit can’t be fished.,water,quality,neutral,-1,-1
158,Water pollution has gripped the planet miserably. Follow us for more updates water WaterIsLife waterpollution globalwarming environment BeatPlasticPollution SaveEarth wateroverlast,water pollution,water,negative,0,15
159,Paul McNie is talking about our £2.3billion Clean Sweep programme - how we’ve transformed our regions bathing water quality since 1989. <U+0001F30A><U+0001F30E><U+0001F44D><U+0001F3FC>WorldOceansDay,bathing water,environment,positive,102,115
160,What number do we call to report fishing out of season?,fishing,water,neutral,33,40
161,"On WorldEnvironmentDay help us create better places for people and wildlife and remember to report environmental incidents, such as pollution, damage to the environment or illegal fishing, to the hotline 24/7 on 0800 807060",water,water,negative,-1,-1
162,Hi - happy to connect! Saw your recent tweet of beautiful sea beaches,sea,water,positive,58,61
163,"Responded to a call out yesterday along the River Thames, issued an offence report for Fishing with no licence and fishing in the close season! Angling",season,water,neutral,136,142
164,Thanks for this. The have attended and will be dealing with a blocked culvert as the water levels lower.,water,flood,neutral,85,90
165,Today on this WorldEnvironmentDay every one teach one to plant one. <U+0001F333> BeatPlasticPollution EnvironmentDay2018,water,water,negative,-1,-1
166,Are Biodiversity officers ready to engage People + Nature floods riverscatchment planning with on future homes for nature - birdboxes and ?,river,water,neutral,65,70
167,"Did you know that just 30cm of water is enough to move your car? More storms are on the way, take care on the roads and don’t drive through flood water. Latest info: Stay floodaware",flood water,water,neutral,140,151
168,"Massive congratulation Keela, I’m so proud of you my friend and an honour that is so very richly deserved! <U+0001F64C><U+0001F64C><U+0001F64C><U+0001F64C>",plastic pollution,pollution,neutral,-1,-1
169,9 PM....... Two poachers caught on private waters in East Manchester (fishing without license and permissions). Thrown off. The silly season has arrived.........,water,water,neutral,43,48
170,Caught many eels on the wharfe in my younger days....titty bottle park in otley was a favourite place...just above the weir up 40 a night..all returned alive!,eels,river,neutral,12,16
171,Wise to rinse off tho’ <U+0001F6BF> All sorts of algal and dinoflagellate blooms spring up in the summer. and our partners are always on the look-out and there’s a satellite system tracking them further out to sea. When harmful ones arise we work with partners to inform people.. <U+0001F44D>,algal blooms,water,neutral,-1,-1
172,An amazing first day with TeamEA . <U+2600> <U+0001F3C3><U+0001F3FC><U+200D><U+2640><U+FE0F><U+0001F3C3><U+0001F3F4><U+000E0067><U+000E0062><U+000E0077><U+000E006C><U+000E0073><U+000E007F><U+0001F600><U+0001F333><U+0001F343><U+0001F5FB> We had sustainable water stations with biodegradable cups (to be reused tomorrow) and only refillable containers to give water to our runners all day. binitforbeaches WOD2018,water,water,neutral,256,261
173,"Our region boasts some of the finest bathing waters and beaches in Europe <U+0001F3D6><U+FE0F> This WorldOceansDay pledge to only flush the 3P’s; pee, paper and poo down the loo and for everything else binit4beaches <U+0001F4A6><U+0001F30D>",bathing waters,environment,neutral,37,51
174,If you want to tackle marinelitter you need to go upstream and tackle the pre marine terrestrial characteristics of litter however few authorities are interested in revealing the pollution caused by a handful of global corporations in an open and accessible manner,marine litter,pollution,negative,-1,-1
175,Help us promote the binit4beaches campaign and help keep our bathing waters clean by signing up for our big Thunderclap tweet here - …,bathing waters,water,positive,61,75
176,"We haven't been asked to get involved yet, but hear the are on the case! To find out more about groundwater contamination visit our website or the pages on threats to groundwater",river,water,neutral,-1,-1
177,Great planting session on the Bede Burn to create a fantastic space for the local community. Thanks Hebburn Lakes School.,water,quality,positive,-1,-1
178,"Blessed with good people and good vibes at Bude for worldoceansday, where everyone has an appetite to better the environment and reduce plastic",environment,general,positive,113,124
179,Our advisers are out this week revisiting and Somerset Rivers Authority sites as well as looking for new opportunities nfm naturalfloodmanagement hillstolevels ukriversprize18,river,management,neutral,55,60
180,Great to see our ArcticLive expedition team members sharing this year's research at event in Bude. Happy WorldOceansDay!,ocean,water,positive,110,115
