id,text,aspect,category,polarity,from,to
27,"the shoes are true to size and very much the adidas brand . i was severely disheartened when they arrived and they are not "" blush "" they ' re white and eed",shoes,performance#sizing/fit,positive,4,9
28,"i ' ve been a reebok classic woman for years . i don ' t wear any other brand of athletic shoes . they are comfortable and easy to walk in . i wear a 1 / 2 "" heel lift in my shoe for balance and these shoes have the perfect depth that keeps the heel of the shoe snug to my feet - no slipping off .",athletic shoes,contextofuse#use case,positive,81,95
29,not true to size order a larger size . i normally wear a size 6 . 5 in adidas however i order a size 7 just to be safe and it ' s still too small .,implicit,performance#sizing/fit,negative,-1,-1
30,"sadly this is yet another example of nb not living up to their reputation . i could always count on nb to be consistent with their sizing . bus since they went off shore , that ' s no longer the case .",implicit,performance#sizing/fit,negative,-1,-1
31,not wearing them they slightly large tried them and now i can ' t return them . so bad i really wanted to run with them,implicit,performance#sizing/fit,negative,-1,-1
32,iridescent heel top is so feminine and cute that goes well with any of my skirts and pants ! also i love how my size 10 doesn ' t make my feet look too big .,heel top,appearance#shoe component,positive,11,19
33,love the pop of pink . one of the best causal shoes in the market . super comfortable and can be worn with anything,implicit,performance#comfort,positive,-1,-1
34,i returned them after one week . they were not a good fit for me as i have a lot of problems with my feet,implicit,contextofuse#review\_temporality,negative,-1,-1
35,i ordered these and was very excited . picked my normal shoe size and they were huge . looked like clown shoes . i would say don ' t buy these online please go to store and try on multiple sizes ! plus the color to me seemed off from the photo i wasn ' t sure what i would even pair them with at home . going to be returning not exchanging .,implicit,contextofuse#purchase\_context,positive,-1,-1
36,"these boots are so uncomfortable . usually 9 . 5 fits me in men ' s , but these slide around on my foot and hurt my ankles . wish i had just got sneakers and stuck to columbia boots !",boots,performance#comfort,negative,6,11
37,i have worn only new balance shoreward since 2014 . need 4e or better 6e . great product,new balance,contextofuse#purchase\_context,positive,17,28
38,"very comfortable , good for walking and work or just casually ! so cute",implicit,appearance#general,positive,-1,-1
39,"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",implicit,performance#sizing/fit,neutral,-1,-1
40,"i am a devoted nb purchaser . i sing their praises , and always have been satisfied , except with non usa products . it ' s not the quality , it ' s the size . i ' ve purchased probably 10 pairs for me and my wife and kids , all usa or assembled usa except 3 pair . all 3 pairs were uncomfortable and tight and unwearable , same size as the us models .",implicit,performance#comfort,negative,-1,-1
41,"sadly i will be returning these because there is no support in the sole , it is very flat . i bought them to wear for work in the hospital but they are not supportive enough . i definitely wouldn ' t even attempt running in them . you get what you pay for !",implicit,cost/value,neutral,-1,-1
42,"i needed a nice looking sneaker for work but needed good support . my daughter a pta recommended nb . i ' m hooked . stylish , lightweight , great support and they came in wide width .",implicit,appearance#material,positive,-1,-1
43,"bought these shoes frequently before , however , the quality of this latest pair is not good and the sizing is inconsistent . i am returning them",shoes,contextofuse#purchase\_context,neutral,13,18
44,"i walk at least 5 miles a day , so i need good walking shoes . these fill the bill . i like them so much that i got 2 pairs .",implicit,general,positive,-1,-1
45,"good fit at first , now them seemed to have stretched and have to wear them with socks . now they are worn and cannot return for narrower width . just hope they don ' t stretch anymore !",implicit,performance#sizing/fit,negative,-1,-1
46,"your picture of the product is what i thought i ordered . the shoe i got only had the blue strip on the outstep of the shoe , the stripes on the instep were gold . i returned them , and have been trying to find adidas white with blue stripes and have not been able to .",adidas white with blue stripes,contextofuse#purchase\_context,neutral,211,241
47,shoes were oversized . i should have chosen a smaller size,smaller size,contextofuse#purchase\_context,negative,46,58
48,"i ' ve worn these shoes so many times ! they ' re true to size , comfortable and fly . perfect fall colors . the top was a bit uncomfortable without socks , but jist wear socks . : )",size,performance#sizing/fit,positive,58,62
49,small size need a bigger size . got measurements from adidas chart . not very accurate,implicit,contextofuse#purchase\_context,neutral,-1,-1
50,"i always wear an 11 and have no problems . these were too short , my toes hit the front of the shoe . instead of the hassle of returning , i let my daughter wear them ( she wears a size 10 ) .",shoe,performance#sizing/fit,negative,95,99
51,"while i like the products , the service provided when it comes to ordering shoe sizes and widths are sorely lacking . i was forced to send a great pair of shoes back to reebok because i could not order the proper width size . with more shopping being done online i would think that you would make the availability of proper size ordering of the most import .",products,general,positive,17,25
52,"i ordered these in early june and not only did they get lost in transit ( not new balance ' s fault ) i still have not seen a replacement , refund or even an email updating me on the status of my claim ( 100 % new balance ' s fault ) . their customer service reps have been awesome , their policies leave a lot to be desired . do yourself a favor and buy these super comfy shoes in a store . not online .",implicit,contextofuse#purchase\_context,neutral,-1,-1
53,"i ' ve been wanting them again for a long time . i used to use them at high school and i saw them as a reminder of that time , but now that i got them i didn ' t remember how comfortable they were ! ! i just love them ! !",implicit,contextofuse#purchase\_context,neutral,-1,-1
54,so cute and comfortable ! they run a little bit bigger than my regular size but i think i can get by with using a thicker sock .,implicit,performance#sizing/fit,neutral,-1,-1
55,"i have been wearing them for only two months and the sole is already worn down ! . looking closely the sole itself is very thin , i would expect this to be more for walking as it will probably last longer rather than label for running . it ' s disappointing , i was expecting better quality and to last longer for the price of $ 200 - $ 140 .",implicit,contextofuse#usage frequency,neutral,-1,-1
56,i love the shoes although i have not wear them yet . looks great .,shoes,contextofuse#usage frequency,negative,11,16
57,"as my title says , these hurt my feet , the shoelaces irritate the top of my foot , way too big and i ' m a size 13 . the heel feels good but the top of the shoe feels awful . when i tried them on they felt good . but after an hour of actual walking i instantly hate them and that ' s money down the drain , really disappointed . the laces are incredibly long as well .",implicit,appearance#general,negative,-1,-1
58,love the pop of pink . one of the best causal shoes in the market . super comfortable and can be worn with anything,implicit,appearance#color,positive,-1,-1
59,comfortable shoe true to size . i have narrow feet and it fits well .,narrow feet,performance#sizing/fit,positive,39,50
60,i have a problem with my right instep . that pad rubs on my instep . i put an insole to cover that part was rubbing . i hope it works . otherwise the sneaker is perfect . i wanted it for my heals . they felt good no pain while standing .,implicit,contextofuse#use case,neutral,-1,-1
61,"casual use around the house , yard . etc . easily among the most comfortable shoes i own .",shoes,performance#comfort,positive,77,82
62,this shoe is extremely light weight and comfortable ! great for everyday use as well as working out . the only reason i didn ' t give it 5 stars is because they run a little big .,working out,contextofuse#use case,positive,88,99
63,"comfortable and timeless . if you ' re looking for a super comfortable pairs of kicks . , the classic is the way to go .",classic,performance#general,positive,94,101
64,"i used this to go to the mall one day , drive the other day and a night at home and lower part of sole is loose at this point ( on both shoes ! ! , see attached picture ) . i cant return them bc i ' m in costa rica . this is very sad new balance , i used to love this 574 shoes",new balance,contextofuse#purchase\_context,negative,234,245
65,shoes were oversized . i should have chosen a smaller size,shoes,performance#sizing/fit,negative,0,5
66,these was supposed to be work shoes ( health care worker ) . i definitely was disappointed no support or comfort . i will not buy again or recommend .,shoes,contextofuse#use case,positive,30,35
67,"the color on the site has neutral beige / brown tones , unfortunately , in person the color is all gray . don ' t buy if you ' re expecting anything other than bland gray . will be returning immediately .",color,contextofuse#purchase\_context,neutral,4,9
68,i loved these shoes . runs a bit big so get a size down .,shoes,general,positive,14,19
69,very stylish and comfy ! so easy to wear and very classy !,implicit,appearance#general,positive,-1,-1
70,am returning them and will not be buying these cheap shoes anymore . sure don ' t make them like you use to ! ! ! !,shoes,cost/value,negative,53,58
71,"i have bought new balance for some time now . felt i could order online and get right fit . when i tried them on the insole felt weird . once i checked it wasn ' t even sewn in . at the price of these shoes , the shoe should have a sewn insole . sorry they are coming back to you .",implicit,contextofuse#purchase\_context,neutral,-1,-1
72,i wish adidas made better running shoes . i am an avid runner and have tried several styles but they dont seem to have the right support . adidas look good but dont run so good .,adidas,performance#use case applicability,negative,7,13
73,because it fit me perfect and it ' s comfortable and i like the style,implicit,performance#sizing/fit,positive,-1,-1
74,i ended up giving these to my gf . they are a little short and very very narrow . i didn ' t want to return them because that ' s a pain . love adidas . not sure these are winners though .,implicit,cost/value,neutral,-1,-1
75,"really poor quality of the product for the price , you could see the glue coming off within days . also the gold part started peeling off .",implicit,appearance#shoe component,negative,-1,-1
76,i was looking for something lightweight and comfortable for work these babies does the job ! ! ! after 16 hours in them my feet doesn ' t hurt at all and has great arch support !,implicit,appearance#material,positive,-1,-1
77,good quality and very stylish sneaker . does the job while looking good . would recommend .,implicit,appearance#general,positive,-1,-1
78,"i race with the nb fuel cell prism and love the shoe , i would like to purchase the rc elite except they do not come in wide",rc elite,performance#sizing/fit,negative,84,92
79,but the shoes that came to me is different with the photo so i get disappointed,shoes,appearance#general,negative,8,13
80,i got these for my husband for his birthday for an upcoming trip . he liked them so much he bought another pair in a different color . so comfortable .,implicit,contextofuse#purchase\_context,neutral,-1,-1
81,need a white leather sneaker for just hanging around and this is my go to . toe box is a little narrow for a women ' s 2e .,toe box,appearance#shoe component,negative,76,83
82,"really poor quality of the product for the price , you could see the glue coming off within days . also the gold part started peeling off .",gold part,appearance#shoe component,negative,108,117
83,"shoes very cool . leather of most of the shoe is soft which is nice , however the dye comes off with any type of cleaning resulting in sploshes and the shoe looking a slight shade of blue / gray . would have been great if they were done with the regular superstar material or the actual leather would have been a similar blue / gray . great they are a sustainable but will be unwearable as soon",the dye,appearance#color,negative,78,85
84,i love these shoes however i was greatly disappointed to see that the tongue is sewn in or not detached making foot entry difficult . what ' s the point of having laces ? constricting and uncomfortable .,implicit,performance#comfort,negative,-1,-1
85,"i ' ve worn new balance 990s forever and thought i ' d try the 574 for casual wear . unfortunately the 574 , even in my normal 4e , was too narrow . after trying my usual size and a half size larger , i gave up . too bad . it ' s a nice looking shoe .",implicit,general,negative,-1,-1
86,"normally i wear a 9 , but i bought an 8 . 5 because that was the only size left in the color i wanted . i was expecting them to be tight , but they were a little big . i could definitely could fit into an 8 , size down .",implicit,performance#sizing/fit,neutral,-1,-1
87,"this is one comfortable sexy pair of adidas . looks better in person , fits just right , very comfortable .",adidas,performance#comfort,positive,37,43
88,this is the only shoe i ' m comfortable buying on line . the size is consistent so i know it will fit like my last pair ( s ) .,shoe,contextofuse#purchase\_context,positive,17,21
89,bought this in a 7 wide . very tight across the toes . otherwise a fairly comfortable fit .,implicit,contextofuse#purchase\_context,neutral,-1,-1
90,bad poor quality . . . really is ugly no look perfect quality and very simple shoe,shoe,appearance#form,neutral,78,82
91,"mediocre shoe for such a unreal price . bought online since i couldn ' t get the shoe i wanted . these shoes are getting out of hand , going back to ked ' s",shoe,general,negative,9,13
92,too narrow . too short . arch in the wrong place . this shoe is half size too short and one to two letters too narrow .,implicit,appearance#form,negative,-1,-1
93,"have worn new balance for many years . have always worn same size and width ( 13 - 4e ) . last ones of same size were too short and too narrow . went up to 14 4e , almost too long and felt almost like a medium width . have purchased my last pair of new balance .",new balance,cost/value,negative,10,21
94,"this is my third 327 . this gonna be my best shoes ever : ) i am big fan of 327 , and if there are new colors , i definitely buy more shoes !",327,contextofuse#purchase\_context,positive,17,20
95,"i purchased these shoes , love the look . proudly wore them once for about 8 hours and had significant foot & back pain for almost a week . something with the design of this shoe or insole makes it very uncomfortable ( more so after wearing , than during ) .",design of this shoe or insole,performance#comfort,negative,159,188
96,tried 10 and 9 . 5 and they were both too big . always bought 10 or 9 . 5 adidas shoes and they fit perfectly . exchange arrived scratched and dirty and the shoe insert was sticking out of the shoe . shoe was definitely used before .,adidas shoes,contextofuse#purchase\_context,neutral,74,86
97,"nice style , but this shoe runs small . had to purchase it in a larger size and different color .",implicit,contextofuse#purchase\_context,neutral,-1,-1
98,"these are classic grey 574 nb sneakers . comfortable , durable , stylish in any casual setting or activity . a real can ' t - go - wrong purchase .",implicit,contextofuse#use case,positive,-1,-1
99,these shoes are very comfortable bought for my husband and he loves them . no knee pain or feet pain . also the fit is great because they are wide .,implicit,performance#general,positive,-1,-1
100,i love the style of the shoe ! it rubs on my ankle a bit but nothing too bad . not confident on how long these shoes will last since i wear them almost daily .,the style of the shoe,appearance#general,positive,7,28
101,"i was replacing my running shoes every 2 to 3 months . i can ' t afford that any more , now i make a pair last 6 months",pair,contextofuse#usage frequency,neutral,101,105
102,the shoe arrived and i first noticed how hard the sole of the shoe was . i love nb and have many pairs however this pair felt cheap and the sole did not provide any cushion while walking . like the all black colour way but i won ' t buy again .,implicit,cost/value,negative,-1,-1
103,"i purchased the outer space color and it ' s actually much more navy blue than the dark gray i thought it would be . however the dealbreaker is the narrowness , i have other 574s labeled as normal but so much wider .",implicit,performance#sizing/fit,negative,-1,-1
104,these are very cute however if you don ' t have small narrow feet they are extremely tighton top of my feet like cut of circulation tight i wish they were more roomy because i really want to love them hoping the stretch over time .,implicit,contextofuse#usage frequency,neutral,-1,-1
105,great look but way to tight . i never going bigger than a 10 in any style . going to try and return for a half a size bigger . it ' s a shame i really like the look,implicit,appearance#general,positive,-1,-1
106,"disappointed to fine they didn ' t actually lace up . i was trying to buy shoe comprable to one owned now ( 860 ) . kept them because are comfortable , but only without sock liners - ok for summer , not cold weather .",lace,appearance#shoe component,negative,44,48
107,"shoes very cool . leather of most of the shoe is soft which is nice , however the dye comes off with any type of cleaning resulting in sploshes and the shoe looking a slight shade of blue / gray . would have been great if they were done with the regular superstar material or the actual leather would have been a similar blue / gray . great they are a sustainable but will be unwearable as soon",implicit,appearance#material,negative,-1,-1
108,if you are planning to use this sneakers all day . don ' t this shoe gave me the corn on both on my foot . same spot . i can ' t even walk right now without feeling pain .,sneakers,contextofuse#usage frequency,neutral,32,40
109,"sadly this is yet another example of nb not living up to their reputation . i could always count on nb to be consistent with their sizing . bus since they went off shore , that ' s no longer the case .",implicit,contextofuse#purchase\_context,negative,-1,-1
110,i love these shoes however i was greatly disappointed to see that the tongue is sewn in or not detached making foot entry difficult . what ' s the point of having laces ? constricting and uncomfortable .,tongue,appearance#shoe component,negative,70,76
111,"it is not leather ! i wore leather ones for years and synthetic are hot , and unconfortable ! ! ! !",leather ones,contextofuse#usage frequency,neutral,27,39
112,please bring back the original 990 slip on shoe . they fit well with narrower instep and heel and had great support in the sole for those of us with arthritis in all the metatarsal bones and bunions to boot… . these were a sloppy loose fit with little overall foot support . i ' m still hanging on to my old ones which are totally worn out .,old ones,cost/value,positive,304,312
113,i ordered a pair of air maxes online . when i receive d them the stiching was coming out on the top of the sneakers . hard to believe that that they were allowed to leave the factory . must be no quality control there . this is not the first time this has happened . will not be purchasing anything from finish line again .,air maxes,contextofuse#purchase\_context,neutral,20,29
114,"i use these shoes just slip on for practical reasons . running to the store or just for general leisure . great quality ! however , run a little small . i wear mine without socks , and that solved the size issue .",implicit,contextofuse#use case,neutral,-1,-1
115,"there were a christmas gift to someone . she loves the color ( red ) . says they fit very nicely . she ' s on her feet for long stretches for work . said there is a bit of break - in period , probably because how different the reds are to the others . she wants more now . of course she does .",implicit,performance#general,negative,-1,-1
116,great look but way to tight . i never going bigger than a 10 in any style . going to try and return for a half a size bigger . it ' s a shame i really like the look,implicit,contextofuse#purchase\_context,neutral,-1,-1
117,i use this shoe to walk . i walk any where from 5 . 5 miles to 11 miles a day . i have always used new balance shoes because i need a wide sole ( 4e ) . i wish new balance offered more selections in x wide . but back to review ; this shoe must have a lower collar ; because i developed a blister on the outside of my ankle . this has never happened before with any new balance shoe i ever have used .,new balance,performance#sizing/fit,negative,99,110
118,i ' ve been wearing adrenaline shoes narrow for over 10 years . i was excited to try the new 21 but was disappointed when i tried them on and the heel of the left shoe was painful . i thought maybe once i ran in them they will be better but they only got worse . i sent them back . very disappointing .,shoe,contextofuse#purchase\_context,positive,31,35
119,i just wanted a nice comfortable pair of sneakers to walk in . the price was great and they fit well . light weight and breathable .,implicit,cost/value,positive,-1,-1
120,"sl - 2 are the new balance styles with the deeper toe box , but even in 4e , it was too tight for comfort . i tried three different sizes . . . no luck",sl - 2,performance#comfort,negative,0,6
121,bought these shoes & amp ; 1 . 5 months later the tread is pealing off the bottom . customer service wont fix . will never buy new balance shoes again .,shoes,contextofuse#review\_temporality,neutral,13,18
122,loved my v2s and love these . planning to wear them throughout marathon training and my upcoming marathons .,marathon,contextofuse#place,neutral,63,71
123,very comfortable and durable . fit is excellent while weight is a plus .,implicit,performance#comfort,positive,-1,-1
124,"since the age of 14 , there ' s never been a point in time where i did not have a pair of these in my closet . classics never die .",a pair,contextofuse#review\_temporality,neutral,80,86
125,am a adidas fan and customer for years now . am new to online shopping so i decide to try it out was disappointing . shoes came in quick ill give you that but they had blue markings by the heal and ankle which means some one has already use them with blue jeans on as i can tell by the old pairs i have .,online shopping,contextofuse#purchase\_context,negative,55,70
126,"i used to like these types of shoes , then i bought a pair of ultra boosts . best upgrade i ' ve ever made in shoes ! i really liked how these looked so decided to purchase them , they were too wide for my foot & made them look huge . also the insoles were very hard , compared to ultraboost which is light and very comfortable .",insoles,appearance#shoe component,negative,244,251
127,sizing is off . i ' ve worn these for over 20 years . the size has gotten smaller by a whole size !,implicit,appearance#form,negative,-1,-1
128,received shoes that had discoloration on the toe . i needed these for work and now if i exchange them i will have to purchase another pair just to wear while i wait for the exchange to take place . very unsatisfied,implicit,contextofuse#use case,neutral,-1,-1
129,"classic shoe . light and comfortable . tongue and suede are a bit stiff , but expect will soften with wear . clean and stylish classic .",implicit,contextofuse#use case,neutral,-1,-1
130,"this is a great shoe to wear on a regular day basis . also , if you cheer or dance this is a comfortable shoe for those type of activities !",shoe,performance#use case applicability,positive,16,20
131,i haven ' t had a pair of these in over 20 years . i ' m glad that they are so comfortable and fit well . i see the quality so far is amazing .,implicit,performance#comfort,positive,-1,-1
132,look very small on feet and feel tight . would recommend sizing up,implicit,performance#sizing/fit,neutral,-1,-1
133,"i love the look of this shoe , however , the width of this shoe has changed . i ' ve purchased five of these shoes and the last two were both to narrow . normally they are amazingly all day comfortable , and offer great support for weak ankles .",ankles,appearance#shoe component,positive,237,243
134,"i did not like the product . i ordered size 12 , but was small in size . i returned the product .",implicit,performance#sizing/fit,negative,-1,-1
135,"the shoe was recommended on a site rating shoes for diabetics . i have worn new balance in the past so i thought i ' d give it a try . the shoe was not at all comfortable , especially considering the price range .",implicit,contextofuse#use case,neutral,-1,-1
136,cute but the translucent material isn ' t nearly as comfortable as the classic material . i can ' t wear them all day or even half the day as they kinda hurt my feet .,classic material,appearance#material,positive,71,87
137,"the lace design is interesting , but the sock style fit keeps the shoe in place well . the soles are very comfortable for long walks and runs",lace,appearance#shoe component,positive,4,8
138,"this is a very nice shoe . it is very comfortable , flexable and looks great . but , i was disappointed in the weight .",implicit,performance#support/stability,positive,-1,-1
139,"great looking shoe ! i love the colors . fit is great , however , seems quite roomy and wide in the toe area and i have wide feet . it ' s just a style i ' m not used to as i usually only wear ultraboost . all that being said , i ' ll be getting other colors .",implicit,contextofuse#purchase\_context,positive,-1,-1
140,i use these as a daily shoe . they are the most comfortable shoe i ' ve ever owned . they feel like i ' m walking on a cloud . i also have a wide instep so the fact that they are so comfortable for me is perfect . i plan to by more of the version just different color ways .,shoe,performance#comfort,positive,23,27
141,they fit well and are comfortable . they ' re cut higher on the side of the foot than my last pair . the material above the toes wrinkles .,material above the toes,appearance#material,negative,105,128
142,"i am a nurse and bought these hoping my feet wouldn ' t hurt as bad , but they just aren ' t that good ! i also had to get 1 / 2 size bigger than my normal .",implicit,performance#sizing/fit,negative,-1,-1
143,i love the way they look . they are very comfortable and playful ! i love the design ♥️,implicit,appearance#form,positive,-1,-1
144,this shoe is extremely light weight and comfortable ! great for everyday use as well as working out . the only reason i didn ' t give it 5 stars is because they run a little big .,implicit,performance#use case applicability,positive,-1,-1
145,i purchased these less than a month ago and the pattern is so cute but . . . it is so worn off that it is starting to look trashy . i would not recommend any of the tie dye crocs . i love the shoe itself just not how delicate they are with the pattern .,implicit,appearance#color,negative,-1,-1
146,purchased a brand new pair of 990 ' s from my local new balance store a couple of months ago . terribly disappointed . these shoes squeak when i walk . thought it was a matter of just breaking them in but no amount of walking has stopped them from squeaking . have been using new balance for the last 20 + years without a problem .,shoes,performance#use case applicability,negative,125,130
147,i needed a new pair of base shoes and buy nb frequently because they run wider than normal . i ordered a 4e but the toe box was still far too narrow and hurt my feet .,4e,performance#sizing/fit,negative,105,107
148,"i wear these on a daily basis . i purchase because they are the only 6e leather on the market . i ' m on my feet at work and i have to replace the insoles in about a month , as they compress and then my foot moves .",implicit,contextofuse#use case,neutral,-1,-1
149,these shoes are too high for my feet . they cut into my ankles . they had been reccommended for support and wide toe box but didn ' t meet either expectation . i have bunions and have problems finding a shoe with wide toe box and normal heel .,implicit,performance#comfort,negative,-1,-1
150,"have worn new balance for many years . have always worn same size and width ( 13 - 4e ) . last ones of same size were too short and too narrow . went up to 14 4e , almost too long and felt almost like a medium width . have purchased my last pair of new balance .",implicit,contextofuse#review\_temporality,positive,-1,-1
151,shoes are ok . i know these were the 812 replacement but they have never been as comfortable .,shoes,general,neutral,0,5
152,i love the way they look . they are very comfortable and playful ! i love the design ♥️,implicit,appearance#color,positive,-1,-1
153,"bought because on web site looked like they where white , however once they came they where white and lavender . to girlie even for a girl . but finish line did return them with no problems what so ever shipping was good and fast . but a very ugly shoe dont know who is designing all these shoe now a days but a 3 year good do better .",shoe,appearance#general,negative,248,252
154,the size is a half size smaller then what i wear . next time i will need to order a 6 1 / 2 instead of my normal size 6…,size,performance#sizing/fit,negative,4,8
155,comfy light weight . but the walls are super thin don ' t expect these to last more then three months . other then that love em,implicit,performance#comfort,positive,-1,-1
156,got them 4 months ago they were great but already have a hole on both front ends of my sneakers ! like the mesh ripped . i ' m in the medical field so loved how comfy the sneakers are but sucks that they don ' t last long .,sneakers,contextofuse#use case,neutral,87,95
157,great fit . thank you new balance for making a range of widths .,new balance,contextofuse#purchase\_context,positive,22,33
158,good stable shoes . i got matching for me and my son and we both love them .,implicit,contextofuse#purchase\_context,neutral,-1,-1
159,i bought a pair of the red - all leather variety and they are my favs to date . still wear them all the time after over a year of almost daily use .,red - all leather variety,general,positive,23,48
160,usually the 8 . 5 wides from new balance fit me perfectly . not these shoes . the shoes are too tight in the toe box . i will be returning them .,new balance,performance#sizing/fit,neutral,29,40
161,"i didn ' t like the shoes at all . the material felt very cheap , but the shoes were very light .",shoes,general,negative,20,25
162,"i like the product , but it feels different from the same product i bought from last year . the product from last year felt really comfortable but this one that i recently bought feels different .",implicit,general,positive,-1,-1
163,i am not of fan white shoes but these really caught my eyes . i am most likely going to save these for summer 2021 since i feel like it ' s more of a summer shoe . i already know i ' ll be rocking these with light blue or black levis .,implicit,contextofuse#use case,positive,-1,-1
164,"i have very narrow heels and extra wide toes . the medium width is pretty true to size . however , a more rounded toe would be more comfortable for my oddly shaped feet . i usually have to add the fuzzy pads inside the tongue of my shoes to push my feet back into the heel . this usually helps .",shoes,performance#sizing/fit,negative,232,237
165,because it fit me perfect and it ' s comfortable and i like the style,implicit,appearance#form,positive,-1,-1
166,"i have 3 pairs of adidas in size 10 that fit great , so i bought these in 10 also . they ' re too small .",implicit,contextofuse#purchase\_context,neutral,-1,-1
